Origin,Artist_Name,Artwork_Name,Year
None,Dan Christensen,Metal-Yellow,1982
None,Dan Christensen,Bajo Sexto,1984
None,Dan Christensen,Dromos,1986
None,Dan Christensen,Street Dancer,1986
None,Dan Christensen,Blue Baleen,1987
None,Dan Christensen,Nathans Diamond,1987
None,Dan Christensen,Swing Low,1988
None,Dan Christensen,Tour de France,1989
None,Dan Christensen,Mo' Blues,1991
None,Dan Christensen,Bass Casio,1994
None,Dan Christensen,April Blue,1995
None,Dan Christensen,New Morning,1996
None,Dan Christensen,Nexx Central Revisited,1996
None,Dan Christensen,TBD,1998
None,Dan Christensen,Troubador,1998
None,Dan Flavin,Juan Gris in Paris (adieu Picabia),1960
None,Dan Flavin,Icon V (Coran's Broadway Flesh),1962
None,Dan Flavin,"Diagonal of Personal Ecstasy (the Diagonal of May 25, 1963, to Constantin Brancusi)",1963
None,Dan Flavin,Pink out of corner (to Jasper Johns),1963
None,Dan Flavin,The nominal three (to William of Ockham),1963
None,Dan Flavin,A primary picture,1964
None,Dan Flavin,Untitled (to Henri Matisse),1964
None,Dan Flavin,Greens crossing greens (to Piet Mondrian who lacked green),1966
None,Dan Flavin,"Alternating pink and ""gold""""""""""""""",1967
None,Dan Flavin,Untitled (to the innovator of Wheeling Peachblow),1968
None,Dan Flavin,Untitled,1969
None,Dan Flavin,Untitled,1969
None,Dan Flavin,"Untitled (to Barnett Newman to commemorate his simple problem, red, yellow and blue)",1970
None,Dan Flavin,Untitled (to Bob and Pat Rohm),1970
None,Dan Flavin,"Untitled (to you, Heiner, with admiration and affection)",1973
None,Dan Flavin,Untitled (to Jan and Ron Greenberg),1973
None,Dan Flavin,Untitled (to Barry Mike Chuck and Leonard),1975
None,Dan Flavin,Untitled (for Robert with fond regards),1977
None,Dan Flavin,Untitled (in honor of Harold Joachim) 3,1977
None,Dan Flavin,"Untitled (to my dear bitch, Airily)",1981
None,Dan Flavin,"Untitled (to Tracy, to celebrate the love of a lifetime)",1992
None,Daniel Buren,TII-205,1965
None,Daniel Buren,Cercle noir sur fond blanc,1967
None,Daniel Buren,Sur les Murs,1971
None,Daniel Buren,Peinture suspendue [Acte II],1972
None,Daniel Buren,Photo-souvenir: Three light boxes for one wall,1989
None,Daniel Buren,Double Rhythm,1991
None,Daniel Dezeuze,Stretcher (covered with a sheet of transparent plastic),1967
None,Daniel Dezeuze,Untitled,1979
None,Daniel Dezeuze,Untitled,1986
None,Daniel Dezeuze,Untitled V,1995
None,Daniel Dezeuze,Lattice,1997
None,Daniel Dezeuze,Peintures sur Chevalet,1998
None,Daniel Spoerri,Snare Picture,1960
None,Daniel Spoerri,Snare Picture,1960
None,Daniel Spoerri,Snare Picture,1960
None,Daniel Spoerri,Poubelle (Palimdromic Dinner),1961
None,Daniel Spoerri,The Boxes (Snare-Picture),1961
None,Daniel Spoerri,La jungle,1961
None,Daniel Spoerri,Poubelle (Palimdromic Dinner),1961
None,Daniel Spoerri,The Boxes (Snare-Picture),1961
None,Daniel Spoerri,La jungle,1961
None,Daniel Spoerri,Poubelle (Palimdromic Dinner),1961
None,Daniel Spoerri,The Boxes (Snare-Picture),1961
None,Daniel Spoerri,La jungle,1961
None,Daniel Spoerri,Eaten by Marcel Duchamp,1964
None,Daniel Spoerri,Meal Variation - Eaten By Roy Lichtenstein,1964
None,Daniel Spoerri,Eaten by Marcel Duchamp,1964
None,Daniel Spoerri,Meal Variation - Eaten By Roy Lichtenstein,1964
None,Daniel Spoerri,Eaten by Marcel Duchamp,1964
None,Daniel Spoerri,Meal Variation - Eaten By Roy Lichtenstein,1964
None,Daniel Spoerri,Table du restaurant de la City Gallery,1965
None,Daniel Spoerri,Table du restaurant de la City Gallery,1965
None,Daniel Spoerri,Table du restaurant de la City Gallery,1965
None,Daniel Spoerri,Magie Ã  la noix,1967
None,Daniel Spoerri,Cage d'oiseau,1969
None,Daniel Spoerri,Cage d'oiseau,1969
None,Daniel Spoerri,Cage d'oiseau,1969
None,Daniel Spoerri,Brotteigobjekt Schreibmaschine,1970
None,Daniel Spoerri,Brotteigobjekt Schreibmaschine,1970
None,Daniel Spoerri,Brotteigobjekt Schreibmaschine,1970
None,Daniel Spoerri,Snare Picture,1972
None,Daniel Spoerri,Snare Picture,1972
None,Daniel Spoerri,Snare Picture,1972
None,Daniel Spoerri,Erpete Squamoso Orbiculare,1986
None,Daniel Spoerri,Ethno-syncretic object,1986
None,Daniel Spoerri,Erpete Squamoso Orbiculare,1986
None,Daniel Spoerri,Ethno-syncretic object,1986
None,Daniel Spoerri,Erpete Squamoso Orbiculare,1986
None,Daniel Spoerri,Ethno-syncretic object,1986
None,Daniel Spoerri,Untitled,1988
None,Daniel Spoerri,Untitled,1988
None,Daniel Spoerri,Untitled,1988
None,Daniel Spoerri,Large work table (Marcel Duchamp remis en place),1989
None,Daniel Spoerri,Large work table (Marcel Duchamp remis en place),1989
None,Daniel Spoerri,Large work table (Marcel Duchamp remis en place),1989
None,Daniel Spoerri,Assemblage mit dem Kopf eines Pferdes,1990
None,Daniel Spoerri,Henkel Bankett,1990
None,Daniel Spoerri,Assemblage mit dem Kopf eines Pferdes,1990
None,Daniel Spoerri,Henkel Bankett,1990
None,Daniel Spoerri,Assemblage mit dem Kopf eines Pferdes,1990
None,Daniel Spoerri,Henkel Bankett,1990
None,Daniel Spoerri,Le Chef,1991
None,Daniel Spoerri,Le Chef,1991
None,Daniel Spoerri,Le Chef,1991
None,Daniel Spoerri,Sevilla-Serie Nr. 27 Assemblage,1992
None,Daniel Spoerri,Sevilla-Serie Nr. 27 Assemblage,1992
None,Daniel Spoerri,Sevilla-Serie Nr. 27 Assemblage,1992
None,Daniel Spoerri,Tableau piÃ¨ge after Sevilla,1992
None,Daniel Spoerri,Lepreux d'Islande II,1993
None,Daniel Spoerri,Lepreux d'Islande II,1993
None,Daniel Spoerri,Lepreux d'Islande II,1993
None,Daniel Spoerri,Encyclopaedie Diderot et dâ€™Alembert,1994
None,David Alfaro Siqueiros,Carlos Orozco Romero,1918
None,David Alfaro Siqueiros,The Lord of Poison,1918
None,David Alfaro Siqueiros,Amado de la Cueva,1920
None,David Alfaro Siqueiros,The Elements,1922
None,David Alfaro Siqueiros,Proletarian Mother,1929
None,David Alfaro Siqueiros,Hart Crane,1931
None,David Alfaro Siqueiros,Portrait of a Dead Child,1931
None,David Alfaro Siqueiros,Portrait of Present Day Mexico,1932
None,David Alfaro Siqueiros,View of a mural depicting Democracy breaking her chains,1934
None,David Alfaro Siqueiros,Birth of Fascism,1936
None,David Alfaro Siqueiros,Head of a Woman,1936
None,David Alfaro Siqueiros,The Child Mother,1936
None,David Alfaro Siqueiros,Echo Of A Scream ,1937
None,David Alfaro Siqueiros,Ethnography,1939
None,David Alfaro Siqueiros,Portrait of the Bourgeoisie,1939
None,David Alfaro Siqueiros,Portrait of the Bourgeoisie,1939
None,David Alfaro Siqueiros,The Sob,1939
None,David Alfaro Siqueiros,"Unfinished Mural, ",1940
None,David Alfaro Siqueiros,"Death to the Invader, 194",1942
None,David Alfaro Siqueiros,"Death to the Invader, 194",1942
None,David Alfaro Siqueiros,Allegory of Racial Equality,1943
None,David Alfaro Siqueiros,Mural,1944
None,David Alfaro Siqueiros,Self-Portrait,1945
None,David Alfaro Siqueiros,Self-Portrait,1946
None,David Alfaro Siqueiros,Cain in the United States,1947
None,David Alfaro Siqueiros,Our Present Image,1947
None,David Alfaro Siqueiros,Portrait of Angelica,1947
None,David Alfaro Siqueiros,Portrait of Dramatist Margarita Urueta,1947
None,David Alfaro Siqueiros,Portrait of Jose Clemente Orozco,1947
None,David Alfaro Siqueiros,The Devil in Church,1947
None,David Alfaro Siqueiros,Chichen Itza Burning,1948
None,David Alfaro Siqueiros,King Cuauhtemoc,1950
None,David Alfaro Siqueiros,The Resurrection of Cuauhtemoc,1950
None,David Alfaro Siqueiros,The Torment of Cuauhtemoc,1950
None,David Alfaro Siqueiros,The Good Neighbor,1951
None,David Alfaro Siqueiros,New University Emblem,1952
None,David Alfaro Siqueiros,Excommunication and Execution of Father Hidalgo,1953
None,David Alfaro Siqueiros,"For the Complete Safety of all Mexicans on Work, 195",1954
None,David Alfaro Siqueiros,Atomic aircraft,1956
None,David Alfaro Siqueiros,"For Complete Social Security of All Mexicans, 195",1956
None,David Alfaro Siqueiros,Streets of Mexico,1956
None,David Alfaro Siqueiros,"The People for the University. The University for the People., 195",1956
None,David Alfaro Siqueiros,From the Dictatorship of Porfirio Diaz to the Revolution â€“ The People in Arms,1957
None,David Alfaro Siqueiros,The Revolutionary,1957
None,David Alfaro Siqueiros,Women of Chilpancingo,1960
None,David Alfaro Siqueiros,Enough,1961
None,David Alfaro Siqueiros,Peace,1961
None,David Alfaro Siqueiros,Self-Portrait,1961
None,David Alfaro Siqueiros,Solitary Confinement,1961
None,David Alfaro Siqueiros,Struggle for Emancipation,1961
None,David Alfaro Siqueiros,Peasant Mother,1962
None,David Alfaro Siqueiros,Christ,1965
None,David Alfaro Siqueiros,Cultural Polyforum,1971
None,David Alfaro Siqueiros,Cultural Polyforum,1971
None,David Alfaro Siqueiros,The March of Humanity,1971
None,David Alfaro Siqueiros,The March of Humanity,1971
None,David Alfaro Siqueiros,The March of Humanity,1971
None,David Alfaro Siqueiros,The March of Humanity,1971
None,David Annesley,Swing Low,1964
None,David Annesley,X-Act,1964
None,David Annesley,Big Ring,1965
None,David Annesley,Jump,1965
None,David Annesley,Loquat,1965
None,David Annesley,Orinoco,1965
None,David Annesley,Big Yellow Circle,1966
None,David Annesley,Godroon,1966
None,David Annesley,Narrow Blue Circle,1966
None,David Annesley,Untitled,1968
None,David Annesley,Untitled,1969
None,David Annesley,"Mauve, Orange, Yellow, Turquoise on Pale Blue",1970
None,David Annesley,"Red, Yellow, Blue and Turquoise",1970
None,David Bates,"The Banks of the Brathay, Ambleside, Westmoreland ",1901
None,David Bates,Bedouin at an Oasis with Pyramids ,1902
None,David Bates,In the mangel field ,1902
None,David Bates,A Worcestershire Lane Scene ,1904
None,David Bates,Crossing the Severn ,1905
None,David Bates,"On the Long Mynd, Church Stretton ",1907
None,David Bomberg,Vision of Ezekiel,1912
None,David Bomberg,Bathing Scene,1913
None,David Bomberg,Ju-Jitsu,1913
None,David Bomberg,Racehorses,1913
None,David Bomberg,The Mud Bath,1914
None,David Bomberg,In the Hold,1914
None,David Bomberg,Barges,1919
None,David Bomberg,Imaginative Composition - 'The Tent',1923
None,David Bomberg,"Jerusalem, Looking to Mount Scopus",1925
None,David Bomberg,Lilian,1932
None,David Bomberg,Self-Portrait,1932
None,David Bomberg,The Artist's Wife and Baby,1937
None,David Bomberg,Bomb Store,1942
None,David Bomberg,Bomb Store,1942
None,David Bomberg,Flowers,1943
None,David Bomberg,"Tregor and Tregoff, Cornwall",1947
None,David Bomberg,Vigilante,1955
None,David Burliuk,"Hills near village, ",1900
None,David Burliuk,"In a park, ",1900
None,David Burliuk,"Hills near village, ",1900
None,David Burliuk,"In a park, ",1900
None,David Burliuk,Landscape with a flowerbed,1906
None,David Burliuk,Summer forest,1906
None,David Burliuk,Landscape with a flowerbed,1906
None,David Burliuk,Summer forest,1906
None,David Burliuk,A horse-lightning,1907
None,David Burliuk,Duckling,1907
None,David Burliuk,Spring,1907
None,David Burliuk,A horse-lightning,1907
None,David Burliuk,Duckling,1907
None,David Burliuk,Spring,1907
None,David Burliuk,A House in the Steppe,1908
None,David Burliuk,Horses,1908
None,David Burliuk,Horses,1908
None,David Burliuk,Morning. Wind.,1908
None,David Burliuk,Two tastes in one,1908
None,David Burliuk,A House in the Steppe,1908
None,David Burliuk,Horses,1908
None,David Burliuk,Horses,1908
None,David Burliuk,Morning. Wind.,1908
None,David Burliuk,Two tastes in one,1908
None,David Burliuk,"Landscape, ",1909
None,David Burliuk,"Landscape, ",1909
None,David Burliuk,"A plowman, ",1910
None,David Burliuk,Abstraction,1910
None,David Burliuk,"Abstraction, ",1910
None,David Burliuk,Dedication to Cezanne,1910
None,David Burliuk,"Dniester River Rapids, ",1910
None,David Burliuk,Horses,1910
None,David Burliuk,"Landscape with a Pink House, ",1910
None,David Burliuk,"Landscape with a road, ",1910
None,David Burliuk,"Landscape with trees, ",1910
None,David Burliuk,"Life of cossack, ",1910
None,David Burliuk,Peasant and horse,1910
None,David Burliuk,"Portrait of actor Tiagunov, ",1910
None,David Burliuk,Stonemason,1910
None,David Burliuk,The Time,1910
None,David Burliuk,Woman with neckerchief,1910
None,David Burliuk,"A plowman, ",1910
None,David Burliuk,Abstraction,1910
None,David Burliuk,"Abstraction, ",1910
None,David Burliuk,Dedication to Cezanne,1910
None,David Burliuk,"Dniester River Rapids, ",1910
None,David Burliuk,Horses,1910
None,David Burliuk,"Landscape with a Pink House, ",1910
None,David Burliuk,"Landscape with a road, ",1910
None,David Burliuk,"Landscape with trees, ",1910
None,David Burliuk,"Life of cossack, ",1910
None,David Burliuk,Peasant and horse,1910
None,David Burliuk,"Portrait of actor Tiagunov, ",1910
None,David Burliuk,Stonemason,1910
None,David Burliuk,The Time,1910
None,David Burliuk,Woman with neckerchief,1910
None,David Burliuk,"Bridge (Repetition of composition of 1911) ,",1911
None,David Burliuk,Bridge. Landscape from Four Points of View,1911
None,David Burliuk,Futuristic woman,1911
None,David Burliuk,"Night rider, ",1911
None,David Burliuk,Siberian Flotilla,1911
None,David Burliuk,"Bridge (Repetition of composition of 1911) ,",1911
None,David Burliuk,Bridge. Landscape from Four Points of View,1911
None,David Burliuk,Futuristic woman,1911
None,David Burliuk,"Night rider, ",1911
None,David Burliuk,Siberian Flotilla,1911
None,David Burliuk,Cossack Mamai,1912
None,David Burliuk,Landscape,1912
None,David Burliuk,"Path in the garden, ",1912
None,David Burliuk,Ukrainians,1912
None,David Burliuk,Woman with four eyes and hen,1912
None,David Burliuk,Cossack Mamai,1912
None,David Burliuk,Landscape,1912
None,David Burliuk,"Path in the garden, ",1912
None,David Burliuk,Ukrainians,1912
None,David Burliuk,Woman with four eyes and hen,1912
None,David Burliuk,"Illustration for the almanac  ""A Trap for Judges""""""""""""""",1913
None,David Burliuk,"Illustration for the almanac  ""A Trap for Judges""""""""""""""",1913
None,David Burliuk,"Illustration for the almanac  ""A Trap for Judges""""""""""""""",1913
None,David Burliuk,"Illustration for the almanac  ""A Trap for Judges""""""""""""""",1913
None,David Burliuk,Abstract Composition,1914
None,David Burliuk,Advent of spring and summer,1914
None,David Burliuk,Collage,1914
None,David Burliuk,Love and peace,1914
None,David Burliuk,Abstract Composition,1914
None,David Burliuk,Advent of spring and summer,1914
None,David Burliuk,Collage,1914
None,David Burliuk,Love and peace,1914
None,David Burliuk,Harvesting,1915
None,David Burliuk,"Illustration for the almanac ""Archer""""""""""""""",1915
None,David Burliuk,"Rural landscape, ",1915
None,David Burliuk,Harvesting,1915
None,David Burliuk,"Illustration for the almanac ""Archer""""""""""""""",1915
None,David Burliuk,"Rural landscape, ",1915
None,David Burliuk,Portrait of songbeater futurist Wassily Kamensky,1916
None,David Burliuk,Portrait of songbeater futurist Wassily Kamensky,1916
None,David Burliuk,Composition with sickle,1917
None,David Burliuk,Portrait of poet-futurist Wassily Kamensky,1917
None,David Burliuk,Revolution,1917
None,David Burliuk,Spring in countryside,1917
None,David Burliuk,Composition with sickle,1917
None,David Burliuk,Portrait of poet-futurist Wassily Kamensky,1917
None,David Burliuk,Revolution,1917
None,David Burliuk,Spring in countryside,1917
None,David Burliuk,Russian poet in Siberia,1918
None,David Burliuk,"Tail-Piece for the almanac ""Raging Parnassus""""""""""""""",1918
None,David Burliuk,Russian poet in Siberia,1918
None,David Burliuk,"Tail-Piece for the almanac ""Raging Parnassus""""""""""""""",1918
None,David Burliuk,Spring Village,1919
None,David Burliuk,Spring Village,1919
None,David Burliuk,Drunkard,1920
None,David Burliuk,Flowers at the window,1920
None,David Burliuk,"Japanese Forest Landscape, ",1920
None,David Burliuk,Rooftops in Siberia,1920
None,David Burliuk,Vladivostok,1920
None,David Burliuk,Drunkard,1920
None,David Burliuk,Flowers at the window,1920
None,David Burliuk,"Japanese Forest Landscape, ",1920
None,David Burliuk,Rooftops in Siberia,1920
None,David Burliuk,Vladivostok,1920
None,David Burliuk,Gate of temple in Japan,1921
None,David Burliuk,In the Paddy Fields,1921
None,David Burliuk,Japan and America,1921
None,David Burliuk,Japan fisherman,1921
None,David Burliuk,Japanese Bay,1921
None,David Burliuk,Japanese Village,1921
None,David Burliuk,"Landscape, ",1921
None,David Burliuk,"Ogasawara, ",1921
None,David Burliuk,"On the Beach, Japan, ",1921
None,David Burliuk,Sea,1921
None,David Burliuk,Women from tropics,1921
None,David Burliuk,Gate of temple in Japan,1921
None,David Burliuk,In the Paddy Fields,1921
None,David Burliuk,Japan and America,1921
None,David Burliuk,Japan fisherman,1921
None,David Burliuk,Japanese Bay,1921
None,David Burliuk,Japanese Village,1921
None,David Burliuk,"Landscape, ",1921
None,David Burliuk,"Ogasawara, ",1921
None,David Burliuk,"On the Beach, Japan, ",1921
None,David Burliuk,Sea,1921
None,David Burliuk,Women from tropics,1921
None,David Burliuk,American workers,1922
None,David Burliuk,"At the park, ",1922
None,David Burliuk,Fifty-thousand-years-old woman on Mars,1922
None,David Burliuk,In the Church,1922
None,David Burliuk,Japanese Boy,1922
None,David Burliuk,Mount Fuji,1922
None,David Burliuk,"Ogasawara, ",1922
None,David Burliuk,Workers,1922
None,David Burliuk,American workers,1922
None,David Burliuk,"At the park, ",1922
None,David Burliuk,Fifty-thousand-years-old woman on Mars,1922
None,David Burliuk,In the Church,1922
None,David Burliuk,Japanese Boy,1922
None,David Burliuk,Mount Fuji,1922
None,David Burliuk,"Ogasawara, ",1922
None,David Burliuk,Workers,1922
None,David Burliuk,Collage,1924
None,David Burliuk,Harlem River,1924
None,David Burliuk,Collage,1924
None,David Burliuk,Harlem River,1924
None,David Burliuk,A Horse and a Groom,1925
None,David Burliuk,Artist Abraham Manievitch,1925
None,David Burliuk,"Marusia, ",1925
None,David Burliuk,Nicholai Cikovsky,1925
None,David Burliuk,Russian Peasant,1925
None,David Burliuk,Surrealistic Composition,1925
None,David Burliuk,Vladimir Mayakovsky,1925
None,David Burliuk,Vladimir Mayakovsky,1925
None,David Burliuk,A Horse and a Groom,1925
None,David Burliuk,Artist Abraham Manievitch,1925
None,David Burliuk,"Marusia, ",1925
None,David Burliuk,Nicholai Cikovsky,1925
None,David Burliuk,Russian Peasant,1925
None,David Burliuk,Surrealistic Composition,1925
None,David Burliuk,Vladimir Mayakovsky,1925
None,David Burliuk,Vladimir Mayakovsky,1925
None,David Burliuk,In a Russian Village,1926
None,David Burliuk,In a Russian Village,1926
None,David Burliuk,Father Time,1927
None,David Burliuk,"Portrait of Nicolas, the Artist's Son",1927
None,David Burliuk,"Seated young man (study to ""Father Time"""""""")""""""",1927
None,David Burliuk,Father Time,1927
None,David Burliuk,"Portrait of Nicolas, the Artist's Son",1927
None,David Burliuk,"Seated young man (study to ""Father Time"""""""")""""""",1927
None,David Burliuk,Futurist Still Life with Cactus,1928
None,David Burliuk,Marusia (Portrait of the Artist's Wife),1928
None,David Burliuk,New York,1928
None,David Burliuk,Russian Peasant,1928
None,David Burliuk,Futurist Still Life with Cactus,1928
None,David Burliuk,Marusia (Portrait of the Artist's Wife),1928
None,David Burliuk,New York,1928
None,David Burliuk,Russian Peasant,1928
None,David Burliuk,Male Portrait,1929
None,David Burliuk,New England,1929
None,David Burliuk,Portrait of artist's wife,1929
None,David Burliuk,Portrait of Nicholas Roerich,1929
None,David Burliuk,Portrait of Nicholas Roerich,1929
None,David Burliuk,Vineyard Haven. Massachusetts.,1929
None,David Burliuk,Male Portrait,1929
None,David Burliuk,New England,1929
None,David Burliuk,Portrait of artist's wife,1929
None,David Burliuk,Portrait of Nicholas Roerich,1929
None,David Burliuk,Portrait of Nicholas Roerich,1929
None,David Burliuk,Vineyard Haven. Massachusetts.,1929
None,David Burliuk,"Gypsies with horse, ",1930
None,David Burliuk,Still life with a jug,1930
None,David Burliuk,Three Woman,1930
None,David Burliuk,"Village Street, ",1930
None,David Burliuk,"Gypsies with horse, ",1930
None,David Burliuk,Still life with a jug,1930
None,David Burliuk,Three Woman,1930
None,David Burliuk,"Village Street, ",1930
None,David Burliuk,At the siberian village,1931
None,David Burliuk,Still Life with a Plate,1931
None,David Burliuk,Washington market,1931
None,David Burliuk,At the siberian village,1931
None,David Burliuk,Still Life with a Plate,1931
None,David Burliuk,Washington market,1931
None,David Burliuk,"Design of an ""Ex Libris"""""""" for E. F. Gollerbach""""""",1932
None,David Burliuk,Portrait of Sergei Eisenstein,1932
None,David Burliuk,Still life with industry,1932
None,David Burliuk,"Design of an ""Ex Libris"""""""" for E. F. Gollerbach""""""",1932
None,David Burliuk,Portrait of Sergei Eisenstein,1932
None,David Burliuk,Still life with industry,1932
None,David Burliuk,Portrait of Marusia,1933
None,David Burliuk,Still life with roses and fruits,1933
None,David Burliuk,Portrait of Marusia,1933
None,David Burliuk,Still life with roses and fruits,1933
None,David Burliuk,Duty boats in the bay,1934
None,David Burliuk,Leaf as a protection ,1934
None,David Burliuk,Duty boats in the bay,1934
None,David Burliuk,Leaf as a protection ,1934
None,David Burliuk,"Village at Slobozhanschina, ",1935
None,David Burliuk,"Village at Slobozhanschina, ",1935
None,David Burliuk,Song of Harvest,1936
None,David Burliuk,Song of Harvest,1936
None,David Burliuk,A draft for embroidery. Peonies.,1937
None,David Burliuk,A draft for embroidery. Peonies.,1937
None,David Burliuk,An actor,1938
None,David Burliuk,Marusia,1938
None,David Burliuk,An actor,1938
None,David Burliuk,Marusia,1938
None,David Burliuk,"Head of a Woman, ",1939
None,David Burliuk,"Head of a Woman, ",1939
None,David Burliuk,"Landscape with a Carriage and a Mill (a landscape from four points of view), ",1940
None,David Burliuk,"Landscape with blue mountain, ",1940
None,David Burliuk,"Marusia in the park, ",1940
None,David Burliuk,"Peasant Working in a Field, ",1940
None,David Burliuk,"Rural landscape with figures, ",1940
None,David Burliuk,"Russian Man on Sled Pulled by Horse, ",1940
None,David Burliuk,"Landscape with a Carriage and a Mill (a landscape from four points of view), ",1940
None,David Burliuk,"Landscape with blue mountain, ",1940
None,David Burliuk,"Marusia in the park, ",1940
None,David Burliuk,"Peasant Working in a Field, ",1940
None,David Burliuk,"Rural landscape with figures, ",1940
None,David Burliuk,"Russian Man on Sled Pulled by Horse, ",1940
None,David Burliuk,"Autumn forest, ",1941
None,David Burliuk,"The edge of city (Bronx), ",1941
None,David Burliuk,"Autumn forest, ",1941
None,David Burliuk,"The edge of city (Bronx), ",1941
None,David Burliuk,Landscape in New Mexico,1942
None,David Burliuk,"Landscape near Kingston, ",1942
None,David Burliuk,Landscape in New Mexico,1942
None,David Burliuk,"Landscape near Kingston, ",1942
None,David Burliuk,Mountain Landscape,1943
None,David Burliuk,Mountain Landscape,1943
None,David Burliuk,Children of Stalingrad,1944
None,David Burliuk,"Long Island, summer landscape with a river",1944
None,David Burliuk,My idol - Long Island,1944
None,David Burliuk,Walking by countryside,1944
None,David Burliuk,Children of Stalingrad,1944
None,David Burliuk,"Long Island, summer landscape with a river",1944
None,David Burliuk,My idol - Long Island,1944
None,David Burliuk,Walking by countryside,1944
None,David Burliuk,Flowers by the Sea,1945
None,David Burliuk,"Homage to the artist's wife, Marusia",1945
None,David Burliuk,"Marusia with flowers, ",1945
None,David Burliuk,Mythological Scene,1945
None,David Burliuk,Peasant couple,1945
None,David Burliuk,Peasant couple,1945
None,David Burliuk,Peasant girl,1945
None,David Burliuk,Red and Yellow Cows,1945
None,David Burliuk,Russian peasants,1945
None,David Burliuk,"View of Burliuk estate, USA",1945
None,David Burliuk,"Woman with yellow scarf, ",1945
None,David Burliuk,Flowers by the Sea,1945
None,David Burliuk,"Homage to the artist's wife, Marusia",1945
None,David Burliuk,"Marusia with flowers, ",1945
None,David Burliuk,Mythological Scene,1945
None,David Burliuk,Peasant couple,1945
None,David Burliuk,Peasant couple,1945
None,David Burliuk,Peasant girl,1945
None,David Burliuk,Red and Yellow Cows,1945
None,David Burliuk,Russian peasants,1945
None,David Burliuk,"View of Burliuk estate, USA",1945
None,David Burliuk,"Woman with yellow scarf, ",1945
None,David Burliuk,"Anna-Maria Island, Florida",1946
None,David Burliuk,Barbershop,1946
None,David Burliuk,Countryside at summer,1946
None,David Burliuk,English Castle,1946
None,David Burliuk,"Pennsylvania, Spring",1946
None,David Burliuk,Spring in Pennsylvania,1946
None,David Burliuk,Tea Time,1946
None,David Burliuk,The stand,1946
None,David Burliuk,"Anna-Maria Island, Florida",1946
None,David Burliuk,Barbershop,1946
None,David Burliuk,Countryside at summer,1946
None,David Burliuk,English Castle,1946
None,David Burliuk,"Pennsylvania, Spring",1946
None,David Burliuk,Spring in Pennsylvania,1946
None,David Burliuk,Tea Time,1946
None,David Burliuk,The stand,1946
None,David Burliuk,Before the Journey,1947
None,David Burliuk,Surrealistic Portrait,1947
None,David Burliuk,Teatime (Self-Portrait with Raphael Sawyer),1947
None,David Burliuk,View of the Water (Rural landscape with a lake),1947
None,David Burliuk,Winter Still Life,1947
None,David Burliuk,Before the Journey,1947
None,David Burliuk,Surrealistic Portrait,1947
None,David Burliuk,Teatime (Self-Portrait with Raphael Sawyer),1947
None,David Burliuk,View of the Water (Rural landscape with a lake),1947
None,David Burliuk,Winter Still Life,1947
None,David Burliuk,"Anna-Maria Island, Florida",1948
None,David Burliuk,Bound to the Mill,1948
None,David Burliuk,Field with Cattle,1948
None,David Burliuk,Florida,1948
None,David Burliuk,Mexico,1948
None,David Burliuk,Portrait of Frank Banker,1948
None,David Burliuk,Still life with flowers by the sea,1948
None,David Burliuk,The Gardener,1948
None,David Burliuk,"Anna-Maria Island, Florida",1948
None,David Burliuk,Bound to the Mill,1948
None,David Burliuk,Field with Cattle,1948
None,David Burliuk,Florida,1948
None,David Burliuk,Mexico,1948
None,David Burliuk,Portrait of Frank Banker,1948
None,David Burliuk,Still life with flowers by the sea,1948
None,David Burliuk,The Gardener,1948
None,David Burliuk,"Cowboy in the Organ mountains, New Mexico",1949
None,David Burliuk,Flowers near the sea,1949
None,David Burliuk,Geri Pine,1949
None,David Burliuk,Marusia by the sea,1949
None,David Burliuk,Saint Anthony near the cave,1949
None,David Burliuk,Still life with boats & enbarkment,1949
None,David Burliuk,"Cowboy in the Organ mountains, New Mexico",1949
None,David Burliuk,Flowers near the sea,1949
None,David Burliuk,Geri Pine,1949
None,David Burliuk,Marusia by the sea,1949
None,David Burliuk,Saint Anthony near the cave,1949
None,David Burliuk,Still life with boats & enbarkment,1949
None,David Burliuk,"A Dying Swan, ",1950
None,David Burliuk,American still life on the beach,1950
None,David Burliuk,By the samovar (Tea time),1950
None,David Burliuk,"Frank Kleinholtz, ",1950
None,David Burliuk,French town,1950
None,David Burliuk,June G.,1950
None,David Burliuk,Man on a Yellow Horse,1950
None,David Burliuk,Mythological story with red figures,1950
None,David Burliuk,"A Dying Swan, ",1950
None,David Burliuk,American still life on the beach,1950
None,David Burliuk,By the samovar (Tea time),1950
None,David Burliuk,"Frank Kleinholtz, ",1950
None,David Burliuk,French town,1950
None,David Burliuk,June G.,1950
None,David Burliuk,Man on a Yellow Horse,1950
None,David Burliuk,Mythological story with red figures,1950
None,David Burliuk,"Bouquet and mountains, Colorado",1951
None,David Burliuk,"Flowers and Seashells in a Mountain Landscape, ",1951
None,David Burliuk,Portrait by the Castle under Moonlight,1951
None,David Burliuk,Woman in Yellow Dress with Black Horse,1951
None,David Burliuk,"Bouquet and mountains, Colorado",1951
None,David Burliuk,"Flowers and Seashells in a Mountain Landscape, ",1951
None,David Burliuk,Portrait by the Castle under Moonlight,1951
None,David Burliuk,Woman in Yellow Dress with Black Horse,1951
None,David Burliuk,Scientist,1952
