Origin,Artist_Name,Artwork_Name,Year
None,Moise Kisling,Vase of mimosa,1952
None,Moise Kisling,Large nude Josan on red couch,1953
None,Moise Kisling,Large nude Josan on red couch,1953
None,Monique Orsini,Composition I,1998
None,Monique Orsini,Composition II,1998
None,Monique Orsini,Composition VIII,1998
None,Moon-Pil Shim,Untitled (Lettres),1998
None,Moon-Pil Shim,Untitled,1998
None,Moon-Pil Shim,Untitled (Braille),1999
None,Moon-Pil Shim,Untitled,1999
None,Moon-Pil Shim,Untitled,1999
None,Moon-Pil Shim,Untitled,1999
None,Moon-Pil Shim,Untitled,1999
None,Mordecai Ardon,Ein Karem,1944
None,Mordecai Ardon,Sarah,1947
None,Mordecai Ardon,For the Fallen - Center panel: The House of Cards,1956
None,Mordecai Ardon,For the Fallen - Left-hand panel: The Traps,1956
None,Mordecai Ardon,For the Fallen - Right-hand panel: The Unborn,1956
None,Mordecai Ardon,For the Fallen (Triptych),1956
None,Mordecai Ardon,Testament of a Dead Leaf,1959
None,Mordecai Ardon,Tammuz,1962
None,Mordecai Ardon,Eve,1963
None,Mordecai Ardon,Sunset,1964
None,Mordecai Ardon,To the Morning Star,1968
None,Mordecai Ardon,Yorah,1968
None,Mordecai Ardon,Feuille Avec Croix,1971
None,Mordecai Ardon,Last Curtain Call of the Palettes,1978
None,Mordecai Ardon,Rhythmic,1978
None,Mordecai Ardon,La Grand Poupee,1985
None,Mordecai Ardon,La Rosette pour Rikuda,1987
None,Morgan Russell,Synchromy in Blue-Violet,1912
None,Morgan Russell,Synchromist Nude,1913
None,Morgan Russell,Cosmic Synchromy,1914
None,Morgan Russell,Synchromy in Orange: To Form,1914
None,Morgan Russell,Synchromy No. 6,1914
None,Morgan Russell,Synchromy Number 4: To Form,1914
None,Morgan Russell,"Four Part Synchromy, Number 7",1915
None,Morgan Russell,Synchromy,1915
None,Morgan Russell,Synchromy,1916
None,Morris Graves,Sunflower,1933
None,Morris Graves,Untitled,1935
None,Morris Graves,Snake and Moon,1938
None,Morris Graves,Bird Singing in the Moonlight,1939
None,Morris Graves,Surf and Bird,1940
None,Morris Graves,"Bird, Moon and Falling Stars",1940
None,Morris Graves,Chalice,1941
None,Morris Graves,Bird of the Spirit,1943
None,Morris Graves,Time of Change,1943
None,Morris Graves,Wounded Gull,1943
None,Morris Graves,Vessel in a Drift of Diamond Light in the Sky of the Mind,1944
None,Morris Graves,Lotus,1945
None,Morris Graves,Young forest pine in bloom,1947
None,Morris Graves,Gargoyles,1948
None,Morris Graves,August Still Life,1952
None,Morris Graves,Hibernation,1954
None,Morris Graves,Bottles and Flowers,1956
None,Morris Graves,Bouquet for Mary Lea,1957
None,Morris Graves,Machine Age Noise,1957
None,Morris Graves,Still Life with Bowl of Pomegranates,1964
None,Morris Graves,Bird Experiencing Light,1969
None,Morris Graves,"Winter Bouquet (flowering quince, rosehaws, narcissus, winter rose and camellia)",1977
None,Morris Graves,"Waking, Walking, Singing, in the Next Dimension?",1979
None,Morris Graves,Homemade Painting of a Homemade Bouquet of Sand Dune Daisies in a Homemade Vase,1982
None,Morris Graves,Pacific Rim Image III,1994
None,Morris Graves,Soaring Osprey,1997
None,Morris Louis,Drawing [D88],1948
None,Morris Louis,Untitled D11,1949
None,Morris Louis,Untitled D 233a,1949
None,Morris Louis,Untitled D233b,1949
None,Morris Louis,Drawing [D182],1950
None,Morris Louis,Charred Journal: Firewritten V,1951
None,Morris Louis,Trellis,1953
None,Morris Louis,Landscape (Mid-day),1953
None,Morris Louis,Iris,1954
None,Morris Louis,Breaking Hue,1954
None,Morris Louis,Untitled,1954
None,Morris Louis,Untitled,1956
None,Morris Louis,Blue Veil,1958
None,Morris Louis,Aurora,1958
None,Morris Louis,Dalet Chet,1958
None,Morris Louis,Dalet Aleph,1958
None,Morris Louis,Addition VII,1958
None,Morris Louis,Ayin,1958
None,Morris Louis,7 Bronze,1958
None,Morris Louis,Yad,1958
None,Morris Louis,Zayin,1958
None,Morris Louis,Broad Turning,1958
None,Morris Louis,Tet,1958
None,Morris Louis,Untitled,1958
None,Morris Louis,Russet,1958
None,Morris Louis,Beth Chaf,1959
None,Morris Louis,Dalet Tet,1959
None,Morris Louis,Dalet Kaf,1959
None,Morris Louis,Saf Dalet,1959
None,Morris Louis,Saf,1959
None,Morris Louis,Seal,1959
None,Morris Louis,Para III,1959
None,Morris Louis,Nun,1959
None,Morris Louis,Saf Aleph,1959
None,Morris Louis,Saraband,1959
None,Morris Louis,Faces,1959
None,Morris Louis,Addition V,1959
None,Morris Louis,Dalet Zayin,1959
None,Morris Louis,High,1959
None,Morris Louis,K S I,1959
None,Morris Louis,Beth Zayin,1959
None,Morris Louis,Nexus II,1959
None,Morris Louis,Untitled,1959
None,Morris Louis,Buskin,1959
None,Morris Louis,Airborn,1959
None,Morris Louis,Where,1960
None,Morris Louis,Alpha-Pi,1960
None,Morris Louis,VAV,1960
None,Morris Louis,Beta Upsilon,1960
None,Morris Louis,Roseate,1960
None,Morris Louis,Delta Kappa,1960
None,Morris Louis,Blue Column,1960
None,Morris Louis,Alpha Epsilon,1960
None,Morris Louis,Twined Columns II,1960
None,Morris Louis,Janus,1960
None,Morris Louis,Untitled ,1960
None,Morris Louis,While Series II,1960
None,Morris Louis,Alpha Upsilon,1960
None,Morris Louis,Gamma Ro,1960
None,Morris Louis,Gamma Tau,1960
None,Morris Louis,Gamma Omicron,1960
None,Morris Louis,Gamma,1960
None,Morris Louis,Alpha,1960
None,Morris Louis,Delta Zeta,1960
None,Morris Louis,Beta Lambda,1961
None,Morris Louis,Number 1-82,1961
None,Morris Louis,Alpha-Phi,1961
None,Morris Louis,Number 1-81,1961
None,Morris Louis,Claustral,1961
None,Morris Louis,Number 2-07,1961
None,Morris Louis,Delta Theta,1961
None,Morris Louis,Bellatrix,1961
None,Morris Louis,Alphard,1961
None,Morris Louis,Beta Delta,1961
None,Morris Louis,Vertical Horizon,1961
None,Morris Louis,Third Element,1961
None,Morris Louis,Red Go,1961
None,Morris Louis,Pillar of Fire,1961
None,Morris Louis,Number 82,1961
None,Morris Louis,Number 32,1961
None,Morris Louis,Delta Lambda,1961
None,Morris Louis,Number 28,1961
None,Morris Louis,Partition,1962
None,Morris Louis,Horizontal VIII,1962
None,Morris Louis,Hot Half,1962
None,Morris Louis,Approach,1962
None,Morris Louis,Number 1-68,1962
None,Morris Louis,2-68,1962
None,Morris Louis,Apogee,1962
None,Morris Louis,Number 39,1962
None,Morris Louis,Number 1-36,1962
None,Morris Louis,Number 6,1962
None,Morris Louis,Horizontal I,1962
None,Morris Louis,Green Picket,1962
None,Morris Louis,Gemma,1962
None,Morris Louis,Purple Fill,1962
None,Morton Shamberg,Study of a Girl (Fanette Reider),1911
None,Morton Shamberg,"View from the Side Boxes (Opera), Philadelphia",1911
None,Morton Shamberg,Study of a Girl (Fanette Reider),1911
None,Morton Shamberg,"View from the Side Boxes (Opera), Philadelphia",1911
None,Morton Shamberg,Figure A (Geometrical Patterns),1913
None,Morton Shamberg,Figure,1913
None,Morton Shamberg,Figure A (Geometrical Patterns),1913
None,Morton Shamberg,Figure,1913
None,Morton Shamberg,Machine Form,1916
None,Morton Shamberg,Painting (formerly Machine),1916
None,Morton Shamberg,Painting IV (Mechanical Abstraction),1916
None,Morton Shamberg,Painting VI,1916
None,Morton Shamberg,Painting VII,1916
None,Morton Shamberg,Painting VIII (Mechanical Abstraction),1916
None,Morton Shamberg,Rooftops,1916
None,Morton Shamberg,Telephone,1916
None,Morton Shamberg,Untitled (Mechanical Abstraction),1916
None,Morton Shamberg,Machine Form,1916
None,Morton Shamberg,Painting (formerly Machine),1916
None,Morton Shamberg,Painting IV (Mechanical Abstraction),1916
None,Morton Shamberg,Painting VI,1916
None,Morton Shamberg,Painting VII,1916
None,Morton Shamberg,Painting VIII (Mechanical Abstraction),1916
None,Morton Shamberg,Rooftops,1916
None,Morton Shamberg,Telephone,1916
None,Morton Shamberg,Untitled (Mechanical Abstraction),1916
None,Morton Shamberg,God (in collaboration with Elsa von Freytag-Loringhoven),1917
None,Morton Shamberg,View of Rooftops,1917
None,Morton Shamberg,God (in collaboration with Elsa von Freytag-Loringhoven),1917
None,Morton Shamberg,View of Rooftops,1917
None,Moshe Kupferman,Untitled,1960
None,Moshe Kupferman,Untitled,1960
None,Moshe Kupferman,Open Window,1961
None,Moshe Kupferman,Open Window,1961
None,Moshe Kupferman,Untitled,1967
None,Moshe Kupferman,Untitled,1967
None,Moshe Kupferman,Untitled,1969
None,Moshe Kupferman,Untitled,1969
None,Moshe Kupferman,Untitled,1969
None,Moshe Kupferman,Untitled,1969
None,Moshe Kupferman,Untitled,1970
None,Moshe Kupferman,Untitled,1970
None,Moshe Kupferman,Untitled,1971
None,Moshe Kupferman,Untitled,1971
None,Moshe Kupferman,Untitled,1971
None,Moshe Kupferman,Untitled,1971
None,Moshe Kupferman,Untitled,1972
None,Moshe Kupferman,Untitled,1972
None,Moshe Kupferman,Untitled,1972
None,Moshe Kupferman,Untitled,1972
None,Moshe Kupferman,Untitled,1973
None,Moshe Kupferman,Untitled,1973
None,Moshe Kupferman,Untitled,1973
None,Moshe Kupferman,Untitled,1973
None,Moshe Kupferman,Spears,1974
None,Moshe Kupferman,Untitled,1974
None,Moshe Kupferman,Spears,1974
None,Moshe Kupferman,Untitled,1974
None,Moshe Kupferman,Untitled,1977
None,Moshe Kupferman,Untitled,1977
None,Moshe Kupferman,Untitled,1978
None,Moshe Kupferman,Untitled,1978
None,Moshe Kupferman,Untitled,1979
None,Moshe Kupferman,Untitled,1979
None,Moshe Kupferman,Untitled,1979
None,Moshe Kupferman,Untitled,1979
None,Moshe Kupferman,Untitled,1981
None,Moshe Kupferman,Untitled,1981
None,Moshe Kupferman,Untitled,1982
None,Moshe Kupferman,Untitled,1982
None,Moshe Kupferman,Composition,1986
None,Moshe Kupferman,Untitled,1986
None,Moshe Kupferman,Composition,1986
None,Moshe Kupferman,Untitled,1986
None,Moshe Kupferman,Untitled,1988
None,Moshe Kupferman,Untitled,1988
None,Moshe Kupferman,Untitled,1992
None,Moshe Kupferman,Untitled,1992
None,Moshe Kupferman,Untitled,1992
None,Moshe Kupferman,Untitled,1992
None,Moshe Kupferman,Untitled,1993
None,Moshe Kupferman,Untitled,1993
None,Moshe Kupferman,Untitled,1994
None,Moshe Kupferman,Untitled,1994
None,Moshe Kupferman,Untitled,1994
None,Moshe Kupferman,Untitled,1994
None,Moshe Kupferman,Untitled,1995
None,Moshe Kupferman,Untitled,1995
None,Moshe Kupferman,Untitled,1997
None,Moshe Kupferman,Untitled,1997
None,Moshe Kupferman,Untitled,1997
None,Moshe Kupferman,Untitled,1997
None,Moshe Kupferman,Untitled,1997
None,Moshe Kupferman,Untitled,1997
None,Moshe Kupferman,Untitled,1998
None,Moshe Kupferman,Untitled,1998
None,Moshe Kupferman,Untitled,1998
None,Moshe Kupferman,Untitled,1998
None,Moshe Kupferman,Untitled,1998
None,Moshe Kupferman,Untitled,1998
None,Mstislav Dobuzhinsky,Twilight,1900
None,Mstislav Dobuzhinsky,Unknown woman in red,1901
None,Mstislav Dobuzhinsky,Rooftops,1901
None,Mstislav Dobuzhinsky,Street in Munich,1901
None,Mstislav Dobuzhinsky,In old Vilno,1902
None,Mstislav Dobuzhinsky,Petersburg. The Obvodny Canal.,1902
None,Mstislav Dobuzhinsky,Alexandrinsky Theatre,1903
None,Mstislav Dobuzhinsky,Moyka at the New Admiralty,1903
None,Mstislav Dobuzhinsky,Tsarskoye Selo. Gate of Cameron's gallery.,1904
None,Mstislav Dobuzhinsky,Trinity Bridge ,1904
None,Mstislav Dobuzhinsky,A nook of Petersburg,1904
None,Mstislav Dobuzhinsky,City,1904
None,Mstislav Dobuzhinsky,Winter in the City,1904
None,Mstislav Dobuzhinsky,Winter in Tsarskoye Selo,1904
None,Mstislav Dobuzhinsky,A Cottage in St. Petersburg,1905
None,Mstislav Dobuzhinsky,A Small House in St. Petersburg,1905
None,Mstislav Dobuzhinsky,October Idyll,1905
None,Mstislav Dobuzhinsky,"Gate of Dawn, ",1905
None,Mstislav Dobuzhinsky,Garden in the city,1905
None,Mstislav Dobuzhinsky,A doll,1905
None,Mstislav Dobuzhinsky,Barbershop Window,1906
None,Mstislav Dobuzhinsky,Glassmakers street in Vilno,1906
None,Mstislav Dobuzhinsky,Man with Spectacles. Portrait of the Art Critic and Poet Constantin Sunnerberg.,1906
None,Mstislav Dobuzhinsky,"Project for the first Almanac ""Chipovnick"""""""" """"""",1906
None,Mstislav Dobuzhinsky,Tilto street in old Vilno,1906
None,Mstislav Dobuzhinsky,Vilno. Street.,1906
None,Mstislav Dobuzhinsky,Arch on the street Yatkovaya,1906
None,Mstislav Dobuzhinsky,Glassmakers street in Vilno,1906
None,Mstislav Dobuzhinsky,Vilnius. St. Catherine's Church.,1906
None,Mstislav Dobuzhinsky,"Vilno. Side street Piles (Bernardine)., ",1906
None,Mstislav Dobuzhinsky,Omnibus in Vilno,1907
None,Mstislav Dobuzhinsky,Vilno. Market near the wall.,1907
None,Mstislav Dobuzhinsky,Vilno. Old wall.,1907
None,Mstislav Dobuzhinsky,City Types (City Grimaces),1908
None,Mstislav Dobuzhinsky,"The Provinces in the 1830s,",1908
None,Mstislav Dobuzhinsky,Bridge in London,1908
None,Mstislav Dobuzhinsky,Embankment in Petersburg,1908
None,Mstislav Dobuzhinsky,A Month in the Country,1909
None,Mstislav Dobuzhinsky,"Peter the Great in Holland. Amsterdam, the Wharf of the East India Company.",1910
None,Mstislav Dobuzhinsky,Roadway in Vilnius ,1910
None,Mstislav Dobuzhinsky,Old Vilno,1910
None,Mstislav Dobuzhinsky,Street in Vilno,1910
None,Mstislav Dobuzhinsky,Vilna. The old manor house on Tilto Street.,1910
None,Mstislav Dobuzhinsky,Channel in Haarlem,1910
None,Mstislav Dobuzhinsky,Bruges courtyard,1910
None,Mstislav Dobuzhinsky,A street in Bruges,1910
None,Mstislav Dobuzhinsky,The blacksmith's courtyard,1910
None,Mstislav Dobuzhinsky,Naples,1911
None,Mstislav Dobuzhinsky,Denmark. A Small Theatre.,1912
None,Mstislav Dobuzhinsky,"Chernihiv, warehouses",1912
None,Mstislav Dobuzhinsky,"Province, Voronezh",1912
None,Mstislav Dobuzhinsky,Chernihiv. Photography.,1912
None,Mstislav Dobuzhinsky,"Illustration for Dostoevsky's ""The Possessed""""""""""""""",1913
None,Mstislav Dobuzhinsky,"Illustration for Dostoevsky's ""The Possessed""""""""""""""",1913
None,Mstislav Dobuzhinsky,"Portrait of the Artist's Daughter, Vera",1914
None,Mstislav Dobuzhinsky,Gates of Dawn,1914
None,Mstislav Dobuzhinsky,Naples,1914
None,Mstislav Dobuzhinsky,Petersburg,1914
None,Mstislav Dobuzhinsky,City,1914
None,Mstislav Dobuzhinsky,Evening Landscape,1915
None,Mstislav Dobuzhinsky,Finland. A Street in Lovisa.,1915
None,Mstislav Dobuzhinsky,"Vilnius. Nocturnal Scene., ",1915
None,Mstislav Dobuzhinsky,Viaduct in London,1915
None,Mstislav Dobuzhinsky,Street in London,1915
None,Mstislav Dobuzhinsky,Garden,1915
None,Mstislav Dobuzhinsky,The Kiss,1916
None,Mstislav Dobuzhinsky,Rooftops under the snow,1916
None,Mstislav Dobuzhinsky,The Swineherd,1917
None,Mstislav Dobuzhinsky,Silence,1918
None,Mstislav Dobuzhinsky,Vitebsk,1919
None,Mstislav Dobuzhinsky,Vitebsk,1919
None,Mstislav Dobuzhinsky,Courtyard in St. Petersburg,1920
None,Mstislav Dobuzhinsky,From the life in Petrograd in 1920,1920
None,Mstislav Dobuzhinsky,From the life in Petrograd in 1920,1920
None,Mstislav Dobuzhinsky,Rally in front of the Palace of Fine Arts,1920
None,Mstislav Dobuzhinsky,Kitchen garden on Obvodny channel,1921
None,Mstislav Dobuzhinsky,Embankment of Pryazhka river,1921
None,Mstislav Dobuzhinsky,White Nights,1922
None,Mstislav Dobuzhinsky,White Nights,1922
None,Mstislav Dobuzhinsky,White Nights,1922
None,Mstislav Dobuzhinsky,The Lion Bridge in Petrograd,1922
None,Mstislav Dobuzhinsky,Summer Garden in winter,1922
None,Mstislav Dobuzhinsky,Sphinxes,1922
None,Mstislav Dobuzhinsky,Wasteland on Vasilievsky Island,1922
None,Mstislav Dobuzhinsky,White Nights,1922
None,Mstislav Dobuzhinsky,White Nights,1922
None,Mstislav Dobuzhinsky,Saint Isaac`s cathedral under the snow,1922
None,Mstislav Dobuzhinsky,White Nights,1922
None,Mstislav Dobuzhinsky,White Nights,1922
None,Mstislav Dobuzhinsky,White Nights,1922
None,Mstislav Dobuzhinsky,Pskov. The fish market.,1922
None,Mstislav Dobuzhinsky,Vitebsk. The staircase.,1923
None,Mstislav Dobuzhinsky,Vitebsk. Circus.,1923
None,Mstislav Dobuzhinsky,Spring in Kaunas,1923
None,Mstislav Dobuzhinsky,Monument to Peter the Great,1923
None,Mstislav Dobuzhinsky,Lions Bridge,1923
None,Mstislav Dobuzhinsky,Dredger,1923
None,Mstislav Dobuzhinsky,The English Embankment at snow,1923
None,Mstislav Dobuzhinsky,The district court,1923
None,Mstislav Dobuzhinsky,Peter and Paul Fortress,1923
None,Mstislav Dobuzhinsky,Old city in Kaunas,1923
None,Mstislav Dobuzhinsky,Old city in Kaunas,1923
None,Mstislav Dobuzhinsky,Pskov,1923
None,Mstislav Dobuzhinsky,Pskov. Fish market at the foot of the cathedral.,1923
None,Mstislav Dobuzhinsky,A Street Scene from Riga,1925
None,Mstislav Dobuzhinsky,"Rue de la Tombe-Issoire, Paris",1927
None,Mstislav Dobuzhinsky,A house in Kaunas,1930
None,Mstislav Dobuzhinsky,Tea Room in the old town of Kaunas,1930
None,Mstislav Dobuzhinsky,"Kaunas. Saric Church., ",1930
None,Mstislav Dobuzhinsky,Old city in Kaunas,1930
None,Mstislav Dobuzhinsky,The state theatre in Kaunas,1931
None,Mstislav Dobuzhinsky,Kaunas. Houses at Daukanto street.,1931
None,Mstislav Dobuzhinsky,Kaunas. The Old Houses.,1931
None,Mstislav Dobuzhinsky,Roofs,1931
None,Mstislav Dobuzhinsky,Kaunas. Cathedral.,1931
None,Mstislav Dobuzhinsky,"Kaunas, old houses",1931
None,Mstislav Dobuzhinsky,"Kaunas, old houses",1932
None,Mstislav Dobuzhinsky,Courtyard in Palanga,1932
None,Mstislav Dobuzhinsky,Kedainiai. View of the city. ,1933
None,Mstislav Dobuzhinsky,Kaunas,1933
None,Mstislav Dobuzhinsky,A church in Seda,1933
None,Mstislav Dobuzhinsky,"Seda, a yard of shop",1933
None,Mstislav Dobuzhinsky,Church in Kalviai,1933
None,Mstislav Dobuzhinsky,Seda. Church.,1933
None,Mstislav Dobuzhinsky,Marketplace in Siauliai,1934
None,Mstislav Dobuzhinsky,Courtyard in Shaukenay,1934
None,Mstislav Dobuzhinsky,"An illustration from A. Pushkin's ""Eugene Onegin"""""""" """"""",1936
None,Mstislav Dobuzhinsky,Kaunas. Zhalyakalnis in winter. ,1939
None,Mstislav Dobuzhinsky,Farm in New England,1940
None,Mstislav Dobuzhinsky,"New York Rooftops, My Windows in New York",1943
None,Mstislav Dobuzhinsky,Old House in Germany,1957
None,Mykhailo Boichuk,Portrait of a woman,1909
None,Mykhailo Boichuk,"Harvest, ",1910
None,Mykhailo Boichuk,"Portrait of Andriy Sheptytsky, ",1910
None,Mykhailo Boichuk,Prophet Elijah,1913
None,Mykhailo Boichuk,"The Last Supper, ",1913
None,Mykhailo Boichuk,"Untitled, ",1913
None,Mykhailo Boichuk,"Two Under a Tree, ",1915
None,Mykhailo Boichuk,"Milkmaid, ",1915
None,Mykhailo Boichuk,"A Girl, ",1915
None,Mykhailo Boichuk,"Yaroslavna's Lament, ",1915
None,Mykhailo Boichuk,"Portrait of Taras Shevchenko, ",1915
None,Mykhailo Boichuk,Portrait of Vladimir Lenin,1919
None,Mykhailo Boichuk,"Exlibris, ",1925
None,Mykhailo Boichuk,Portrait of Sedliar,1927
None,Mykhailo Boichuk,"Frescoes of Kharkiv Chervonozavodsky theatre - The holiday of harvest , ",1935
None,Mykhailo Boichuk,"Frescoes of Kharkiv Chervonozavodsky theatre - The holiday of harvest , ",1935
None,Mykola Pymonenko,Fabric trading woman,1901
None,Mykola Pymonenko,A Ford ,1901
None,Mykola Pymonenko,Jealousy ,1901
None,Mykola Pymonenko,Off to War ,1902
None,Mykola Pymonenko,Ukrainian Night,1905
None,Mykola Pymonenko,Idyll,1908
None,Mykola Pymonenko,Flower-girl,1908
None,Mykola Pymonenko,"Conversation, ",1912
None,Myron Stout,Untitled,1946
None,Myron Stout,Untitled,1948
None,Myron Stout,Untitled,1950
None,Myron Stout,Untitled,1950
None,Myron Stout,Untitled (Late September-December 10),1950
None,Myron Stout,Untitled (May 20),1950
None,Myron Stout,Untitled,1950
None,Myron Stout,Untitled (April 15),1951
None,Myron Stout,Untitled,1952
None,Myron Stout,Untitled (Dunes with peaked brush),1953
None,Myron Stout,Untitled #5 (2-17-55),1955
None,Myron Stout,Untitled,1955
None,Myron Stout,Untitled,1979
None,Nakahara Nantenbo,I Don't Know,1900
None,Nakahara Nantenbo,Giant Daruma,1912
None,Nakahara Nantenbo,Snowman Daruma,1921
None,Nakahara Nantenbo,Enso,1922
None,Nakahara Nantenbo,Enso with a Poem,1922
None,Nakahara Nantenbo,New Years,1924
None,Nam June Paik,Life Is Tape,1976
None,Nam June Paik,Untitled,1978
None,Nam June Paik,V-Idea,1984
None,Nam June Paik,Radio Man,1987
None,Nam June Paik,Li Tai Po,1988
None,Nam June Paik,Beuys Vox,1989
None,Nam June Paik,"Evolution, Revolution, Resolution",1989
None,Nam June Paik,TV is New Heart,1989
None,Nam June Paik,Allen in Vision,1990
None,Nam June Paik,I Ching 36,1991
None,Nam June Paik,Fin de Siecle,1993
None,Nam June Paik,More Log in Less Logging,1993
None,Nam June Paik,Robot,1993
None,Nam June Paik,Fractal Flasher,1994
None,Nam June Paik,"Electronic Superhighway: Continental U.S., Alaska, Hawaii",1996
None,Nam June Paik,Diamond Sat,1998
None,Nancy Graves,Camels,1969
None,Nancy Graves,Variability of Similar Forms,1970
None,Nancy Graves,"I Part of Sabine D Region, Southwest Mare Tranquilitatis from Lithographs Based on Geologic Maps of Lunar Orbiter and Apollo Landing Sites",1972
None,Nancy Graves,Maskelyne DA Region of the Moon (from the series Lunar Maps),1972
None,Nancy Graves,"Anaglyphic View, Moon Rocks, Stereoscopic Image of Lunar Surface",1973
None,Nancy Graves,Polytropos,1982
None,Nancy Graves,Cantileve,1983
None,Nancy Graves,Extend-Expand,1983
None,Nancy Graves,Stur (Glass Series),1983
None,Nancy Graves,Grande Nature Morte,1987
None,Nancy Graves,Triangle,1987
None,Nancy Graves,Wax Works IX,1987
None,Nancy Holt,Sun Tunnels,1976
None,Nancy Holt,Thirty Below,1980
None,Nancy Holt,Dark Star Park,1984
None,Nanda Vigo,Linea Floor Lamp,1969
None,Nanda Vigo,Utopia Table Lamp,1970
None,Nanda Vigo,Blok,1971
None,Nanda Vigo,DuepiÃ¹,1971
None,Nanda Vigo,Golden Gate,1971
None,Nanda Vigo,Light Tree,1983
None,Nanda Vigo,Le Atesse,1984
None,Nanda Vigo,Light Tree,1985
None,Nanda Vigo,Sun & Island,1985
None,Nanda Vigo,Light Progressions,1993
None,Nassos Daphnis,Tree Peonies,1941
None,Nassos Daphnis,Tree Peony,1941
None,Nassos Daphnis,Tree Peonies,1941
None,Nassos Daphnis,Tree Peony,1941
None,Nassos Daphnis,Hybrizidation,1947
None,Nassos Daphnis,Hybrizidation,1947
None,Nassos Daphnis,Icarus,1948
None,Nassos Daphnis,Icarus,1948
None,Nassos Daphnis,11-57,1957
None,Nassos Daphnis,11-57,1957
None,Nassos Daphnis,26-58,1958
None,Nassos Daphnis,26-58,1958
None,Nassos Daphnis,11-68,1968
None,Nassos Daphnis,Sphere 12-68,1968
None,Nassos Daphnis,11-68,1968
None,Nassos Daphnis,Sphere 12-68,1968
None,Nassos Daphnis,S-60-69,1969
None,Nassos Daphnis,S-60-69,1969
None,Nassos Daphnis,ST 19-70,1970
None,Nassos Daphnis,ST 20-70,1970
None,Nassos Daphnis,ST 19-70,1970
None,Nassos Daphnis,ST 20-70,1970
None,Nassos Daphnis,S-8-72,1972
None,Nassos Daphnis,S-8-72,1972
None,Nassos Daphnis,Untitled,1973
None,Nassos Daphnis,Untitled,1973
None,Nassos Daphnis,#15,1975
None,Nassos Daphnis,The Continuous Painting,1975
None,Nassos Daphnis,#15,1975
None,Nassos Daphnis,The Continuous Painting,1975
None,Nassos Daphnis,9-76,1976
None,Nassos Daphnis,10-76,1976
None,Nassos Daphnis,SS 28-76,1976
None,Nassos Daphnis,9-76,1976
None,Nassos Daphnis,10-76,1976
None,Nassos Daphnis,SS 28-76,1976
None,Nassos Daphnis,29-E-78,1978
None,Nassos Daphnis,SS 4-78,1978
None,Nassos Daphnis,29-E-78,1978
None,Nassos Daphnis,SS 4-78,1978
None,Nassos Daphnis,#4-88,1988
None,Nassos Daphnis,Palace in Minos,1988
None,Nassos Daphnis,#4-88,1988
None,Nassos Daphnis,Palace in Minos,1988
None,Nassos Daphnis,Aegean Series 6-A-92,1992
None,Nassos Daphnis,Aegean Series 6-A-92,1992
None,Nassos Daphnis,Energies in Outer Space,1995
None,Nassos Daphnis,Matter in Outer Space,1995
None,Nassos Daphnis,Energies in Outer Space,1995
None,Nassos Daphnis,Matter in Outer Space,1995
None,Natalia Dumitresco,Composition,1957
None,Natalia Dumitresco,Composition,1957
None,Natalia Dumitresco,Composition,1957
None,Natalia Dumitresco,Galaxy,1959
None,Natalia Dumitresco,Galaxy,1959
None,Natalia Dumitresco,Galaxy,1959
None,Natalia Dumitresco,Bleu,1960
None,Natalia Dumitresco,Bleu,1960
None,Natalia Dumitresco,Bleu,1960
None,Natalia Dumitresco,On me fait signe,1964
None,Natalia Dumitresco,Composition Geometrique,1964
None,Natalia Dumitresco,Red and Black,1964
None,Natalia Dumitresco,On me fait signe,1964
None,Natalia Dumitresco,Composition Geometrique,1964
None,Natalia Dumitresco,Red and Black,1964
None,Natalia Dumitresco,On me fait signe,1964
None,Natalia Dumitresco,Composition Geometrique,1964
None,Natalia Dumitresco,Red and Black,1964
None,Natalia Dumitresco,Untitled,1965
None,Natalia Dumitresco,Untitled,1965
None,Natalia Dumitresco,Untitled,1965
None,Natalia Dumitresco,Composition,1966
None,Natalia Dumitresco,Composition,1966
None,Natalia Dumitresco,Composition,1966
None,Natalia Dumitresco,Fleurs,1971
None,Natalia Dumitresco,Fleurs,1971
None,Natalia Dumitresco,Fleurs,1971
None,Natalia Dumitresco,Cannes,1987
None,Natalia Dumitresco,Cannes,1987
None,Natalia Dumitresco,Cannes,1987
None,Natalia Goncharova,Fruit,1900
None,Natalia Goncharova,"Still life with shoe and mirror, ",1906
None,Natalia Goncharova,Self-portrait with yellow lilies,1907
None,Natalia Goncharova,Sheep shearing,1907
None,Natalia Goncharova,Young Man with a Goatee,1907
None,Natalia Goncharova,"Landscape at Ladyzhino, c.1907-",1908
None,Natalia Goncharova,Linen,1908
None,Natalia Goncharova,Pillars of salt,1908
None,Natalia Goncharova,Stone maiden (Still life),1908
None,Natalia Goncharova,"Planting potatoes, 190",1909
None,Natalia Goncharova,Boy with rooster,1910
None,Natalia Goncharova,"Elder with seven stars, ",1910
None,Natalia Goncharova,"Haycutting, ",1910
None,Natalia Goncharova,"Haymaking, c.1905-",1910
None,Natalia Goncharova,Nativity,1910
None,Natalia Goncharova,"Peasant Women, ",1910
None,Natalia Goncharova,Round dance,1910
None,Natalia Goncharova,Green forest ,1911
None,Natalia Goncharova,Harvest,1911
None,Natalia Goncharova,Moscow Street,1911
None,Natalia Goncharova,Peasants dancing,1911
