Country,Artist_Name,Artwork_Name,Year
Australian,Godfrey Blow,Portrait of the Artist as an Old Man,1998
Australian,Grace Cossington Smith,"Girl seated, wearing hat",1908
Australian,Grace Cossington Smith,Quaker girl,1915
Australian,Grace Cossington Smith,The sock knitter,1915
Australian,Grace Cossington Smith,Sunny morning: Cows at Lanyon,1916
Australian,Grace Cossington Smith,The Reader,1916
Australian,Grace Cossington Smith,Reinforcements: Troops Marching,1917
Australian,Grace Cossington Smith,Strike,1917
Australian,Grace Cossington Smith,Firelight,1919
Australian,Grace Cossington Smith,Open Window,1919
Australian,Grace Cossington Smith,Extravaganza,1921
Australian,Grace Cossington Smith,Bed time,1922
Australian,Grace Cossington Smith,Centre of a city,1925
Australian,Grace Cossington Smith,"Eastern Road, Turramurra",1926
Australian,Grace Cossington Smith,Pumpkin leaves drooping,1926
Australian,Grace Cossington Smith,Lily growing in a field by the sea,1927
Australian,Grace Cossington Smith,Trees,1927
Australian,Grace Cossington Smith,Flannel flowers and gum leaves,1928
Australian,Grace Cossington Smith,Krinkley Konks sleeping,1928
Australian,Grace Cossington Smith,Teacups: The Harlequin Set,1928
Australian,Grace Cossington Smith,The gully,1928
Australian,Grace Cossington Smith,Things on an iron tray on the floor,1928
Australian,Grace Cossington Smith,Waratah,1928
Australian,Grace Cossington Smith,Bridge pillar,1929
Australian,Grace Cossington Smith,Foxgloves growing,1929
Australian,Grace Cossington Smith,Landscape at Pentecost,1929
Australian,Grace Cossington Smith,The curve of the Bridge,1929
Australian,Grace Cossington Smith,The Bridge in Curve,1930
Australian,Grace Cossington Smith,Before the arches met,1930
Australian,Grace Cossington Smith,Black Mountain,1931
Australian,Grace Cossington Smith,"Bulli Pier, South Coast",1931
Australian,Grace Cossington Smith,Sea wave,1931
Australian,Grace Cossington Smith,Landscape with flowering peach,1932
Australian,Grace Cossington Smith,Yarralumla,1932
Australian,Grace Cossington Smith,Govett's Leap,1933
Australian,Grace Cossington Smith,Figure through flowers,1935
Australian,Grace Cossington Smith,House with trees,1935
Australian,Grace Cossington Smith,Harbour from Kirribilli,1937
Australian,Grace Cossington Smith,Door into the garden,1947
Australian,Grace Cossington Smith,Self-Portrait,1948
Australian,Hans Heysen,The coming home,1904
Australian,Hans Heysen,Sunshine and shadow  ,1905
Australian,Hans Heysen,Study of goats  ,1907
Australian,Hans Heysen,Midsummer morning  ,1908
Australian,Hans Heysen,Summer,1909
Australian,Hans Heysen,Silver and grey  ,1910
Australian,Hans Heysen,Hauling timber,1911
Australian,Hans Heysen,A summer's day ,1912
Australian,Hans Heysen,The rick yard  ,1920
Australian,Hans Heysen,The quarry,1922
Australian,Hans Heysen,Gums in sunlight,1923
Australian,Hans Heysen,The white gum,1923
Australian,Hans Heysen,A bowl of roses,1924
Australian,Hans Heysen,An afternoon in autumn,1924
Australian,Hans Heysen,The old stack  ,1924
Australian,Hans Heysen,The track to the farm,1926
Australian,Hans Heysen,Edge of the clearing  ,1926
Australian,Hans Heysen,Onions,1927
Australian,Hans Heysen,"The Hill of the Creeping Shadow, Flinders Ranges",1929
Australian,Hans Heysen,Drought (Arkaba)  ,1929
Australian,Hans Heysen,The Blinman country  ,1929
Australian,Hans Heysen,"The Druid's Range, Hawker",1930
Australian,Hans Heysen,A cottage bunch ,1930
Australian,Hans Heysen,Study for Land of Oratunga  ,1930
Australian,Hans Heysen,"Mt. Bryan, mid north",1932
Australian,Hans Heysen,Pewsey Vale  ,1933
Australian,Hans Heysen,"The Arkabas, Flinders Ranges  ",1933
Australian,Hans Heysen,The farmyard gum,1936
Australian,Hans Heysen,Guardian of the Brachina Gorge  ,1937
Australian,Hans Heysen,Guardian of the Brachina Gorge ,1937
Australian,Hans Heysen,Blinman (Mt. Patawerta),1940
Australian,Hans Heysen,In the Aroona Valley  ,1940
Australian,Hans Heysen,The Yappala Range  ,1940
Australian,Hans Heysen,Flinders Ranges landscape ,1956
Australian,Horace Trenerry,Springtime,1924
Australian,Horace Trenerry,"Study, Gum Trees, Woodside",1926
Australian,Horace Trenerry,Mt. Barker ,1928
Australian,Horace Trenerry,"Evening light, Flinders Ranges, SA",1930
Australian,Horace Trenerry,"Hawker, Flinders Ranges",1930
Australian,Horace Trenerry,Northern Landccape (Flinders Ranges Landscape with Rain Approaching),1930
Australian,Horace Trenerry,Woodside Pastoral,1930
Australian,Horace Trenerry,Still Life,1933
Australian,Horace Trenerry,Woodside,1933
Australian,Horace Trenerry,Magnolia,1934
Australian,Horace Trenerry,Seascape,1937
Australian,Horace Trenerry,The Pines,1940
Australian,Horace Trenerry,Flower piece,1945
Australian,Horace Trenerry,Morning mists,1947
Australian,Horace Trenerry,The ploughed field,1947
Australian,Horace Trenerry,Willunga landscape,1947
Australian,Howard Arkley,Psychedelic,1978
Australian,Howard Arkley,Suburban Exterior,1983
Australian,Howard Arkley,Suburban Interior,1983
Australian,Howard Arkley,Tennis,1983
Australian,Howard Arkley,Agave Parviflora,1985
Australian,Howard Arkley,Tulips and Spotted Vase,1986
Australian,Howard Arkley,Bungalow,1987
Australian,Howard Arkley,Family Home,1988
Australian,Howard Arkley,Tattooed head,1988
Australian,Howard Arkley,A Splendid Superior Home,1989
Australian,Howard Arkley,House with Native Tree,1991
Australian,Howard Arkley,Stucco home,1991
Australian,Howard Arkley,Deluxe Setting,1992
Australian,Howard Arkley,Freeway (Exit),1995
Australian,Howard Arkley,Floral exterior,1996
Australian,Ian Burn,Yellow Blue Equivalence,1966
Australian,Ian Burn,1-6 glass / mirror piece,1967
Australian,Ian Burn,Blue Reflex,1967
Australian,Ian Burn,Diagram for a mirror piece / showing the multiple image...,1967
Australian,Ian Burn,No object implies the existence of any other,1967
Australian,Ian Burn,Looking at a piece of glass,1968
Australian,Ian Burn,Looking through a piece of glass,1968
Australian,Ian Burn,Xerox Book,1968
Australian,Ian Burn,You are never tired,1989
Australian,Ian Burn,'Value added' landscape no. 11,1993
Australian,Jeffrey Smart,Keswick Siding,1945
Australian,Jeffrey Smart,"Coogee Baths, Winter",1962
Australian,Jeffrey Smart,"Control Tower, ",1969
Australian,Jeffrey Smart,Truck and trailer approaching a city,1973
Australian,Jeffrey Smart,"Central Station II, ",1974
Australian,Jeffrey Smart,Study for 'Autobahn in the Black Forest II',1980
Australian,Jeffrey Smart,Study for Portrait of David Malouf,1980
Australian,Jeffrey Smart,The overpass,1984
Australian,Jeffrey Smart,Joining the Ring Road ,1998
Australian,Jeffrey Smart,Richmond Park II,1999
Australian,John Brack,The new house,1953
Australian,John Brack,The bar,1954
Australian,John Brack,The block,1954
Australian,John Brack,The unmade road,1954
Australian,John Brack,Collins St. 5p.m.,1955
Australian,John Brack,Self-portrait,1955
Australian,John Brack,The car,1955
