Country,Artist_Name,Artwork_Name,Year
Jewish,Daniel Spoerri,Le Chef,1991
Jewish,Daniel Spoerri,Sevilla-Serie Nr. 27 Assemblage,1992
Jewish,Daniel Spoerri,Lepreux d'Islande II,1993
Jewish,Dolfi Trost,The Strange Influence of Neptune (Surautomatism),1945
Jewish,Dolfi Trost,? (Surautomatism),1945
Jewish,Dolfi Trost,Disorders Provoked by Venus (Surautomatism),1945
Jewish,Dolfi Trost,Whip His Image Until Bleeding (Hypnagogic Movement),1945
Jewish,Dolfi Trost,Astrological Correspondence of Colors (Vaporization),1945
Jewish,Dolfi Trost,Trace of a Non-Periodical Comet (Vaporization),1945
Jewish,Dolfi Trost,Astrological Homeopathy (Indecipherable Divination),1945
Jewish,Dolfi Trost,? (Indecipherable Divination),1945
Jewish,Dolfi Trost,Transfer & Placement Into a Dream (Vaporization),1945
Jewish,Dolfi Trost,The Mania of Revolution (Vaporization),1945
Jewish,Dolfi Trost,? (Surautomatism),1945
Jewish,Dolfi Trost,Vision dans le cristal (Surautomatisme),1945
Jewish,Dolfi Trost,Forever (Hypnagogic Movement),1945
Jewish,Dolfi Trost,? (Hypnagogic Movement),1945
Jewish,Dolfi Trost,Entopic Graphomania,1945
Jewish,Dolfi Trost,Entopic Graphomania,1945
Jewish,Dolfi Trost,Entopic Graphomania,1945
Jewish,Dolfi Trost,Entopic Graphomania,1945
Jewish,Dolfi Trost,Entopic Graphomania,1945
Jewish,Dolfi Trost,Entopic Graphomania,1945
Jewish,Dolfi Trost,Entopic Graphomania,1945
Jewish,Dolfi Trost,Entopic Graphomania,1945
Jewish,Dolfi Trost,Entopic Graphomania,1945
Jewish,Dolfi Trost,Entopic Graphomania,1945
Jewish,Dolfi Trost,Angoisse cosmique,1952
Jewish,El Lissitzky,Victory over the Sun: All is well that begins well and has no end,1913
Jewish,El Lissitzky,Reminiscence of Ravenna,1914
Jewish,El Lissitzky,Flying Sun ,1916
Jewish,El Lissitzky,"Book cover for 'Ingle-Tsingl-Khvat' by Mani Leib, ",1918
Jewish,El Lissitzky,Book cover for 'Chad Gadya' by El Lissitzky,1919
Jewish,El Lissitzky,Illustration by El Lissitzky to 'The hen who wanted a comb',1919
Jewish,El Lissitzky,Illustration for Jewish folk tale 'The Goat' ,1919
Jewish,El Lissitzky,Illustration to Aggadah,1919
Jewish,El Lissitzky,Illustration to 'Chad Gadya',1919
Jewish,El Lissitzky,"Proun 1 A, Bridge I",1919
Jewish,El Lissitzky,Proun 1 C,1919
Jewish,El Lissitzky,"Proun 23, No.6",1919
Jewish,El Lissitzky,Proun 5 A,1919
Jewish,El Lissitzky,Beat all the scattered,1920
Jewish,El Lissitzky,Beat the Whites with the Red Wedge ,1920
Jewish,El Lissitzky,Black Anxious,1920
Jewish,El Lissitzky,Book cover for 'Suprematic tale about two squares',1920
Jewish,El Lissitzky,"Composition, ",1920
Jewish,El Lissitzky,Cover to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,"Do not read, grab bars, paper, pieces of wood, fold, paint, build",1920
Jewish,El Lissitzky,Flying to earth from a distance,1920
Jewish,El Lissitzky,Here are two squares,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'For the voice' by Vladimir Mayakovsky,1920
Jewish,El Lissitzky,Illustration to 'Suprematic tale about two squares',1920
Jewish,El Lissitzky,Illustration to 'Suprematic tale about two squares',1920
Jewish,El Lissitzky,Insert the red and clear on black,1920
Jewish,El Lissitzky,Lenin Tribune,1920
Jewish,El Lissitzky,Preliminary sketch for a poster,1920
Jewish,El Lissitzky,Proun 30,1920
Jewish,El Lissitzky,"Proun 4 B,",1920
Jewish,El Lissitzky,Suprematic tale about two squares,1920
Jewish,El Lissitzky,There is over,1920
Jewish,El Lissitzky,To all the children,1920
Jewish,El Lissitzky,"Untitled, ",1920
Jewish,El Lissitzky,Wendingen,1921
Jewish,El Lissitzky,Cover of the avant guard periodical 'Vyeshch',1922
Jewish,El Lissitzky,Cover of the book 'Teyashim' ('Four billy goats'),1922
Jewish,El Lissitzky,Proun,1922
Jewish,El Lissitzky,Proun 19D,1922
Jewish,El Lissitzky,Announcer,1923
Jewish,El Lissitzky,Catalog cover,1923
Jewish,El Lissitzky,Cover of Broom,1923
Jewish,El Lissitzky,New Man,1923
Jewish,El Lissitzky,Proun,1923
Jewish,El Lissitzky,Proun G7,1923
Jewish,El Lissitzky,Merz' Magazine Layout,1924
Jewish,El Lissitzky,Proun 99,1924
Jewish,El Lissitzky,"Iron in clouds', for Strastnoy Boulevard",1925
Jewish,El Lissitzky,"Proun, ",1925
Jewish,El Lissitzky,Cover for 'Good!' by Vladimir Mayyakovsky,1927
Jewish,El Lissitzky,Cover for 'Good!' by Vladimir Mayyakovsky,1927
Jewish,El Lissitzky,Printing industries,1927
Jewish,El Lissitzky,Basic Calculus,1928
Jewish,El Lissitzky,Chair for the exhibition,1928
Jewish,El Lissitzky,Four (arithmetic) actions,1928
Jewish,El Lissitzky,Building in Moscow,1929
Jewish,El Lissitzky,Cover of booklet of Soviet Division of the International Exhibition of Hygiene in Dresden,1930
Jewish,Eva Hesse,Untitled,1960
Jewish,Eva Hesse,Untitled,1960
Jewish,Eva Hesse,Untitled,1960
Jewish,Eva Hesse,Spectres,1960
Jewish,Eva Hesse,Untitled ,1960
Jewish,Eva Hesse,Untitled ,1961
Jewish,Eva Hesse,Untitled,1964
Jewish,Eva Hesse,Tomorrow's Apples (5 in White),1965
Jewish,Eva Hesse,Untitled,1965
Jewish,Eva Hesse,Untitled,1965
Jewish,Eva Hesse,"Ingeminate, November ",1965
Jewish,Eva Hesse,Legs of a Walking Ball,1965
Jewish,Eva Hesse,Ringaround Arosie ,1965
Jewish,Eva Hesse,Study for or after Legs of a Walking Ball ,1965
Jewish,Eva Hesse,Untitled,1965
Jewish,Eva Hesse,Hang Up,1966
Jewish,Eva Hesse,Untitled,1966
Jewish,Eva Hesse,Untitled,1966
Jewish,Eva Hesse,Hang Up ,1966
Jewish,Eva Hesse,Metronomic Irregularity II,1966
Jewish,Eva Hesse,Untitled or Not Yet,1966
Jewish,Eva Hesse,Addendum,1967
Jewish,Eva Hesse,Untitled,1967
Jewish,Eva Hesse,Repetition Nineteen I,1967
Jewish,Eva Hesse,Repetition Nineteen III,1968
Jewish,Eva Hesse,Accession II,1968
Jewish,Eva Hesse,Aught,1968
Jewish,Eva Hesse,Contingent,1968
Jewish,Eva Hesse,Untitled,1968
Jewish,Eva Hesse,Expanded Expansion,1969
Jewish,Eva Hesse,Right After,1969
Jewish,Gherasim Luca,"Illustration for ""Le vampire passif""""""",1945
Jewish,Gherasim Luca,The Letter L (OOO),1945
Jewish,Gherasim Luca,Cubomanie IV,1945
Jewish,Gherasim Luca,Indeterminisme d'un amour,1946
Jewish,Gherasim Luca,Transpercer la transparence (1),1951
Jewish,Gherasim Luca,Transpercer la transparence (2),1951
Jewish,Gherasim Luca,Transpercer la transparence (3),1951
Jewish,Gherasim Luca,Transpercer la transparence (4),1951
Jewish,Gherasim Luca,Transpercer la transparence (5),1951
Jewish,Gherasim Luca,Transpercer la transparence (6),1951
Jewish,Gherasim Luca,Transpercer la transparence (7),1951
Jewish,Gherasim Luca,Transpercer la transparence (8),1951
Jewish,Gherasim Luca,Transpercer la transparence (9),1951
Jewish,Gherasim Luca,Transpercer la transparence (10),1951
Jewish,Gherasim Luca,Transpercer la transparence (11),1951
Jewish,Gherasim Luca,Transpercer la transparence (12),1951
Jewish,Gherasim Luca,Transpercer la transparence (13),1951
Jewish,Gherasim Luca,Indochina,1960
Jewish,Gherasim Luca,Costume des chefs indiens Appiacaz (Amazone),1970
Jewish,Gherasim Luca,Indiens de Matto Grosso,1970
Jewish,Gherasim Luca,Les arcs de,1970
Jewish,Gherasim Luca,Pont sylvestre (Rampe 25%),1970
Jewish,Gherasim Luca,Sommet du Corcovado,1970
Jewish,Gherasim Luca,Tijuca la Floresta,1970
Jewish,Gustav Metzger,Liquid Crystal Environment,1965
Jewish,Gustav Metzger,"Historic Photographs: Trang Bang, Children Fleeing South Vietnam, April 1972",1972
