"state","sa_no","year","parties_contested","parties_represented"
"Madhya_Pradesh",3,"1962",11,9
"Madhya_Pradesh",4,"1967",10,8
"Madhya_Pradesh",5,"1972",13,5
"Madhya_Pradesh",6,"1977",8,4
"Madhya_Pradesh",7,"1980",12,7
"Madhya_Pradesh",8,"1985",8,5
"Madhya_Pradesh",9,"1990",33,7
"Madhya_Pradesh",10,"1993",33,10
"Madhya_Pradesh",11,"1998",43,10
"Madhya_Pradesh",12,"2003",41,10
"Madhya_Pradesh",13,"2008",55,6
"Madhya_Pradesh",14,"2013",68,4
