"state","sa_no","year","total_candidates","deposit_saved"
"Madhya_Pradesh",3,"1962",1336,1335
"Madhya_Pradesh",4,"1967",1553,1552
"Madhya_Pradesh",5,"1972",1417,1415
"Madhya_Pradesh",6,"1977",1994,1973
"Madhya_Pradesh",7,"1980",2000,1971
"Madhya_Pradesh",8,"1985",2450,2342
"Madhya_Pradesh",9,"1990",4214,3524
"Madhya_Pradesh",10,"1993",3729,2968
"Madhya_Pradesh",11,"1998",2510,2237
"Madhya_Pradesh",12,"2003",2171,2129
"Madhya_Pradesh",13,"2008",3179,3066
"Madhya_Pradesh",14,"2013",2583,2358
