"State_Name","PC_No","AC_No","PC_Name","PC_Type","AC_Name","AC_Type"
"Andaman_&_Nicobar_Islands",1,0,"Andaman","GEN","Andaman","GEN"
"Andaman_&_Nicobar_Islands",1,0,"Andaman","GEN","Andaman","GEN"
"Andaman_&_Nicobar_Islands",1,0,"Andaman","GEN","Andaman","GEN"
"Andaman_&_Nicobar_Islands",1,0,"Andaman","GEN","Andaman","GEN"
"Andaman_&_Nicobar_Islands",1,0,"Andaman","GEN","Andaman","GEN"
"Andhara_Pradesh",1,1,"Srikakulam","GEN","Ichapuram","GEN"
"Andhara_Pradesh",1,1,"Srikakulam","GEN","Ichapuram","GEN"
"Andhara_Pradesh",1,1,"Srikakulam","GEN","Ichapuram","GEN"
"Andhara_Pradesh",1,2,"Srikakulam","GEN","Sompeta","GEN"
"Andhara_Pradesh",1,2,"Srikakulam","GEN","Sompeta","GEN"
"Andhara_Pradesh",1,2,"Srikakulam","GEN","Sompeta","GEN"
"Andhara_Pradesh",1,3,"Srikakulam","GEN","Tekkali","GEN"
"Andhara_Pradesh",1,3,"Srikakulam","GEN","Tekkali","GEN"
"Andhara_Pradesh",1,3,"Srikakulam","GEN","Tekkali","GEN"
"Andhara_Pradesh",1,4,"Srikakulam","GEN","Harishchandra","GEN"
"Andhara_Pradesh",1,4,"Srikakulam","GEN","Harishchandra","GEN"
"Andhara_Pradesh",1,4,"Srikakulam","GEN","Harishchandra","GEN"
"Andhara_Pradesh",1,5,"Srikakulam","GEN","Narasannapeta","GEN"
"Andhara_Pradesh",1,5,"Srikakulam","GEN","Narasannapeta","GEN"
"Andhara_Pradesh",1,5,"Srikakulam","GEN","Narasannapeta","GEN"
"Andhara_Pradesh",1,15,"Srikakulam","GEN","Amadalavalasa","GEN"
"Andhara_Pradesh",1,15,"Srikakulam","GEN","Amadalavalasa","GEN"
"Andhara_Pradesh",1,15,"Srikakulam","GEN","Amadalavalasa","GEN"
"Andhara_Pradesh",1,16,"Srikakulam","GEN","Srikakulam","GEN"
"Andhara_Pradesh",1,16,"Srikakulam","GEN","Srikakulam","GEN"
"Andhara_Pradesh",1,16,"Srikakulam","GEN","Srikakulam","GEN"
"Andhara_Pradesh",2,6,"Parvathipuram","GEN","Patapatnam","GEN"
"Andhara_Pradesh",2,6,"Parvathipuram","GEN","Patapatnam","GEN"
"Andhara_Pradesh",2,6,"Parvathipuram","GEN","Patapatnam","GEN"
"Andhara_Pradesh",2,6,"Parvathipuram","GEN","Patapatnam","GEN"
"Andhara_Pradesh",2,7,"Parvathipuram","GEN","Kothuru","GEN"
"Andhara_Pradesh",2,7,"Parvathipuram","GEN","Kothuru","GEN"
"Andhara_Pradesh",2,7,"Parvathipuram","GEN","Kothuru","GEN"
"Andhara_Pradesh",2,7,"Parvathipuram","GEN","Kothuru","GEN"
"Andhara_Pradesh",2,8,"Parvathipuram","GEN","Naguru","GEN"
"Andhara_Pradesh",2,8,"Parvathipuram","GEN","Naguru","GEN"
"Andhara_Pradesh",2,8,"Parvathipuram","GEN","Naguru","GEN"
"Andhara_Pradesh",2,8,"Parvathipuram","GEN","Naguru","GEN"
"Andhara_Pradesh",2,9,"Parvathipuram","GEN","Parvathipuram","GEN"
"Andhara_Pradesh",2,9,"Parvathipuram","GEN","Parvathipuram","GEN"
"Andhara_Pradesh",2,9,"Parvathipuram","GEN","Parvathipuram","GEN"
"Andhara_Pradesh",2,9,"Parvathipuram","GEN","Parvathipuram","GEN"
"Andhara_Pradesh",2,10,"Parvathipuram","GEN","Salur","GEN"
"Andhara_Pradesh",2,10,"Parvathipuram","GEN","Salur","GEN"
"Andhara_Pradesh",2,10,"Parvathipuram","GEN","Salur","GEN"
"Andhara_Pradesh",2,10,"Parvathipuram","GEN","Salur","GEN"
"Andhara_Pradesh",2,13,"Parvathipuram","GEN","Vunukuru","GEN"
