"state","sa_no","year","month","ac_no","ac_name","turnout","vote_percent","ac_type","electors","margin","n_cand","position","sex1","party1","votes1","cand1","margin_percent","runner","runner_party","runner_sex","nota_percent"
"Mysore",2,1962,2,30,"MUDDEBIHAL",51.89,56.67,"General",47500,3289,2,1,"Male","INC",13969,"SIVASHANKARAPPA MALLAPPA GURADDI",13.34,"SHRISHAILAPPA CHANNAPPA MASALI","SWA","M",NA
"Mysore",2,1962,2,31,"TALIKOT",0,NA,"General",48825,0,1,1,"Male","INC",0,"GADIGEPPAGOUDA NINGANGOUDA PATIL",NA,NA,NA,NA,NA
"Mysore",2,1962,2,32,"INDI",57.08,51.11,"General",50120,951,3,1,"Male","SWA",14624,"GURULINGAPPA DEVAPPA PATIL",3.32,"MALLAPPA KARABASAPPA SURPUR","INC","M",NA
"Mysore",2,1962,2,33,"BARADOL",30.95,65.61,"SC",48229,7169,4,1,"Male","INC",9792,"JATTEPPA LAXMAN KABADI",48.03,"SHIVAPPA DHAREPPA KAMBLE","REP","M",NA
"Mysore",2,1962,2,34,"SINDGI",48.87,57.42,"General",49936,6580,5,1,"Male","INC",14012,"CHANNAPPA MADIWALAPPA DESAI",26.97,"SHIDAPPA NIJALINGAPPA RADDEWADGI","SWA","M",NA
"Mysore",2,1962,2,35,"ATHANI",59.43,66.96,"General",50559,10812,4,1,"Male","INC",20119,"DHAIRYASHIL BHOJRAJ PAWAR",35.98,"NARASAGAUDA YALAGAUDA PATIL","IND","M",NA
"Mysore",2,1962,2,36,"KAGAWAD",57.3,66.33,"General",50782,11931,4,1,"Male","INC",19302,"SHANKARAGAUD VEERANAGOUD PATIL",41,"JINADATTA GUNDAPPA DESAI","SWA","M",NA
"Mysore",2,1962,2,37,"RAIBAG",57.78,89.29,"SC",50493,22924,2,1,"Male","INC",26049,"BALU SHIDRAYA SOUDAGAR",78.58,"VASANT GURUPAD PATTAN","REP","M",NA
"Mysore",2,1962,2,38,"CHIKODI",62.53,57.52,"General",50022,4707,2,1,"Male","IND",17994,"MALLAPPA VIRAPPA SHETTI",15.05,"SHANKARRAO DADASAHEB KOTHAVAL ALIAS DADOBA","INC","M",NA
"Mysore",2,1962,2,39,"SADALGA",70.29,62.31,"General",52725,12897,3,1,"Male","INC",23092,"SHIDAGOUDA SHIVAGOUDA PATIL",34.8,"KRISHNA BALAPPA TELAVEKAR","IND","M",NA
"Mysore",2,1962,2,40,"NIPANI",70.44,74.63,"General",51894,18006,2,1,"Male","MES",27280,"GOVIND KRISHNA MANAVI",49.26,"BALARISHNA KESHAV PATWARDHAN","INC","M",NA
"Mysore",2,1962,2,41,"SANKESHWAR",53.76,60.09,"SC",44178,4795,2,1,"Female","INC",14273,"CHAMPABAI PIRAJI BHOGALE",20.19,"B. SHANKARANAND","REP","M",NA
"Mysore",2,1962,2,42,"HUKERI",50.58,69.36,"General",46068,9022,2,1,"Male","INC",16161,"SATIGOUDA SATAGOUDA PATIL",38.72,"VIRUPAXAPPA CHANABASAPPA HEDDURSHETTI","PSP","M",NA
"Mysore",2,1962,2,43,"BELGAUM CITY",71.94,67,"General",57351,14029,2,1,"Male","MES",27643,"BALKRISHNA RANGARAO SUNTHANKAR",34,"SIDARAM BASAPPA KANABARGI","INC","M",NA
"Mysore",2,1962,2,44,"BELGAUM I",61.17,57.18,"General",50824,4466,2,1,"Male","MES",17778,"VITHAL SEETARAM PATIL",14.36,"VITHAL KALLOJIRAO PATIL","INC","M",NA
"Mysore",2,1962,2,45,"BELGAUM I I",67.73,51.26,"General",53297,913,2,1,"Male","MES",18505,"NAGENDRA OMANNA SAMAJI",2.53,"CHANDRAPPA LINGAPA PATTANSHETTI","INC","M",NA
"Mysore",2,1962,2,46,"GOKAK I",53.32,69.7,"General",51786,10879,2,1,"Male","INC",19245,"NINGAPPA APPAYYA KARLINGAN NAVAR",39.4,"SHIVANGOUDA MALLANGOUDA PATIL","IND","M",NA
"Mysore",2,1962,2,47,"GOKAK I I",45.38,82.39,"General",49259,15666,3,1,"Male","INC",18420,"APPANNA RAYAPPA PANCHGAVIR",70.08,"KAMAPPA BHIMAPPA HOSAMANI","IND","M",NA
"Mysore",2,1962,2,48,"RAMADURG",67.97,51.94,"General",54636,1438,2,1,"Male","INC",19287,"RAMANAGOUDA SHIVASHIDDAPPAGOUDA PATIL",3.87,"MAHADEVAPPA SHIVABASAPPA PATTAN","LSS","M",NA
"Mysore",2,1962,2,49,"PARASGAD",62.35,53.89,"General",53010,2569,2,1,"Male","INC",17811,"VENKARADDI SHIDARADDI TIMMARADDI",7.77,"SHANKARRAO BINDURAO PADAKI","IND","M",NA
"Mysore",2,1962,2,50,"SAMPAGAON I",57.08,66.71,"General",50869,9705,2,1,"Male","INC",19370,"KALLUR ALIAS WALI CHANAPPA SHANKARAPPA",33.43,"BASAVARAJ GURUNAIK NAIK","PSP","M",NA
"Mysore",2,1962,2,51,"SAMPAGAON I I",75.76,57.79,"General",49924,7264,5,1,"Male","INC",21856,"MUGUTSAB NABISAB NAGANUR",19.21,"PARWATGOUDA BASANGOUDA PATIL","IND","M",NA
"Mysore",2,1962,2,52,"KHANAPUR",66.06,63.26,"General",60208,10548,2,1,"Male","MES",25162,"LAXMAN BALAJI BIRJE",26.52,"ROHINIBAI PANDURANG WAGALE","INC","F",NA
"Mysore",2,1962,2,53,"KARWAR",55.5,61.66,"General",59930,7758,2,1,"Male","MES",20510,"BALSU PURSU KADAM",23.32,"ANANT GUNDU BALE","INC","M",NA
"Mysore",2,1962,2,54,"ANKOLA",47.35,61.68,"General",65856,10733,4,1,"Male","INC",19235,"SHAKAR PUNDLIK SHET PHAYDE",34.42,"NARASHIMHA TAMMAYYA HEBBAR","PSP","M",NA
"Mysore",2,1962,2,55,"KUMTA",47.95,50.48,"General",58767,3028,5,1,"Female","INC",14225,"VASANTLATA V. MIRJANKAR",10.75,"NARAYAN KESHAV PAI","PSP","M",NA
"Mysore",2,1962,2,56,"HONAWAR",54.02,58.47,"General",58598,7520,4,1,"Male","INC",18506,"SHAMSUDDIN BIN HUSSAIN SAHEB JUKAKU",23.76,"HONNA GOYDAPPA NAIK","PSP","M",NA
"Mysore",2,1962,2,57,"SIRSI",66.57,53.33,"General",55823,10396,4,1,"Male","INC",19817,"RAMAKRISHNA MAHABALESHWAR DOMANE",27.98,"H. GANAPATIYAPPA","PSP","M",NA
"Mysore",2,1962,2,58,"HIREKERUR",66.32,64.27,"General",54628,10338,2,1,"Male","INC",23284,"SHANKARARAO BASALINGAPPAGOUDA GUBBI",28.53,"SHIDDANAGOUDA SHIVABASANAGOUDA KAREGOUDAR","SWA","M",NA
"Mysore",2,1962,2,59,"RANIBENNUR",62.75,58.56,"SC",50932,6119,3,1,"Female","INC",18715,"YALLAWA DHARMAPPA SAMBRANI",19.15,"YALLAPPA VENKAPA JOGANNOWAR","PSP","M",NA
"Mysore",2,1962,2,60,"BYADGI",66.28,60.18,"General",52885,7134,2,1,"Female","INC",21092,"SHIDDAMMA MAHADEVAPPA MAILAR",20.35,"MAHADEVA GADIGEPPA BANAKAR","PSP","M",NA
"Mysore",2,1962,2,61,"HANGAL",73.68,51.23,"General",52569,953,2,1,"Male","INC",19843,"GURURAO NARASINGARAO DESAI",2.46,"BASANAGOUDA RUDRAGOUDA PATIL","PSP","M",NA
"Mysore",2,1962,2,62,"SHIGGAON",50.88,75.93,"General",53934,14232,2,1,"Male","INC",20838,"FAKKIRAPPA SHIDDAPPA TAWARE",51.86,"FAKKIRAGOUDA TIRAKANAGOUDA PATIL","PSP","M",NA
"Mysore",2,1962,2,63,"HAVERI",63.7,57.78,"General",51471,9155,3,1,"Male","INC",18945,"BASAVARAJ VEERAPPA MAGAVI",27.92,"SHIVARAJ RACHAPPA NELAVIGI","SWA","M",NA
"Mysore",2,1962,2,64,"SHIRAHATTI",67.19,50.75,"General",50869,515,2,1,"Male","SWA",17347,"KASHIMATH SHIDDAIAH VEERAIAH",1.51,"MAGADI LEELAVATI VENKATESH","INC","F",NA
"Mysore",2,1962,2,65,"KUNDGOL",57.89,44.15,"General",51904,1800,3,1,"Male","INC",13265,"TIMMANNA KENCHAPPA KAMBLE",5.99,"SOMANNA RAYAPPA BOMMAI","IND","M",NA
"Mysore",2,1962,2,66,"HUBLI CITY",63.17,57.28,"General",58501,9269,4,1,"Male","INC",21169,"KOPPAL RAJESAB ABDULSAB",25.08,"SHETTAR SADASHIVA SHANKARAPPA","JS","M",NA
"Mysore",2,1962,2,67,"HUBLI",55.74,74.82,"General",56006,18867,3,1,"Male","INC",23356,"MUDIGOUDA RAMANAGOUDA PATIL",60.44,"TADASADMATH SHIVALINGAYYA MADEVAYYA","IND","M",NA
"Mysore",2,1962,2,68,"KALGHATGI",53.73,45.95,"General",56060,1795,4,1,"Male","INC",13842,"FAKIRAPPA MUDDAPPA HASBI",5.96,"BASAVRAJ APPAYYA DESAI","LSS","M",NA
"Mysore",2,1962,2,69,"DHARWAR",52.18,68.65,"General",47714,11907,4,1,"Male","INC",17092,"HASANSAB MAKTUMSAB DASANKOP",47.83,"YELLAPPAGOUDA SHANKERGOUDA PATIL","JS","M",NA
"Mysore",2,1962,2,70,"NAVALGUND",64.15,58.23,"General",55196,7435,3,1,"Male","INC",20618,"R. M. PATIL",21,"MALLAPPA KARIVEERAPPA KULKARNI","IND","M",NA
"Mysore",2,1962,2,71,"NARGUND",56.63,73.4,"General",59186,16650,4,1,"Male","INC",24601,"ADIVEPPAGOUDA SIDDANAGOUDA PATIL",49.68,"SHIDDANGOUDA HANAMANTGOUDA PATIL","IND","M",NA
"Mysore",2,1962,2,72,"GADAG",73.9,49.19,"General",51001,1305,3,1,"Male","INC",18539,"KUBERAPPA PARAPPA GADAD",3.46,"KRISTAGOUDA HANAMANTGOUDA PATIL","IND","M",NA
"Mysore",2,1962,2,73,"MUNDARGI",50.64,66.46,"General",54383,10729,3,1,"Male","INC",18303,"CHANABASAPPA SADASHIVAPPA HULKOTI",38.96,"TAMMINAGOUDA YALLAPPAGOUDA PATIL","IND","M",NA
"Mysore",2,1962,2,74,"RON",60.5,63.92,"General",48203,10097,3,1,"Male","INC",18640,"ANDANEPPA JNANAPPA DODDAMETI",34.63,"SIVAMURTAYYA MADIWALAYYA MATH","IND","M",NA
"Mysore",2,1962,2,75,"RAICHUR",32.2,53.84,"General",55958,1382,2,1,"Male","INC",9699,"M. MOHIUDDIN GHOUSE",7.67,"NARAYANAPPA GANDHAL","LSS","M",NA
"Mysore",2,1962,2,76,"KALMALA",21.39,68.35,"SC",50584,4361,3,1,"Female","INC",7396,"NAGAMMA",40.3,"B. BHEEMAYYA","LSS","M",NA
"Mysore",2,1962,2,77,"DEODURG",40.36,71.03,"General",56309,9560,2,1,"Male","INC",16143,"SHARANAPPA",42.07,"C. M. DEVINDRA NAIK","LSS","M",NA
"Mysore",2,1962,2,78,"MANVI",38.63,69.09,"General",56729,11283,3,1,"Female","INC",15139,"BASWARAJESHWARI",51.49,"RAMACHANDRARAO VINAYAK RAO","SWA","M",NA
"Mysore",2,1962,2,79,"LINGSUGUR",49.08,56.35,"General",48044,5738,3,1,"Male","LSS",13289,"LINGANNA",24.33,"RAJA KILCHA NAIK","INC","M",NA
"Mysore",2,1962,2,80,"SINDHANOOR",46.74,51.47,"General",62651,861,2,1,"Male","INC",15073,"BASWANTARAO",2.94,"AMAREGOUDA","LSS","M",NA
"Mysore",2,1962,2,81,"KUSHTAGI",51.24,51.77,"General",57425,1039,2,1,"Male","LSS",15233,"KATA RAO",3.53,"PUNDALIKAPPA","INC","M",NA
"Mysore",2,1962,2,82,"YELBURGA",47.74,52.95,"General",63708,1794,2,1,"Male","LSS",16104,"VEERABHADRAPPA IRAPPA",5.9,"SHANKARGOUDA BASANGOUDA","INC","M",NA
"Mysore",2,1962,2,83,"KOPPAL",47.37,50.82,"General",44452,346,2,1,"Male","INC",10701,"MALIKARJUNGOUDA SANGANAGOUDA",1.64,"PATREPPA KENCHAPPA MADNUR","LSS","M",NA
"Mysore",2,1962,2,84,"GANGAVATI",37.45,72.42,"General",58337,9796,2,1,"Male","INC",15823,"TIRUMALADEVA RAYALU RANGADEVARAYALU",44.83,"SHANAMUKHAPPA BHIMAPPA","LSS","M",NA
"Mysore",2,1962,2,85,"HADAGALLI",60.6,57.95,"General",64622,6225,2,1,"Male","PSP",22694,"ANGADI CHANNABASAPPA",15.9,"BHAVI LINGAPPA","INC","M",NA
"Mysore",2,1962,2,86,"HOSPET",67.48,64.95,"General",50001,10760,3,1,"Female","PSP",21913,"MURARI KAMALA M. SREERAMULU",31.89,"R. NAGANAGOWD","INC","M",NA
"Mysore",2,1962,2,87,"SHIRUGUPPA",62.01,62,"General",58566,9577,3,1,"Male","SWA",22517,"C. M. REVANA SIDDHAIAH",26.37,"H. LINGA REDDY","INC","M",NA
"Mysore",2,1962,2,88,"KURUGODU",60.95,62.13,"General",50167,7415,2,1,"Male","INC",18995,"ALLAM KARIBASAPPA",24.25,"HAMPA REDDY","IND","M",NA
"Mysore",2,1962,2,89,"BELLARY",50.45,51.68,"General",66161,1690,3,1,"Male","INC",17250,"T. G. SATYANARAYAN",5.06,"R. A. SUBHAN","SWA","M",NA
"Mysore",2,1962,2,90,"SANDUR",46.83,81.4,"General",62687,19775,3,1,"Male","INC",23893,"MURAR RAO YESHWANT RAO GHORPADE",67.37,"HANUMANTHAPPA","SWA","M",NA
"Mysore",2,1962,2,91,"HARAPANAHALLI",75.67,56.81,"General",66160,6820,2,1,"Male","INC",28440,"SIRASAPPA IJARI",13.62,"SANGANNA MUDENUR","PSP","M",NA
"Mysore",2,1962,2,92,"KUDLIGI",52.34,54.22,"SC",55280,6983,5,1,"Male","IND",15687,"V. NAGAPPA",24.13,"BASAVVA","INC","F",NA
"Mysore",2,1962,2,93,"MOLAKALMURU",66.39,54.04,"General",58104,5804,3,1,"Male","INC",20845,"S. H. BASANNA",15.05,"G. VEERANNA","PSP","M",NA
"Mysore",2,1962,2,94,"CHALLAKERE",60.43,43.14,"General",65477,2992,4,1,"Male","PSP",17067,"B. L. GOWDA",7.56,"RATNAGIRI VENKATARANGAN","INC","M",NA
"Mysore",2,1962,2,95,"JAGALUR",48.38,44.23,"SC",57899,4452,6,1,"Male","INC",12390,"M. N. KRISHNA SINGH",15.89,"K .V. VENKATAPPA","PSP","M",NA
"Mysore",2,1962,2,96,"DAVANGERE",63.19,55.28,"General",67956,5762,4,1,"Male","INC",23739,"KONDAJJI BASAPPA",13.42,"C. KESHAVA MURTHY","PSP","M",NA
"Mysore",2,1962,2,97,"HARIHAR",69.31,51.26,"General",63401,2401,3,1,"Male","INC",22528,"GANJI VEERAPPA",5.46,"Y. NEELAPPA","PSP","M",NA
"Mysore",2,1962,2,98,"CHITRADURGA",59.06,56.67,"General",59453,4682,2,1,"Male","INC",19897,"H. C. BORAIAH",13.33,"M. GANGADHARAIAH","PSP","M",NA
"Mysore",2,1962,2,99,"HOLALKERE",50.25,61.41,"SC",54292,7826,4,1,"Male","INC",16752,"G. DUGGAPPA",28.69,"B. RANGAPPA","IND","M",NA
"Mysore",2,1962,2,100,"HIRIYUR",70.57,56.83,"General",72361,17363,5,1,"Male","INC",29018,"V. MASIYAPPA",34,"P. T. ESWARAPPA","PSP","M",NA
