"state","sa_no","year","parties_contested","parties_represented"
"Tamil_Nadu",1,"1971",11,8
"Tamil_Nadu",2,"1977",10,8
"Tamil_Nadu",3,"1980",14,9
"Tamil_Nadu",4,"1984",12,9
"Tamil_Nadu",5,"1989",17,9
"Tamil_Nadu",6,"1991",32,10
"Tamil_Nadu",7,"1996",39,11
"Tamil_Nadu",8,"2001",49,11
"Tamil_Nadu",9,"2006",37,10
"Tamil_Nadu",10,"2011",50,10
"Tamil_Nadu",11,"2016",90,4
