"state","sa_no","year","total_candidates","deposit_saved"
"Delhi",2,"1972",270,265
"Delhi",3,"1977",249,247
"Delhi",4,"1983",393,372
"Delhi",5,"1993",1316,655
"Delhi",6,"1998",815,573
"Delhi",7,"2003",817,634
"Delhi",8,"2008",875,676
"Delhi",9,"2013",810,560
"Delhi",10,"2015",673,413
