"state","sa_no","year","total_candidates","deposit_saved"
"Himachal_Pradesh",2,"1967",269,269
"Himachal_Pradesh",3,"1972",297,297
"Himachal_Pradesh",4,"1977",330,327
"Himachal_Pradesh",5,"1982",441,424
"Himachal_Pradesh",6,"1985",294,283
"Himachal_Pradesh",7,"1990",446,407
"Himachal_Pradesh",8,"1993",416,372
"Himachal_Pradesh",9,"1998",369,360
"Himachal_Pradesh",10,"2003",408,408
"Himachal_Pradesh",11,"2007",336,335
"Himachal_Pradesh",12,"2012",453,449
