"state","sa_no","year","parties_contested","parties_represented"
"Himachal_Pradesh",2,"1967",9,5
"Himachal_Pradesh",3,"1972",8,5
"Himachal_Pradesh",4,"1977",5,3
"Himachal_Pradesh",5,"1982",7,4
"Himachal_Pradesh",6,"1985",7,4
"Himachal_Pradesh",7,"1990",12,5
"Himachal_Pradesh",8,"1993",11,4
"Himachal_Pradesh",9,"1998",13,4
"Himachal_Pradesh",10,"2003",13,6
"Himachal_Pradesh",11,"2007",13,4
"Himachal_Pradesh",12,"2012",16,4
