"state","year","ac_no","ac_name","ac_type","cand1","party1","votes1","position","vote_percent"
"Madras",1967,161,"THIRUVARAMBUR","GEN","K.KAMAKSHI","DMK",28884,2,43.22
"Madras",1967,161,"THIRUVARAMBUR","GEN","A.VELAYUTHAM","CPI",4428,3,6.63
"Madras",1967,162,"KULITALAI","GEN","M.KANDASWAMY","DMK",36120,1,49.68
"Madras",1967,162,"KULITALAI","GEN","P.E.S.REDDIAR","INC",32305,2,44.43
"Madras",1967,162,"KULITALAI","GEN","R.KARUPPAIAH","CPI",3949,3,5.43
"Madras",1967,162,"KULITALAI","GEN","PILLAI","IND",336,4,0.46
"Madras",1967,163,"KRISHNARAJAPURAM","SC","P.SOUNDARAPANDIAN","DMK",28444,1,48.72
"Madras",1967,163,"KRISHNARAJAPURAM","SC","T.V.SANNASI","INC",25903,2,44.37
"Madras",1967,163,"KRISHNARAJAPURAM","SC","P.PALANIYANDI","IND",2873,3,4.92
"Madras",1967,163,"KRISHNARAJAPURAM","SC","P.MOOKAN","IND",776,4,1.33
"Madras",1967,163,"KRISHNARAJAPURAM","SC","A.RAYAR","IND",385,5,0.66
"Madras",1967,164,"KADAVUR","GEN","K.K.MUTHIAH","INC",35102,1,54.94
"Madras",1967,164,"KADAVUR","GEN","A.P.DHARMALINGAM","DMK",28788,2,45.06
"Madras",1967,165,"VIRALIMALAI","GEN","S.S.THETHUVANDAR","DMK",30288,1,49.63
"Madras",1967,165,"VIRALIMALAI","GEN","P.P.GOUNDER","INC",26354,2,43.19
"Madras",1967,165,"VIRALIMALAI","GEN","A.PERUMAL","IND",2054,3,3.37
"Madras",1967,165,"VIRALIMALAI","GEN","M.C.GOUNDER","IND",1539,4,2.52
"Madras",1967,165,"VIRALIMALAI","GEN","A.M.ALI","IND",787,5,1.29
"Madras",1967,166,"THIRUMAYAM","GEN","PONNAMBALAM","DMK",44511,1,62.79
"Madras",1967,166,"THIRUMAYAM","GEN","V.RAMIAH","INC",24290,2,34.26
"Madras",1967,166,"THIRUMAYAM","GEN","V.SOMASUNDARAM","IND",2088,3,2.95
"Madras",1967,167,"ALANGUDI","GEN","K.V. SUBBIAH","DMK",32984,1,50.64
"Madras",1967,167,"ALANGUDI","GEN","T.A.S.THANGAVELU","INC",32148,2,49.36
"Madras",1967,168,"PUDUKKOTTAI","GEN","R.V.THONDAIMAN","INC",45342,1,62.07
"Madras",1967,168,"PUDUKKOTTAI","GEN","THIAGARAJAN","DMK",25255,2,34.57
"Madras",1967,168,"PUDUKKOTTAI","GEN","RENGASAMY","CPI",2458,3,3.36
"Madras",1967,169,"THIRUVAIYARU","GEN","G.M.SETHURAR","DMK",37693,1,51.94
"Madras",1967,169,"THIRUVAIYARU","GEN","K.B.PALANI","INC",34165,2,47.08
"Madras",1967,169,"THIRUVAIYARU","GEN","R.THANGAIYAN","IND",713,3,0.98
"Madras",1967,170,"THANJAVUR","GEN","P.NADAR","INC",33228,1,53.36
"Madras",1967,170,"THANJAVUR","GEN","S.NATARAJAN","DMK",28717,2,46.12
"Madras",1967,170,"THANJAVUR","GEN","V.S.SUBRAMANIAN","BJS",324,3,0.52
"Madras",1967,171,"PAPANASAM","GEN","R.S.MOOPPANAR","INC",41323,1,56.57
"Madras",1967,171,"PAPANASAM","GEN","A.M.SALI","IND",31077,2,42.54
"Madras",1967,171,"PAPANASAM","GEN","K.J.A.SAMATH","IND",647,3,0.89
"Madras",1967,172,"VALANGIMAN","SC","N.SOMASUNDARAM","DMK",34436,1,53.1
"Madras",1967,172,"VALANGIMAN","SC","R.SUBRAMANIAM","INC",30418,2,46.9
"Madras",1967,173,"KUMBAKONAM","GEN","N.KASIRAMAN","INC",37276,1,50.63
"Madras",1967,173,"KUMBAKONAM","GEN","K.S.MANI","DMK",36083,2,49.01
"Madras",1967,173,"KUMBAKONAM","GEN","M.L.RAMAMOORTHY","IND",268,3,0.36
"Madras",1967,174,"ADUTHURAI","GEN","A.MARIMUTHU","INC",36537,1,48.52
"Madras",1967,174,"ADUTHURAI","GEN","M.G.MANI","DMK",31965,2,42.45
"Madras",1967,174,"ADUTHURAI","GEN","A.M.GOVINDARAJAN","CPI",5353,3,7.11
