"state","year","month","party","votes"
"Madras",1967,2,"CPI","1.8"
"Madras",1967,2,"CPM","4.07"
"Madras",1967,2,"DMK","40.69"
"Madras",1967,2,"INC","41.1"
"Madras",1967,2,"IND","4.95"
"Madras",1967,2,"SWA","5.3"
