Country,Artist_Name,Artwork_Name,Year
American,Alma Woodsey Thomas,"Red Sunset, Old Pond Concerto",1972
American,Alma Woodsey Thomas,Starry Night and the Astronauts,1972
American,Alma Woodsey Thomas,Autumn Leaves Fluttering in the Breeze,1973
American,Alma Woodsey Thomas,Elysian Fields,1973
American,Alma Woodsey Thomas,Orion,1973
American,Alma Woodsey Thomas,Red Rose Cantata,1973
American,Alma Woodsey Thomas,Sky Light,1973
American,Alma Woodsey Thomas,White Daisies Rhapsody,1973
American,Alma Woodsey Thomas,Wind and Crepe Myrtle Concerto,1973
American,Alma Woodsey Thomas,Oriental Garden Concerto,1976
American,Alma Woodsey Thomas,Red Azaleas Singing and Dancing Rock and Roll Music,1976
American,Alma Woodsey Thomas,White Roses Sing and Sing,1976
American,Alvin Langdon Coburn,St. Paul's and Cogs,1904
American,Alvin Langdon Coburn,The Bridge at Ipswich,1904
American,Alvin Langdon Coburn,Wapping,1904
American,Alvin Langdon Coburn,Broadway at Night,1905
American,Alvin Langdon Coburn,Williamsburg Bridge,1909
American,Alvin Langdon Coburn,"The Coal Cart, New York",1911
American,Alvin Langdon Coburn,The Cloud,1912
American,Alvin Langdon Coburn,The Octopus,1912
American,Alvin Langdon Coburn,Portrait of Michio Itow,1913
American,Alvin Langdon Coburn,Vortograph of Ezra Pound,1917
American,Alvin Langdon Coburn,Vortograph,1917
American,Andy Warhol,A Cat Named Sam,1954
American,Andy Warhol,Cherub and Horse,1956
American,Andy Warhol,Untitled (Superman Collage #15),1960
American,Andy Warhol,Untitled (Beauty Products),1960
American,Andy Warhol,Big Campbell's Soup Can 19c (Beef Noodle),1962
American,Andy Warhol,Campbell's Soup Can (onion),1962
American,Andy Warhol,100 Cans,1962
American,Andy Warhol,3 Coke Bottles,1962
American,Andy Warhol,Green Coca-Cola Bottles,1962
American,Andy Warhol,Statue of Liberty,1962
American,Andy Warhol,Double silver disaster,1963
American,Andy Warhol,Early electric chair,1963
American,Andy Warhol,Elvis I & II,1963
American,Andy Warhol,Five deaths,1963
