"state","sa_no","year","parties_contested","parties_represented"
"Andhra_Pradesh",3,"1962",8,5
"Andhra_Pradesh",4,"1967",9,8
"Andhra_Pradesh",5,"1972",13,6
"Andhra_Pradesh",6,"1978",12,6
"Andhra_Pradesh",7,"1983",10,8
"Andhra_Pradesh",8,"1985",8,7
"Andhra_Pradesh",9,"1989",21,8
"Andhra_Pradesh",10,"1994",31,8
"Andhra_Pradesh",11,"1999",28,6
"Andhra_Pradesh",12,"2004",38,11
"Andhra_Pradesh",13,"2009",52,10
"Andhra_Pradesh",14,"2014",92,11
