"state","sa_no","year","parties_contested","parties_represented"
"Sikkim",1,"1979",8,4
"Sikkim",2,"1985",7,3
"Sikkim",3,"1989",5,1
"Sikkim",4,"1994",7,4
"Sikkim",5,"1999",5,3
"Sikkim",6,"2004",7,2
"Sikkim",7,"2009",9,1
"Sikkim",8,"2014",7,2
