"state","sa_no","year","parties_contested","parties_represented"
"Jammu_&_Kashmir",1,"1962",6,3
"Jammu_&_Kashmir",2,"1967",7,4
"Jammu_&_Kashmir",3,"1972",8,4
"Jammu_&_Kashmir",4,"1977",6,5
"Jammu_&_Kashmir",5,"1983",10,4
"Jammu_&_Kashmir",6,"1987",11,4
"Jammu_&_Kashmir",7,"1996",12,10
"Jammu_&_Kashmir",8,"2002",23,10
"Jammu_&_Kashmir",9,"2008",44,9
"Jammu_&_Kashmir",10,"2014",35,8
