"state","year","ac_no","ac_name","ac_type","cand1","party1","votes1","position","vote_percent"
"Jharkhand",2005,9,"JAMTARA","GEN","SUNIL KUMAR HANSDA","AJSU",4038,5,NA
"Jharkhand",2005,9,"JAMTARA","GEN","BABU LAL MARANDI","IND",3034,6,NA
"Jharkhand",2005,9,"JAMTARA","GEN","SURAJ MANDAL","JVD",1827,7,NA
"Jharkhand",2005,9,"JAMTARA","GEN","JAY PRAKASH MANDAL","CPI(ML)(L)",1490,8,NA
"Jharkhand",2005,9,"JAMTARA","GEN","MD. RAFIQUE ANSARI","IND",1256,9,NA
"Jharkhand",2005,10,"DUMKA","ST","STEPHEN MARANDI","IND",41340,1,38.65
"Jharkhand",2005,10,"DUMKA","ST","SHARMILA SOREN","IND",431,10,0.4
"Jharkhand",2005,10,"DUMKA","ST","SANJAY SEBASTIAN MARANDI","IND",408,11,0.38
"Jharkhand",2005,10,"DUMKA","ST","MEENA KUMARI MURMU","IND",334,12,0.31
"Jharkhand",2005,10,"DUMKA","ST","BHADO HEMBROM","IND",312,13,0.29
"Jharkhand",2005,10,"DUMKA","ST","BENJAMIN HEMBRAM","SAP",293,14,0.27
"Jharkhand",2005,10,"DUMKA","ST","KATIJ HANSDA D","IND",251,15,0.23
"Jharkhand",2005,10,"DUMKA","ST","MOHRIL MURMU","BJP",35993,2,33.65
"Jharkhand",2005,10,"DUMKA","ST","HEMANT SOREN","JMM",19610,3,18.34
"Jharkhand",2005,10,"DUMKA","ST","DHANI RAM TUDU","BSP",2586,4,2.42
"Jharkhand",2005,10,"DUMKA","ST","SOBHA MURMU","IND",1660,5,1.55
"Jharkhand",2005,10,"DUMKA","ST","KRISHNA HANSDA","SP",1507,6,1.41
"Jharkhand",2005,10,"DUMKA","ST","WAKIL HANSDA","CPI(ML)(L)",831,7,0.78
"Jharkhand",2005,10,"DUMKA","ST","PINTO MURMU","IND",705,8,0.66
"Jharkhand",2005,10,"DUMKA","ST","SANYAT HEMBRAM","IND",692,9,0.65
"Jharkhand",2005,11,"JAMA","ST","SUNIL SOREN","BJP",44073,1,46.24
"Jharkhand",2005,11,"JAMA","ST","GOSPEL SOREN","JVD",637,10,0.67
"Jharkhand",2005,11,"JAMA","ST","ISHWAR HEMBRUM","IND",606,11,0.64
"Jharkhand",2005,11,"JAMA","ST","DURGA SOREN","JMM",37443,2,39.29
"Jharkhand",2005,11,"JAMA","ST","MANOJ KUMAR SINGH","RJD",4254,3,4.46
"Jharkhand",2005,11,"JAMA","ST","SUMANTI MANJHI","BSP",2410,4,2.53
"Jharkhand",2005,11,"JAMA","ST","SONA MURMU","IND",2061,5,2.16
"Jharkhand",2005,11,"JAMA","ST","SIRIL SOREN","IND",1421,6,1.49
"Jharkhand",2005,11,"JAMA","ST","KALESHWAR SOREN","IND",896,7,0.94
"Jharkhand",2005,11,"JAMA","ST","PREM ANAND SOREN","UGDP",868,8,0.91
"Jharkhand",2005,11,"JAMA","ST","LALITA HEMRAM","SP",639,9,0.67
"Jharkhand",2005,12,"JARMUNDI","GEN","HARI NARAYAN RAY","IND",28480,1,25.84
"Jharkhand",2005,12,"JARMUNDI","GEN","GOPAL PRASAD PANJIYAR","IND",2599,10,2.36
"Jharkhand",2005,12,"JARMUNDI","GEN","SANJAY KUMAR","IND",2348,11,2.13
"Jharkhand",2005,12,"JARMUNDI","GEN","MANI KANT SHARMA","SP",1909,12,1.73
"Jharkhand",2005,12,"JARMUNDI","GEN","ARUN KUMAR MANDAL","AD",1769,13,1.6
"Jharkhand",2005,12,"JARMUNDI","GEN","NIRANJAN SINGH","IND",1369,14,1.24
"Jharkhand",2005,12,"JARMUNDI","GEN","SATISH YADAV","IND",1227,15,1.11
"Jharkhand",2005,12,"JARMUNDI","GEN","PRABIN KUMAR VERMA","UGDP",994,16,0.9
"Jharkhand",2005,12,"JARMUNDI","GEN","RAJENDRA YADAV","AITC",898,17,0.81
"Jharkhand",2005,12,"JARMUNDI","GEN","PANCHANAN ROUT","IND",859,18,0.78
"Jharkhand",2005,12,"JARMUNDI","GEN","CHAKRESHWAR DAS","IND",808,19,0.73
"Jharkhand",2005,12,"JARMUNDI","GEN","DEVENDRA KUNWAR","BJP",22171,2,20.12
"Jharkhand",2005,12,"JARMUNDI","GEN","ARVIND KUMAR","IND",762,20,0.69
"Jharkhand",2005,12,"JARMUNDI","GEN","PANKAJ KUMAR SHARMA","IND",660,21,0.6
"Jharkhand",2005,12,"JARMUNDI","GEN","MANOJ KUMAR SINHA","SAP",646,22,0.59
"Jharkhand",2005,12,"JARMUNDI","GEN","BIJAY KUMAR CHOUDHARY","IND",621,23,0.56
"Jharkhand",2005,12,"JARMUNDI","GEN","NAMITA DEVI","JPJD",608,24,0.55
"Jharkhand",2005,12,"JARMUNDI","GEN","HARI RAM SAH","IND",558,25,0.51
"Jharkhand",2005,12,"JARMUNDI","GEN","MANGA RAM MARANDI","IND",522,26,0.47
"Jharkhand",2005,12,"JARMUNDI","GEN","PRADEEP KUMAR MISHRA","IND",434,27,0.39
"Jharkhand",2005,12,"JARMUNDI","GEN","BATESHWAR KISKU","IND",408,28,0.37
"Jharkhand",2005,12,"JARMUNDI","GEN","CHAKRADHAR YADAV","RJD",8884,3,8.06
"Jharkhand",2005,12,"JARMUNDI","GEN","ALAMGIR","BSP",7768,4,7.05
"Jharkhand",2005,12,"JARMUNDI","GEN","MANI SHANKAR","INC",7524,5,6.83
"Jharkhand",2005,12,"JARMUNDI","GEN","HARI SHANKAR PATRALEKH","IND",6212,6,5.64
"Jharkhand",2005,12,"JARMUNDI","GEN","JULLY YADAV","LJP",3773,7,3.42
"Jharkhand",2005,12,"JARMUNDI","GEN","BARUN KUMAR","JVD",2777,8,2.52
"Jharkhand",2005,12,"JARMUNDI","GEN","CHANDRA NARAYAN ROY","IND",2633,9,2.39
"Jharkhand",2005,13,"MADHUPUR","GEN","RAJ PALIWAR","BJP",48756,1,32.59
"Jharkhand",2005,13,"MADHUPUR","GEN","MOFID KHAN","IND",1516,10,1.01
"Jharkhand",2005,13,"MADHUPUR","GEN","BADRUDEEN ANSARI","IND",1325,11,0.89
"Jharkhand",2005,13,"MADHUPUR","GEN","BARUN ROY","AITC",1189,12,0.79
"Jharkhand",2005,13,"MADHUPUR","GEN","KUMAR BINOD","CPI(ML)(L)",1069,13,0.71
"Jharkhand",2005,13,"MADHUPUR","GEN","MANI KANT","SP",986,14,0.66
"Jharkhand",2005,13,"MADHUPUR","GEN","NANDILAL KISHKU","JKKP",839,15,0.56
"Jharkhand",2005,13,"MADHUPUR","GEN","DADAN MOHAN PRASAD","SAP",618,16,0.41
"Jharkhand",2005,13,"MADHUPUR","GEN","HUSSAIN ANSARI","JMM",42089,2,28.13
"Jharkhand",2005,13,"MADHUPUR","GEN","SAHEEM KHAN","BSP",25506,3,17.05
"Jharkhand",2005,13,"MADHUPUR","GEN","RAJESH KUMAR THAKUR","IND",10385,4,6.94
"Jharkhand",2005,13,"MADHUPUR","GEN","JAWAHAR PRASAD SINGH","RJD",5989,5,4
