"state","sa_no","year","parties_contested","parties_represented"
"Gujarat",1,"1962",11,5
"Gujarat",2,"1967",7,5
"Gujarat",3,"1972",10,5
"Gujarat",4,"1975",11,8
"Gujarat",5,"1980",9,5
"Gujarat",6,"1985",7,4
"Gujarat",7,"1990",26,5
"Gujarat",8,"1995",27,3
"Gujarat",9,"1998",19,6
"Gujarat",10,"2002",21,4
"Gujarat",11,"2007",42,6
"Gujarat",12,"2012",41,6
