"State_name","Year","PC_no","PC_name","PC_type","Electors"
"Andhra_Pradesh",1962,1,"SRIKAKULAM","GEN",443080
"Andhra_Pradesh",1962,2,"PARVATHIPURAM","ST",420816
"Andhra_Pradesh",1962,3,"CHEEPURUPALLI","GEN",410167
"Andhra_Pradesh",1962,4,"VISAKHAPATNAM","GEN",397925
"Andhra_Pradesh",1962,5,"ANAKAPALLI","GEN",427862
"Andhra_Pradesh",1962,6,"NARSIPATNAM","ST",407319
"Andhra_Pradesh",1962,7,"RAJAHMUNDRY","ST",450040
"Andhra_Pradesh",1962,8,"KAKINADA","GEN",454089
"Andhra_Pradesh",1962,9,"AMALAPRUAM","SC",478247
"Andhra_Pradesh",1962,10,"NARASAPUR","GEN",478392
"Andhra_Pradesh",1962,11,"ELURU","GEN",470098
"Andhra_Pradesh",1962,12,"GUDIVADA","GEN",493266
"Andhra_Pradesh",1962,13,"VIJAYWADA","GEN",449300
"Andhra_Pradesh",1962,14,"MASULIPATNAM","GEN",475481
"Andhra_Pradesh",1962,15,"TENALI","GEN",479831
"Andhra_Pradesh",1962,16,"GUNTUR","GEN",516008
"Andhra_Pradesh",1962,17,"ONGOLE","GEN",513758
"Andhra_Pradesh",1962,18,"MARKAPUR","GEN",474652
"Andhra_Pradesh",1962,19,"KAVALI","GEN",478746
"Andhra_Pradesh",1962,20,"NELLORE","SC",480699
"Andhra_Pradesh",1962,21,"TIRUPATHI","SC",383042
"Andhra_Pradesh",1962,22,"CHITTOR","GEN",437788
"Andhra_Pradesh",1962,23,"RAJAMPET","GEN",442554
"Andhra_Pradesh",1962,24,"CUDDAPAH","GEN",497180
"Andhra_Pradesh",1962,25,"ANANTPUR","GEN",467475
"Andhra_Pradesh",1962,26,"HINDUPUR","GEN",420888
"Andhra_Pradesh",1962,27,"ADONI","GEN",419077
"Andhra_Pradesh",1962,28,"KURNOOL","GEN",463818
"Andhra_Pradesh",1962,29,"GADWAL","GEN",447475
"Andhra_Pradesh",1962,30,"MAHBUBNAGAR","SC",413872
"Andhra_Pradesh",1962,31,"HYDRABAD","GEN",315412
"Andhra_Pradesh",1962,32,"SECUNDERABAD","GEN",380287
"Andhra_Pradesh",1962,33,"VICARABAD","GEN",419557
"Andhra_Pradesh",1962,34,"MEDAK","GEN",414481
"Andhra_Pradesh",1962,35,"NIZAMABAD","GEN",444598
"Andhra_Pradesh",1962,36,"ADILABAD","GEN",404283
"Andhra_Pradesh",1962,37,"KARIMNAGAR","GEN",437969
"Andhra_Pradesh",1962,38,"PADAPALLI","SC",412742
"Andhra_Pradesh",1962,39,"WARRANGAL","GEN",408061
"Andhra_Pradesh",1962,40,"MAHBUBABAD","GEN",426441
"Andhra_Pradesh",1962,41,"KHAMMAM","GEN",450611
"Andhra_Pradesh",1962,42,"NALGONDA","GEN",446641
"Andhra_Pradesh",1962,43,"MIRYALGUDA","SC",453828
"Assam",1962,1,"CACHAR","GEN",383045
"Assam",1962,2,"KARIMGANJ","SC",397814
"Assam",1962,3,"AUTONOMOUS DISTRICTS","ST",320132
"Assam",1962,4,"DHUBRI","GEN",391360
"Assam",1962,5,"GOALPARA","ST",429220
"Assam",1962,6,"GAUHATI","GEN",467175
"Assam",1962,7,"BARPETA","GEN",450184
"Assam",1962,8,"DARRANG","GEN",378754
"Assam",1962,9,"NOWGONG","GEN",471350
"Assam",1962,10,"JORHAT","GEN",404220
"Assam",1962,11,"SIBSAGAR","GEN",458998
"Assam",1962,12,"DIBRUGARH","GEN",390564
"Bihar",1962,1,"BAGAHA","GEN",385005
"Bihar",1962,2,"MOTIHARI","SC",379579
"Bihar",1962,3,"BETTIAH","SC",380043
"Bihar",1962,4,"GOPALGANJ","GEN",422101
"Bihar",1962,5,"SIWAN","GEN",424260
"Bihar",1962,6,"CHAPRA","GEN",459344
"Bihar",1962,7,"MAHARAJGANJ","GEN",401654
"Bihar",1962,8,"KESARIA","GEN",389402
"Bihar",1962,9,"HAJIPUR","GEN",421299
"Bihar",1962,10,"MAHUA","SC",447690
"Bihar",1962,11,"MUZAFFARPUR","GEN",464546
"Bihar",1962,12,"SITAMARHI","GEN",455960
"Bihar",1962,13,"PUPRI","GEN",415653
"Bihar",1962,14,"JAINAGAR","GEN",471460
"Bihar",1962,15,"MADHUBANI","GEN",427660
"Bihar",1962,16,"SAMASTIPUR","GEN",383747
"Bihar",1962,17,"DARBHANGA","GEN",487848
"Bihar",1962,18,"ROSERA","SC",431956
"Bihar",1962,19,"SAHARSA","GEN",426782
"Bihar",1962,20,"SONBARSA","SC",402111
"Bihar",1962,21,"KISHANGANJ","GEN",486140
"Bihar",1962,22,"PURNEA","GEN",503100
"Bihar",1962,23,"KATIHAR","GEN",451056
"Bihar",1962,24,"RAJMAHAL","SC",389321
"Bihar",1962,25,"GODDA","GEN",395448
"Bihar",1962,26,"DUMKA","ST",399218
"Bihar",1962,27,"BANKA","GEN",412008
"Bihar",1962,28,"BHAGALPUR","GEN",436725
"Bihar",1962,29,"MONGHYR","GEN",374823
"Bihar",1962,30,"JAMUI","SC",408420
"Bihar",1962,31,"KHAGARIA","GEN",431546
"Bihar",1962,32,"BEGUSARAI","GEN",404740
"Bihar",1962,33,"NALANDA","GEN",453708
"Bihar",1962,34,"BARH","GEN",377162
"Bihar",1962,35,"PATNA","GEN",400456
"Bihar",1962,36,"SHAHABAD","GEN",415615
"Bihar",1962,37,"BUXAR","GEN",453468
"Bihar",1962,38,"BIKRAMGANJ","GEN",423247
"Bihar",1962,39,"SASARAM","SC",416753
"Bihar",1962,40,"AURANGABAD","GEN",409761
"Bihar",1962,41,"JAHANABAD","GEN",436653
"Bihar",1962,42,"NAWADA","SC",420933
"Bihar",1962,43,"GAYA","GEN",337429
"Bihar",1962,44,"CHATRA","GEN",379753
"Bihar",1962,45,"GIRIDIH","GEN",374463
"Bihar",1962,46,"DHANBAD","GEN",451555
"Bihar",1962,47,"HAZARI BAGH","GEN",395311
"Bihar",1962,48,"RANCHI EAST","GEN",373768
"Bihar",1962,49,"JAMSHEDPUR","GEN",435297
"Bihar",1962,50,"SINGHBHUM","ST",413797
"Bihar",1962,51,"RANCHI WEST","ST",421139
"Bihar",1962,52,"LOHARDAGA","ST",368021
"Bihar",1962,53,"PALAMAU","GEN",386107
"Delhi",1962,1,"NEW DELHI","GEN",268661
"Delhi",1962,2,"CHANDNI CHOWK","GEN",201891
"Delhi",1962,3,"DELHI SADAR","GEN",234520
"Delhi",1962,4,"KAROL BAGH","SC",308688
"Delhi",1962,5,"OUTER DELHI","GEN",331600
"Gujarat",1962,1,"KUTCH","GEN",408740
"Gujarat",1962,2,"SURENDRANAGAR","GEN",437334
"Gujarat",1962,3,"RAJKOT","GEN",390228
"Gujarat",1962,4,"JAMNAGAR","GEN",426809
"Gujarat",1962,5,"JUNAGADH","GEN",423066
"Gujarat",1962,6,"AMRELI","GEN",418212
"Gujarat",1962,7,"BHAVNAGAR","GEN",448886
"Gujarat",1962,8,"BANASKANTHA","GEN",441054
"Gujarat",1962,9,"SABARKANTHA","GEN",417575
"Gujarat",1962,10,"MEHSANA","GEN",446979
"Gujarat",1962,11,"PATAN","GEN",389956
"Gujarat",1962,12,"AHMEDABAD","GEN",433392
"Gujarat",1962,13,"SABARMATI","SC",454460
"Gujarat",1962,14,"ANAND","GEN",472873
"Gujarat",1962,15,"KAIRA","GEN",436539
"Gujarat",1962,16,"PANCHMAHALS","GEN",408271
"Gujarat",1962,17,"DOHAD","SC",443761
"Gujarat",1962,18,"BARODA","GEN",446026
"Gujarat",1962,19,"BROACH","GEN",429499
"Gujarat",1962,20,"MANDVI","ST",462461
"Gujarat",1962,21,"SURAT","GEN",417377
"Gujarat",1962,22,"BULSAR","ST",471481
"Himachal_Pradesh",1962,1,"CHAMBA","GEN",81428
"Himachal_Pradesh",1962,2,"MANDI","GEN",93127
"Himachal_Pradesh",1962,3,"MAHASU","GEN",60883
"Himachal_Pradesh",1962,4,"SIRMUR","SC",76158
"Kerala",1962,1,"KASERGOD","GEN",460358
"Kerala",1962,2,"TELLICHERRY","GEN",501672
"Kerala",1962,3,"BADAGARA","GEN",463498
"Kerala",1962,4,"KOZHIKODE","GEN",434064
"Kerala",1962,5,"MANJERI","GEN",431863
"Kerala",1962,6,"PALGHAT","SC",417640
"Kerala",1962,7,"POONANI","GEN",411076
"Kerala",1962,8,"TRICHUR","GEN",438212
"Kerala",1962,9,"MUKUNDAPURAM","GEN",457338
"Kerala",1962,10,"ERNAKULAM","GEN",455280
"Kerala",1962,11,"MUVATTUPUZHA","GEN",467654
"Kerala",1962,12,"KOTTAYAM","GEN",409662
"Kerala",1962,13,"AMBALAPUZHA","GEN",445802
"Kerala",1962,14,"THIRUVALLA","GEN",436674
"Kerala",1962,15,"MAVILEKARA","SC",422829
"Kerala",1962,16,"QULLON","GEN",442109
"Kerala",1962,17,"CHIRAYINKIL","GEN",437189
"Kerala",1962,18,"TRIVANDURAM","GEN",470222
"Madhya_Pradesh",1962,1,"BHIND","SC",467201
"Madhya_Pradesh",1962,2,"GWALIOR","GEN",431098
"Madhya_Pradesh",1962,3,"SHIVPURI","GEN",441893
"Madhya_Pradesh",1962,4,"GUNA","GEN",481461
"Madhya_Pradesh",1962,5,"TIKAMGARH","SC",450112
"Madhya_Pradesh",1962,6,"KHAJURAHO","GEN",469766
"Madhya_Pradesh",1962,7,"REWA","GEN",448725
"Madhya_Pradesh",1962,8,"SIDHI","GEN",436817
"Madhya_Pradesh",1962,9,"SHAHDOL","ST",458324
"Madhya_Pradesh",1962,10,"SURGUJA","ST",427701
"Madhya_Pradesh",1962,11,"RAIGARH","GEN",438535
"Madhya_Pradesh",1962,12,"JANJGIR","GEN",443124
"Madhya_Pradesh",1962,13,"BILASPUR","GEN",439048
"Madhya_Pradesh",1962,14,"BALODA BAZAR","SC",427546
"Madhya_Pradesh",1962,15,"MAHASAMUND","GEN",470198
"Madhya_Pradesh",1962,16,"RAIPUR","ST",458195
"Madhya_Pradesh",1962,17,"BASTAR","ST",421440
"Madhya_Pradesh",1962,18,"RAJNANDGAON","GEN",440331
"Madhya_Pradesh",1962,19,"DURG","GEN",519964
"Madhya_Pradesh",1962,20,"BALAGHAT","GEN",415891
"Madhya_Pradesh",1962,21,"MANDLA","ST",411583
"Madhya_Pradesh",1962,22,"JABALPUR","GEN",396079
"Madhya_Pradesh",1962,23,"DAMOH","SC",419223
"Madhya_Pradesh",1962,24,"SAGAR","GEN",428923
"Madhya_Pradesh",1962,25,"SEONI","ST",417744
"Madhya_Pradesh",1962,26,"CHHINDWARA","GEN",462730
"Madhya_Pradesh",1962,27,"HOSHANGABAD","GEN",385818
"Madhya_Pradesh",1962,28,"BHOPAL","GEN",507527
"Madhya_Pradesh",1962,29,"RAJGARH","GEN",422942
"Madhya_Pradesh",1962,30,"UJJAIN","GEN",443172
"Madhya_Pradesh",1962,31,"INDORE","GEN",405346
"Madhya_Pradesh",1962,32,"DEWAS","SC",438964
"Madhya_Pradesh",1962,33,"KHANDWA","GEN",449704
"Madhya_Pradesh",1962,34,"KHARGONE","GEN",456670
"Madhya_Pradesh",1962,35,"JHABUA","ST",420959
"Madhya_Pradesh",1962,36,"MANDSAUR","GEN",419484
"Madras",1962,1,"MADRAS NORTH","GEN",452645
"Madras",1962,2,"MADRAS SOUTH","GEN",486728
"Madras",1962,3,"SRIPERUMBUDUR","SC",465133
"Madras",1962,4,"CHINGLEPUT","GEN",429553
"Madras",1962,5,"TIRUVALLUR","GEN",484018
"Madras",1962,6,"VELLORE","GEN",434404
"Madras",1962,7,"WANDIWASH","SC",416676
"Madras",1962,8,"TIRUVANNAMALAI","GEN",449968
"Madras",1962,9,"TINDIVANAM","GEN",441497
"Madras",1962,10,"CUDDALORE","GEN",479031
"Madras",1962,11,"CHIDAMBARAM","GEN",457267
"Madras",1962,12,"TIRUKOILUR","SC",437767
"Madras",1962,13,"TIRUPPATTUR","GEN",453447
"Madras",1962,14,"KRISHNAGIRI","GEN",473080
"Madras",1962,15,"SALEM","GEN",440434
"Madras",1962,16,"TIRUCHENGODE","GEN",416657
"Madras",1962,17,"NAMAKKAL","SC",408580
"Madras",1962,18,"ERODE","GEN",478370
"Madras",1962,19,"GOHICHETTIPALAYAM","GEN",435401
"Madras",1962,20,"NILGIRIS","GEN",450481
"Madras",1962,21,"COIMBATORE","GEN",509869
"Madras",1962,22,"POLLACHI","GEN",448744
"Madras",1962,23,"PERIYAKULAM","GEN",444152
"Madras",1962,24,"MADURAI","GEN",487321
"Madras",1962,25,"MELUR","SC",421613
"Madras",1962,26,"DINDIGUL","GEN",461145
"Madras",1962,27,"KARUR","GEN",461862
"Madras",1962,28,"TIRUCHIRAPALI","GEN",438690
"Madras",1962,29,"PERAMBALUR","GEN",473412
"Madras",1962,30,"PUDUKKOTTAI","GEN",446368
"Madras",1962,31,"KUMBAKONAM","GEN",451280
"Madras",1962,32,"MAYURAM","SC",449027
"Madras",1962,33,"NAGAPATTINAM","GEN",448355
"Madras",1962,34,"THANJAVUR","GEN",453163
"Madras",1962,35,"RAMANATHAPURAM","GEN",517361
"Madras",1962,36,"ARUPPUKKOTTAI","GEN",496604
"Madras",1962,37,"KOILPATTI","SC",454673
"Madras",1962,38,"TIRUNELVELI","GEN",470895
"Madras",1962,39,"TENKASAI","GEN",458052
"Madras",1962,40,"TIRUCHENDUR","GEN",460766
"Madras",1962,41,"NAGERCOIL","GEN",430947
"Maharashtra",1962,1,"BOMBAY CITY SOUTH","GEN",423466
"Maharashtra",1962,2,"BOMBAY CITY CENTRAL SOUTH","GEN",504610
"Maharashtra",1962,3,"BOMBAY CITY CENTRAL NORTH","SC",505136
"Maharashtra",1962,4,"BOMBAY CITY NORTH","GEN",764016
"Maharashtra",1962,5,"THANA","GEN",442152
"Maharashtra",1962,6,"BHIWANDI","ST",416369
"Maharashtra",1962,7,"KOLABA","GEN",368288
"Maharashtra",1962,8,"POONA","GEN",434811
"Maharashtra",1962,9,"BARAMATI","GEN",394076
"Maharashtra",1962,10,"KHED","GEN",414923
"Maharashtra",1962,11,"RATNAGIRI","GEN",370560
"Maharashtra",1962,12,"RAJAPUR","GEN",358888
"Maharashtra",1962,13,"KOLHAPUR","GEN",391727
"Maharashtra",1962,14,"HATKANANGLE","SC",417516
"Maharashtra",1962,15,"MIRAJ","GEN",457931
"Maharashtra",1962,16,"KARAD","GEN",410517
"Maharashtra",1962,17,"SATARA","GEN",424447
"Maharashtra",1962,18,"SHOLAPUR","GEN",426718
"Maharashtra",1962,19,"PANDHARPUR","SC",446047
"Maharashtra",1962,20,"AHMEDNAGAR","GEN",403913
"Maharashtra",1962,21,"KOPARGAON","GEN",394458
"Maharashtra",1962,22,"NASIK","GEN",373284
"Maharashtra",1962,23,"MALEGAON","GEN",462305
"Maharashtra",1962,24,"NANDURBAR","ST",401769
"Maharashtra",1962,25,"DHULIA","GEN",467691
"Maharashtra",1962,26,"JALGAON","GEN",428293
"Maharashtra",1962,27,"BULDANA","GEN",428466
"Maharashtra",1962,28,"KHAMGAON","SC",447158
"Maharashtra",1962,29,"AKOLA","GEN",450141
"Maharashtra",1962,30,"AMRAVATI","GEN",475329
"Maharashtra",1962,31,"RAMTEK","GEN",451896
"Maharashtra",1962,32,"NAGPUR","GEN",490679
"Maharashtra",1962,33,"BHANDARA","GEN",439103
"Maharashtra",1962,34,"GONDIA","SC",462370
"Maharashtra",1962,35,"CHANDA","GEN",424370
"Maharashtra",1962,36,"WARDHA","GEN",493191
"Maharashtra",1962,37,"YEOTMAL","GEN",407055
"Maharashtra",1962,38,"NANDED","GEN",464287
"Maharashtra",1962,39,"LATUR","SC",455257
"Maharashtra",1962,40,"OSMANABAD","GEN",432197
"Maharashtra",1962,41,"BHIR","GEN",435591
"Maharashtra",1962,42,"PARBHANI","GEN",432162
"Maharashtra",1962,43,"JALNA","GEN",448036
"Maharashtra",1962,44,"AURANGABAD","GEN",455034
"Manipur",1962,1,"INNER MANIPUR","GEN",212925
"Manipur",1962,2,"OUTER MANIPUR","ST",92285
"Mysore",1962,1,"BIDAR","SC",416621
"Mysore",1962,2,"GULBARGA","GEN",413239
"Mysore",1962,3,"BIJAPUR NORTH","GEN",393246
"Mysore",1962,4,"BIJAPUR SOUTH","GEN",430246
"Mysore",1962,5,"CHIKODI","GEN",396721
"Mysore",1962,6,"BELGAUM","GEN",421032
"Mysore",1962,7,"KANARA","GEN",488300
"Mysore",1962,8,"DHARWAR SOUTH","GEN",419192
"Mysore",1962,9,"DHARWAR NORTH","GEN",439047
"Mysore",1962,10,"RAICHUR","GEN",436535
"Mysore",1962,11,"KOPPAL","GEN",459762
"Mysore",1962,12,"BELLARY","GEN",481935
"Mysore",1962,13,"CHITRADURGA","GEN",502170
"Mysore",1962,14,"SHIMOGA","GEN",474616
"Mysore",1962,15,"UDIPI","GEN",423300
"Mysore",1962,16,"MANGALORE","GEN",449154
"Mysore",1962,17,"HASSAN","GEN",433487
"Mysore",1962,18,"TIPTUR","GEN",458300
"Mysore",1962,19,"TUMKUR","GEN",425051
"Mysore",1962,20,"CHIKBALLAPUR","GEN",450873
"Mysore",1962,21,"KOLAR","SC",422809
"Mysore",1962,22,"BANGALORE CITY","GEN",392753
"Mysore",1962,23,"BANGLORE","GEN",424993
"Mysore",1962,24,"MANDYA","GEN",452406
"Mysore",1962,25,"CHAMARAJANAGAR","SC",414982
"Mysore",1962,26,"MYSORE","GEN",433122
"Odisha",1962,1,"NOWRANGPUR","GEN",420286
"Odisha",1962,2,"KORAPUT","ST",461502
"Odisha",1962,3,"CHATRAPUR","GEN",413107
"Odisha",1962,4,"BHANJANAGAR","SC",403922
"Odisha",1962,5,"PHULBANI","ST",399384
"Odisha",1962,6,"KALAHANDI","GEN",373402
"Odisha",1962,7,"BOLANGIR","SC",420780
"Odisha",1962,8,"SAMBALPUR","GEN",433181
"Odisha",1962,9,"SUNDERGARH","ST",476109
"Odisha",1962,10,"KEONJHAR","GEN",370850
"Odisha",1962,11,"DHENKANAL","GEN",439926
"Odisha",1962,12,"ANGUL","GEN",445165
"Odisha",1962,13,"PURI","GEN",475128
"Odisha",1962,14,"BHUBANESWAR","GEN",454994
"Odisha",1962,15,"CUTTACK","GEN",484807
"Odisha",1962,16,"JAJPUR","SC",476679
"Odisha",1962,17,"KENDRAPARA","GEN",489055
"Odisha",1962,18,"BHADRAK","SC",482279
"Odisha",1962,19,"BALASORE","GEN",426296
"Odisha",1962,20,"MAYURBHANJ","ST",438667
"Punjab",1962,1,"KANGRA","GEN",431812
"Punjab",1962,2,"UNA","SC",511585
"Punjab",1962,3,"AMBALA","SC",439952
"Punjab",1962,4,"KARNAL","GEN",477020
"Punjab",1962,5,"KAITHAL","GEN",518275
"Punjab",1962,6,"ROHTAK","GEN",477391
"Punjab",1962,7,"JHAJJAR","GEN",505869
"Punjab",1962,8,"GURGAON","GEN",500008
"Punjab",1962,9,"MAHENDRAGARH","GEN",527828
"Punjab",1962,10,"HISSAR","GEN",567814
"Punjab",1962,11,"BHATINDA","SC",483721
"Punjab",1962,12,"FEROZEPUR","GEN",521386
"Punjab",1962,13,"MOGA","SC",459407
"Punjab",1962,14,"LUDHIANA","GEN",480460
"Punjab",1962,15,"PHILLAUR","SC",487433
"Punjab",1962,16,"JULLUNDUR","GEN",458320
"Punjab",1962,17,"AMRITSAR","GEN",457869
"Punjab",1962,18,"TARN TARAN","GEN",472472
"Punjab",1962,19,"GURDASPUR","GEN",454322
"Punjab",1962,20,"HOSHIARPUR","GEN",484314
"Punjab",1962,21,"PATIALA","GEN",524087
"Punjab",1962,22,"SANGRUR","GEN",504307
"Rajasthan",1962,1,"JHUNJHUNU","GEN",457451
"Rajasthan",1962,2,"SIKAR","GEN",465424
"Rajasthan",1962,3,"JAIPUR","GEN",462468
"Rajasthan",1962,4,"DAUSA","GEN",418962
"Rajasthan",1962,5,"ALWAR","GEN",451563
"Rajasthan",1962,6,"BHARATPUR","GEN",467434
"Rajasthan",1962,7,"HINDAUN","GEN",488123
"Rajasthan",1962,8,"SAWAI MADHOPUR","SC",507959
"Rajasthan",1962,9,"AJMER","GEN",432778
"Rajasthan",1962,10,"KOTAH","SC",469930
"Rajasthan",1962,11,"JHALAWAR","GEN",420382
"Rajasthan",1962,12,"BANSWARA","ST",444026
"Rajasthan",1962,13,"CHITTORGARH","GEN",423187
"Rajasthan",1962,14,"UDAIPUR","ST",425702
"Rajasthan",1962,15,"BHILWARA","GEN",456499
"Rajasthan",1962,16,"PALI","GEN",483809
"Rajasthan",1962,17,"JALORE","GEN",444100
"Rajasthan",1962,18,"BARMER","GEN",517490
"Rajasthan",1962,19,"JODHPUR","GEN",516529
"Rajasthan",1962,20,"BIKANER","GEN",468948
"Rajasthan",1962,21,"GANGANAGAR","SC",574159
"Rajasthan",1962,22,"NAGAUR","GEN",530673
"Tripura",1962,1,"TRIPURA WEST","GEN",241093
"Tripura",1962,2,"TRIPURA EAST","ST",239516
"Uttar_Pradesh",1962,1,"TEHRI GARHAWAL","GEN",415051
"Uttar_Pradesh",1962,2,"GARHWAL","GEN",391864
"Uttar_Pradesh",1962,3,"ALMORA","GEN",401359
"Uttar_Pradesh",1962,4,"NAINI TAL","GEN",445295
"Uttar_Pradesh",1962,5,"BIJNOR","GEN",400418
"Uttar_Pradesh",1962,6,"AMROHA","GEN",423038
"Uttar_Pradesh",1962,7,"MARODABAD","GEN",410817
"Uttar_Pradesh",1962,8,"RAMPUR","GEN",421922
"Uttar_Pradesh",1962,9,"BISAULI","GEN",395128
"Uttar_Pradesh",1962,10,"BUDAUN","GEN",404385
"Uttar_Pradesh",1962,11,"BAREILLY","GEN",386337
"Uttar_Pradesh",1962,12,"PILIBHIT","GEN",421503
"Uttar_Pradesh",1962,13,"SHAHJAHANPUR","SC",417272
"Uttar_Pradesh",1962,14,"KHERI","GEN",432335
"Uttar_Pradesh",1962,15,"MISRIKH","SC",460807
"Uttar_Pradesh",1962,16,"SITAPUR","GEN",471972
"Uttar_Pradesh",1962,17,"HARDOI","SC",451711
"Uttar_Pradesh",1962,18,"SHAHABAD","GEN",453591
"Uttar_Pradesh",1962,19,"UNNAO","GEN",454579
"Uttar_Pradesh",1962,20,"MOHANLALGANJ","SC",413539
"Uttar_Pradesh",1962,21,"LUCKNOW","GEN",407726
"Uttar_Pradesh",1962,22,"RAE BARELI","SC",422089
"Uttar_Pradesh",1962,23,"SALON","GEN",411063
"Uttar_Pradesh",1962,24,"PRATAPGARH","GEN",394871
"Uttar_Pradesh",1962,25,"MUSAFIRKHANA","GEN",395994
"Uttar_Pradesh",1962,26,"SULTANPUR","GEN",396316
"Uttar_Pradesh",1962,27,"AKBARPUR","SC",430435
"Uttar_Pradesh",1962,28,"FAIZABAD","GEN",399568
"Uttar_Pradesh",1962,29,"RAMSANEHIGHAT","SC",419365
"Uttar_Pradesh",1962,30,"BARA BANKI","GEN",432123
"Uttar_Pradesh",1962,31,"KAISARGANJ","GEN",401792
"Uttar_Pradesh",1962,32,"BAHRAICH","GEN",443936
"Uttar_Pradesh",1962,33,"BALRAMPUR","GEN",466671
"Uttar_Pradesh",1962,34,"GONDA","GEN",437337
"Uttar_Pradesh",1962,35,"BASTI","GEN",414207
"Uttar_Pradesh",1962,36,"DOMARIAGANJ","GEN",416674
"Uttar_Pradesh",1962,37,"BANSI","SC",398156
"Uttar_Pradesh",1962,38,"BANSGAON","SC",449091
"Uttar_Pradesh",1962,39,"GORAKHPUR","GEN",413275
"Uttar_Pradesh",1962,40,"MAHARAJGANJ","GEN",400205
"Uttar_Pradesh",1962,41,"HATA","GEN",430300
"Uttar_Pradesh",1962,42,"DEORIA","GEN",415334
"Uttar_Pradesh",1962,43,"SALEMPUR","GEN",455603
"Uttar_Pradesh",1962,44,"AZAMGARH","GEN",437772
"Uttar_Pradesh",1962,45,"LALGANJ","SC",437040
"Uttar_Pradesh",1962,46,"GHOSI","GEN",433042
"Uttar_Pradesh",1962,47,"BALLIA","GEN",425638
"Uttar_Pradesh",1962,48,"RASRA","GEN",440724
"Uttar_Pradesh",1962,49,"GAZIPUR","GEN",399020
"Uttar_Pradesh",1962,50,"JAUNPUR","GEN",413218
"Uttar_Pradesh",1962,51,"MACHHLISHAHR","SC",429365
"Uttar_Pradesh",1962,52,"VARANASI","GEN",429474
"Uttar_Pradesh",1962,53,"CHANDAULI","GEN",422338
"Uttar_Pradesh",1962,54,"ROBERTGANJ","SC",412895
"Uttar_Pradesh",1962,55,"MIRZAPUR","GEN",410119
"Uttar_Pradesh",1962,56,"PHULPUR","GEN",409292
"Uttar_Pradesh",1962,57,"ALLAHABAD","GEN",446090
"Uttar_Pradesh",1962,58,"CHAIL","SC",415664
"Uttar_Pradesh",1962,59,"FATEHPUR","GEN",435714
"Uttar_Pradesh",1962,60,"BANDA","GEN",420121
"Uttar_Pradesh",1962,61,"HAMIRPUR","GEN",408471
"Uttar_Pradesh",1962,62,"JHANSI","GEN",422940
"Uttar_Pradesh",1962,63,"JALAUN","SC",424771
"Uttar_Pradesh",1962,64,"GHATAMPUR","SC",442776
"Uttar_Pradesh",1962,65,"KANPUR","GEN",484933
"Uttar_Pradesh",1962,66,"BILHAUR","GEN",447601
"Uttar_Pradesh",1962,67,"ETAWAH","GEN",425674
"Uttar_Pradesh",1962,68,"FARRUKHABAD","GEN",475245
"Uttar_Pradesh",1962,69,"KAIMGANJ","GEN",427579
"Uttar_Pradesh",1962,70,"MAINPURI","GEN",424099
"Uttar_Pradesh",1962,71,"ETAH","GEN",419948
"Uttar_Pradesh",1962,72,"JALESAR","GEN",426279
"Uttar_Pradesh",1962,73,"FIROZABAD","GEN",450593
"Uttar_Pradesh",1962,74,"AGRA","GEN",433164
"Uttar_Pradesh",1962,75,"MATHURA","GEN",458887
"Uttar_Pradesh",1962,76,"HATRAS","SC",447606
"Uttar_Pradesh",1962,77,"ALIGARH","GEN",466414
"Uttar_Pradesh",1962,78,"KHURJA","SC",432774
"Uttar_Pradesh",1962,79,"BULANDSAHAR","GEN",429674
"Uttar_Pradesh",1962,80,"HAPUR","GEN",435947
"Uttar_Pradesh",1962,81,"MERUT","GEN",416209
"Uttar_Pradesh",1962,82,"SARDHANA","GEN",440370
"Uttar_Pradesh",1962,83,"MUZAFFARNAGAR","GEN",403385
"Uttar_Pradesh",1962,84,"KAIRANA","GEN",443410
"Uttar_Pradesh",1962,85,"SAHARANPUR","SC",425001
"Uttar_Pradesh",1962,86,"DEHRA DUN","GEN",404429
"West_Bengal",1962,1,"COOCH BEHAR","SC",533835
"West_Bengal",1962,2,"JALPAIGURI","GEN",521556
"West_Bengal",1962,3,"DARJEELING","GEN",421110
"West_Bengal",1962,4,"RAIGANJ","GEN",455919
"West_Bengal",1962,5,"BALURGHAT","ST",476197
"West_Bengal",1962,6,"MALDA","GEN",463938
"West_Bengal",1962,7,"MURSHIDABAD","GEN",486451
"West_Bengal",1962,8,"BERHAMPUR","GEN",533222
"West_Bengal",1962,9,"NEBADWIP","GEN",547996
"West_Bengal",1962,10,"BARASAT","GEN",647008
"West_Bengal",1962,11,"BARRACKPORE","GEN",587830
"West_Bengal",1962,12,"BASIRHAT","GEN",519902
"West_Bengal",1962,13,"JOYNAGAR","SC",532232
"West_Bengal",1962,14,"MATHURAPUR","SC",526343
"West_Bengal",1962,15,"DAIMOND HARBOUR","GEN",582113
"West_Bengal",1962,16,"CALCUTTA SOUTH WEST","GEN",432966
"West_Bengal",1962,17,"CALCUTTA EAST","GEN",471011
"West_Bengal",1962,18,"CALCUTTA CENTRAL","GEN",403254
"West_Bengal",1962,19,"CALCUTTA NORTH WEST","GEN",415122
"West_Bengal",1962,20,"HOWRAH","GEN",534887
"West_Bengal",1962,21,"ULUBERIA","GEN",533776
