"state","year","ac_no","ac_name","ac_type","cand1","party1","votes1","position","vote_percent"
"Haryana",1967,23,"SHERHADA","GEN","S. SINGH","INC",11641,2,28.78
"Haryana",1967,23,"SHERHADA","GEN","RANGI","IND",6264,3,15.49
"Haryana",1967,23,"SHERHADA","GEN","D. SINGH","SWA",6026,4,14.9
"Haryana",1967,23,"SHERHADA","GEN","M. SINGH","IND",3452,5,8.53
"Haryana",1967,23,"SHERHADA","GEN","I. CHANDER","IND",986,6,2.44
"Haryana",1967,24,"KAITHAL","GEN","O. PRABHA","INC",21933,1,51.56
"Haryana",1967,24,"KAITHAL","GEN","A. CHAND","SWA",20015,2,47.05
"Haryana",1967,24,"KAITHAL","GEN","T. CHAND","IND",590,3,1.39
"Haryana",1967,25,"PEHOWA","GEN","C. LAL","SWA",13010,1,34.47
"Haryana",1967,25,"PEHOWA","GEN","M. SINGH","INC",11117,2,29.45
"Haryana",1967,25,"PEHOWA","GEN","A. NATH","IND",7391,3,19.58
"Haryana",1967,25,"PEHOWA","GEN","T. SINGH","CPI",5160,4,13.67
"Haryana",1967,25,"PEHOWA","GEN","A. SINGH","IND",637,5,1.69
"Haryana",1967,25,"PEHOWA","GEN","T. DASS","IND",429,6,1.14
"Haryana",1967,26,"KALYAT","SC","MARU","SWA",15910,1,42.13
"Haryana",1967,26,"KALYAT","SC","B. RAM","INC",15552,2,41.18
"Haryana",1967,26,"KALYAT","SC","M. SINGH","CPI",3742,3,9.91
"Haryana",1967,26,"KALYAT","SC","R. RAM","IND",982,4,2.6
"Haryana",1967,26,"KALYAT","SC","SURJU","IND",430,5,1.14
"Haryana",1967,26,"KALYAT","SC","B. RAM","IND",405,6,1.07
"Haryana",1967,26,"KALYAT","SC","M. RAM","IND",386,7,1.02
"Haryana",1967,26,"KALYAT","SC","JATI","IND",243,8,0.64
"Haryana",1967,26,"KALYAT","SC","S. SINGH","IND",112,9,0.3
"Haryana",1967,27,"NARWANA","GEN","S. SINGH","RPI",21130,1,49.67
"Haryana",1967,27,"NARWANA","GEN","K. RAM","INC",19611,2,46.1
"Haryana",1967,27,"NARWANA","GEN","N. MAL","IND",1797,3,4.22
"Haryana",1967,28,"JIND","GEN","D. KISHAN","INC",26089,1,59.26
"Haryana",1967,28,"JIND","GEN","I. SINGH","IND",15548,2,35.32
"Haryana",1967,28,"JIND","GEN","TELU","IND",1322,3,3
"Haryana",1967,28,"JIND","GEN","B. RAM","IND",700,4,1.59
"Haryana",1967,28,"JIND","GEN","SARUPA","IND",362,5,0.82
"Haryana",1967,29,"JULANA","GEN","D. SINGH","INC",21534,1,56.24
"Haryana",1967,29,"JULANA","GEN","G. RAM","BJS",12211,2,31.89
"Haryana",1967,29,"JULANA","GEN","C. DUTT","IND",3685,3,9.62
"Haryana",1967,29,"JULANA","GEN","M. RAM","IND",861,4,2.25
"Haryana",1967,30,"SAFIDON","GEN","S. KRISHAN","INC",17692,1,48.67
"Haryana",1967,30,"SAFIDON","GEN","S. NARAIN","IND",11721,2,32.24
"Haryana",1967,30,"SAFIDON","GEN","S. BHAN","BJS",1998,3,5.5
"Haryana",1967,30,"SAFIDON","GEN","H. CHAND","IND",1917,4,5.27
"Haryana",1967,30,"SAFIDON","GEN","M. RAM","IND",1840,5,5.06
"Haryana",1967,30,"SAFIDON","GEN","S. SINGH","IND",718,6,1.98
"Haryana",1967,30,"SAFIDON","GEN","M. SINGH","CPM",464,7,1.28
"Haryana",1967,31,"MEHAM","GEN","M. SINGH","IND",18875,1,48.92
"Haryana",1967,31,"MEHAM","GEN","B. PRASAD","INC",13361,2,34.63
"Haryana",1967,31,"MEHAM","GEN","I. SINGH","BJS",2764,3,7.16
"Haryana",1967,31,"MEHAM","GEN","R. SHARMA","IND",2315,4,6
"Haryana",1967,31,"MEHAM","GEN","M. KRISHAN","SSP",918,5,2.38
"Haryana",1967,31,"MEHAM","GEN","HARDEVA","RPI",347,6,0.9
"Haryana",1967,32,"BARODA","SC","R. DHARI","INC",13164,1,36.24
"Haryana",1967,32,"BARODA","SC","S. SINGH","IND",632,10,1.74
"Haryana",1967,32,"BARODA","SC","L. SINGH","IND",115,11,0.32
"Haryana",1967,32,"BARODA","SC","D. SINGH","BJS",11637,2,32.04
"Haryana",1967,32,"BARODA","SC","G. CHAND","IND",2168,3,5.97
"Haryana",1967,32,"BARODA","SC","R. SINGH","IND",1896,4,5.22
"Haryana",1967,32,"BARODA","SC","HARSHAN","RPI",1700,5,4.68
"Haryana",1967,32,"BARODA","SC","S. BHAN","SSP",1637,6,4.51
"Haryana",1967,32,"BARODA","SC","S. CHAND","IND",1584,7,4.36
"Haryana",1967,32,"BARODA","SC","H. SINGH","IND",1010,8,2.78
"Haryana",1967,32,"BARODA","SC","J. RAM","IND",779,9,2.14
"Haryana",1967,33,"GOHANA","GEN","R. DHARI","INC",19898,1,51.3
"Haryana",1967,33,"GOHANA","GEN","H. KISHAN","IND",11901,2,30.68
"Haryana",1967,33,"GOHANA","GEN","F. SINGH","BJS",5883,3,15.17
"Haryana",1967,33,"GOHANA","GEN","PARTAP","IND",370,4,0.95
"Haryana",1967,33,"GOHANA","GEN","R. DHAN","IND",317,5,0.82
"Haryana",1967,33,"GOHANA","GEN","R. PAL","IND",210,6,0.54
"Haryana",1967,33,"GOHANA","GEN","R. CHAND","IND",109,7,0.28
"Haryana",1967,33,"GOHANA","GEN","C. RAM","IND",97,8,0.25
"Haryana",1967,34,"KAILANA","GEN","R. SINGH","INC",18847,1,48.58
"Haryana",1967,34,"KAILANA","GEN","C. LAL","IND",17436,2,44.94
"Haryana",1967,34,"KAILANA","GEN","D. SINGH","IND",1126,3,2.9
"Haryana",1967,34,"KAILANA","GEN","C. SINGH","CPI",807,4,2.08
"Haryana",1967,34,"KAILANA","GEN","S. CHAND","IND",463,5,1.19
"Haryana",1967,34,"KAILANA","GEN","HUKAMI","IND",119,6,0.31
"Haryana",1967,35,"SONEPAT","GEN","M. LAL","INC",17930,1,45.72
"Haryana",1967,35,"SONEPAT","GEN","M. SINGH","BJS",17035,2,43.44
"Haryana",1967,35,"SONEPAT","GEN","C. MAL","CPM",3057,3,7.8
"Haryana",1967,35,"SONEPAT","GEN","M. LAL","RPI",1191,4,3.04
"Haryana",1967,36,"RAI","GEN","R. RAM","INC",20115,1,53.54
"Haryana",1967,36,"RAI","GEN","BANWARI","IND",16206,2,43.14
"Haryana",1967,36,"RAI","GEN","JAGDISH","IND",785,3,2.09
"Haryana",1967,36,"RAI","GEN","K. RAM","IND",462,4,1.23
"Haryana",1967,37,"ROHAT","SC","B. SINGH","IND",13001,1,41.85
"Haryana",1967,37,"ROHAT","SC","B. SINGH","SSP",185,10,0.6
"Haryana",1967,37,"ROHAT","SC","H. CHAND","CPM",178,11,0.57
"Haryana",1967,37,"ROHAT","SC","B. SINGH","IND",148,12,0.48
"Haryana",1967,37,"ROHAT","SC","S. RAM","INC",11220,2,36.11
"Haryana",1967,37,"ROHAT","SC","K. RAM","IND",3896,3,12.54
"Haryana",1967,37,"ROHAT","SC","R. S. C. RAM","IND",703,4,2.26
"Haryana",1967,37,"ROHAT","SC","R. S. S. RAM","BJS",618,5,1.99
"Haryana",1967,37,"ROHAT","SC","S. CHAND","CPI",299,6,0.96
"Haryana",1967,37,"ROHAT","SC","DHARMA","IND",296,7,0.95
"Haryana",1967,37,"ROHAT","SC","LAKHMI","IND",272,8,0.88
"Haryana",1967,37,"ROHAT","SC","C. WATI","IND",253,9,0.81
"Haryana",1967,38,"HASSANGARH","GEN","S. CHAND","INC",11167,1,31.4
"Haryana",1967,38,"HASSANGARH","GEN","H. SINGH","IND",9058,2,25.47
"Haryana",1967,38,"HASSANGARH","GEN","J. SINGH","IND",8041,3,22.61
"Haryana",1967,38,"HASSANGARH","GEN","B. SINGH","SSP",5123,4,14.41
"Haryana",1967,38,"HASSANGARH","GEN","D. SINGH","CPI",1547,5,4.35
"Haryana",1967,38,"HASSANGARH","GEN","M. RAM","IND",627,6,1.76
"Haryana",1967,39,"KILOI","GEN","S. NATH","IND",21079,1,53.78
"Haryana",1967,39,"KILOI","GEN","R. SINGH","INC",12406,2,31.65
"Haryana",1967,39,"KILOI","GEN","R. BHAJ","BJS",4771,3,12.17
"Haryana",1967,39,"KILOI","GEN","M. RAM","RPI",633,4,1.62
"Haryana",1967,39,"KILOI","GEN","MUNSHI","IND",219,5,0.56
"Haryana",1967,39,"KILOI","GEN","G. DATT","IND",87,6,0.22
"Haryana",1967,40,"ROHTAK","GEN","M. SEIN","BJS",23672,1,55.39
"Haryana",1967,40,"ROHTAK","GEN","T. CHAND","INC",18558,2,43.43
"Haryana",1967,40,"ROHTAK","GEN","B. RAM","IND",232,3,0.54
"Haryana",1967,40,"ROHTAK","GEN","J. PARSHAD","SSP",126,4,0.29
"Haryana",1967,40,"ROHTAK","GEN","K. SINGH","IND",78,5,0.18
"Haryana",1967,40,"ROHTAK","GEN","R. JIA","IND",69,6,0.16
"Haryana",1967,41,"KALANAUR","GEN","N. SINGH","BJS",18103,1,51.2
"Haryana",1967,41,"KALANAUR","GEN","S. SINGH","INC",9972,2,28.2
"Haryana",1967,41,"KALANAUR","GEN","K. DEVI","SSP",6379,3,18.04
"Haryana",1967,41,"KALANAUR","GEN","R. SARUP","RPI",902,4,2.55
"Haryana",1967,42,"BERI","GEN","P. S. DAULATA","INC",22577,1,52.5
"Haryana",1967,42,"BERI","GEN","N. KUMAR","IND",8624,2,20.05
"Haryana",1967,42,"BERI","GEN","U. SINGH","IND",7369,3,17.14
"Haryana",1967,42,"BERI","GEN","H. SINGH","IND",2248,4,5.23
"Haryana",1967,42,"BERI","GEN","K. SINGH","IND",1379,5,3.21
"Haryana",1967,42,"BERI","GEN","C. BHAN","IND",807,6,1.88
"Haryana",1967,43,"SALHAWAS","SC","P. CHAND","INC",14219,1,37.6
"Haryana",1967,43,"SALHAWAS","SC","M. LAL","IND",243,10,0.64
"Haryana",1967,43,"SALHAWAS","SC","A. SINGH","IND",13278,2,35.11
"Haryana",1967,43,"SALHAWAS","SC","R. SINGH","IND",5163,3,13.65
"Haryana",1967,43,"SALHAWAS","SC","S.SINGH","IND",1847,4,4.88
"Haryana",1967,43,"SALHAWAS","SC","SUMERA","RPI",796,5,2.1
"Haryana",1967,43,"SALHAWAS","SC","D..SINGH","BJS",678,6,1.79
"Haryana",1967,43,"SALHAWAS","SC","C. BHAN","IND",621,7,1.64
"Haryana",1967,43,"SALHAWAS","SC","J. RAM","IND",497,8,1.31
"Haryana",1967,43,"SALHAWAS","SC","R. KANWAR","IND",479,9,1.27
"Haryana",1967,44,"JHAJJAR","GEN","M. SINGH","IND",15024,1,31.66
"Haryana",1967,44,"JHAJJAR","GEN","C. SINGH","IND",11279,2,23.77
"Haryana",1967,44,"JHAJJAR","GEN","S. SINGH","INC",10902,3,22.97
"Haryana",1967,44,"JHAJJAR","GEN","S. SINGH","IND",9367,4,19.74
"Haryana",1967,44,"JHAJJAR","GEN","RAMESHWAR","IND",312,5,0.66
"Haryana",1967,44,"JHAJJAR","GEN","R. PARSHAD","IND",290,6,0.61
"Haryana",1967,44,"JHAJJAR","GEN","JHABAR","IND",280,7,0.59
"Haryana",1967,45,"BHADURGARH","GEN","H. LAL","INC",24737,1,56.88
"Haryana",1967,45,"BHADURGARH","GEN","H. SINGH","IND",11726,2,26.96
"Haryana",1967,45,"BHADURGARH","GEN","J. NARAIN","BJS",4810,3,11.06
"Haryana",1967,45,"BHADURGARH","GEN","SULTAN","SSP",1179,4,2.71
"Haryana",1967,45,"BHADURGARH","GEN","S. SINGH","IND",724,5,1.66
"Haryana",1967,45,"BHADURGARH","GEN","PIRTHI","IND",315,6,0.72
"Haryana",1967,46,"FARIDABAD","GEN","K. D. KAPIL","INC",13037,1,31.93
"Haryana",1967,46,"FARIDABAD","GEN","R. LAL","IND",444,10,1.09
"Haryana",1967,46,"FARIDABAD","GEN","K. KUMAR","IND",7206,2,17.65
"Haryana",1967,46,"FARIDABAD","GEN","K. GULATI","IND",6591,3,16.14
"Haryana",1967,46,"FARIDABAD","GEN","S. LOOMBA","CPI",3944,4,9.66
"Haryana",1967,46,"FARIDABAD","GEN","T. SINGH","RPI",3284,5,8.04
"Haryana",1967,46,"FARIDABAD","GEN","D. D. VERMA","BJS",2856,6,7
"Haryana",1967,46,"FARIDABAD","GEN","A. NATH","IND",1650,7,4.04
"Haryana",1967,46,"FARIDABAD","GEN","K. L. SHARMA","IND",1298,8,3.18
"Haryana",1967,46,"FARIDABAD","GEN","S. LAL","IND",518,9,1.27
"Haryana",1967,47,"BALLABHGARH","GEN","T. RAM","INC",15308,1,36.95
"Haryana",1967,47,"BALLABHGARH","GEN","S. SINGH","IND",12906,2,31.15
"Haryana",1967,47,"BALLABHGARH","GEN","R. SINGH","BJS",7343,3,17.72
"Haryana",1967,47,"BALLABHGARH","GEN","B. BHAN","IND",5873,4,14.18
"Haryana",1967,48,"PALWAL","GEN","DHAN SINGH","IND",11374,1,26.78
"Haryana",1967,48,"PALWAL","GEN","M. CHAND","BJS",11012,2,25.93
"Haryana",1967,48,"PALWAL","GEN","R. MEHTA","INC",10843,3,25.53
"Haryana",1967,48,"PALWAL","GEN","D. PARKASH","IND",5825,4,13.72
"Haryana",1967,48,"PALWAL","GEN","B. RAM","IND",3411,5,8.03
"Haryana",1967,49,"HASSANPUR","SC","G. LAL","IND",10458,1,28.31
"Haryana",1967,49,"HASSANPUR","SC","M. SINGH","INC",10098,2,27.34
"Haryana",1967,49,"HASSANPUR","SC","M. SINGH","BJS",6574,3,17.8
"Haryana",1967,49,"HASSANPUR","SC","CHIRANJILAL","IND",4713,4,12.76
"Haryana",1967,49,"HASSANPUR","SC","GHASI","RPI",2331,5,6.31
"Haryana",1967,49,"HASSANPUR","SC","PURANLAL","IND",1328,6,3.59
"Haryana",1967,49,"HASSANPUR","SC","HARKISHAN","IND",1097,7,2.97
"Haryana",1967,49,"HASSANPUR","SC","K. SINGH","IND",342,8,0.93
"Haryana",1967,50,"FEROZPUR JHIRKA","GEN","D. MOHAMMAD","SWA",19040,1,52.6
"Haryana",1967,50,"FEROZPUR JHIRKA","GEN","T. HUISAIN","INC",17160,2,47.4
"Haryana",1967,51,"NUH","GEN","R. KHAN","IND",15212,1,41.5
"Haryana",1967,51,"NUH","GEN","K. AHMED","INC",14171,2,38.66
"Haryana",1967,51,"NUH","GEN","K. SINGH","BJS",7274,3,19.84
"Haryana",1967,52,"HATHIN","GEN","D. SINGH","INC",17921,1,50.18
"Haryana",1967,52,"HATHIN","GEN","R. SINGH","IND",9190,2,25.73
"Haryana",1967,52,"HATHIN","GEN","W. MOHAMMAD","IND",8001,3,22.4
"Haryana",1967,52,"HATHIN","GEN","O. SINGH","SWA",599,4,1.68
"Haryana",1967,53,"SOHNA","GEN","M. SINGH","IND",15733,1,40.28
"Haryana",1967,53,"SOHNA","GEN","B. DAYAL","INC",13051,2,33.42
"Haryana",1967,53,"SOHNA","GEN","R. LALL","IND",5559,3,14.23
"Haryana",1967,53,"SOHNA","GEN","B. D. HANS","BJS",2683,4,6.87
"Haryana",1967,53,"SOHNA","GEN","R.CHAND","IND",1752,5,4.49
"Haryana",1967,53,"SOHNA","GEN","A. SINGH","IND",277,6,0.71
"Haryana",1967,54,"GURGAON","GEN","P. S. THAPRAN","BJS",20792,1,52.82
"Haryana",1967,54,"GURGAON","GEN","K. L. PASWAL","INC",16567,2,42.09
"Haryana",1967,54,"GURGAON","GEN","R. SARUP","RPI",1001,3,2.54
"Haryana",1967,54,"GURGAON","GEN","S. RAM","IND",548,4,1.39
"Haryana",1967,54,"GURGAON","GEN","B. AGGARWAL","IND",454,5,1.15
"Haryana",1967,55,"PATAUDI","GEN","B. SINGH","INC",22517,1,50.25
"Haryana",1967,55,"PATAUDI","GEN","S. RAM","IND",21531,2,48.05
"Haryana",1967,55,"PATAUDI","GEN","P. MAL","RPI",764,3,1.7
"Haryana",1967,56,"REWARI","GEN","S. DEVI","INC",18474,1,56
"Haryana",1967,56,"REWARI","GEN","A. SINGH","BJS",13108,2,39.73
"Haryana",1967,56,"REWARI","GEN","B. DASS","CPI",1009,3,3.06
"Haryana",1967,56,"REWARI","GEN","V. PARKASH","IND",399,4,1.21
"Haryana",1967,57,"BAWAL","SC","K. LAL","IND",8227,1,29.08
"Haryana",1967,57,"BAWAL","SC","R. PARSHAD","IND",7739,2,27.35
"Haryana",1967,57,"BAWAL","SC","H. LAL","INC",7314,3,25.85
"Haryana",1967,57,"BAWAL","SC","M. RAM","IND",1816,4,6.42
"Haryana",1967,57,"BAWAL","SC","S. RAM","IND",1083,5,3.83
"Haryana",1967,57,"BAWAL","SC","M. LAL","IND",889,6,3.14
"Haryana",1967,57,"BAWAL","SC","B. SEN","BJS",806,7,2.85
"Haryana",1967,57,"BAWAL","SC","BADRI","IND",421,8,1.49
"Haryana",1967,58,"JATUSANA","GEN","J. SINGH","IND",18443,1,48.48
"Haryana",1967,58,"JATUSANA","GEN","N. SINGH","INC",16742,2,44.01
"Haryana",1967,58,"JATUSANA","GEN","BANWARI","IND",1835,3,4.82
"Haryana",1967,58,"JATUSANA","GEN","S. LAL","IND",708,4,1.86
"Haryana",1967,58,"JATUSANA","GEN","S. LAL","IND",312,5,0.82
"Haryana",1967,59,"ATELI","GEN","N. SINGH","INC",17607,1,48.78
"Haryana",1967,59,"ATELI","GEN","R. JIWAN","IND",16640,2,46.1
"Haryana",1967,59,"ATELI","GEN","PARSHADA","IND",1851,3,5.13
"Haryana",1967,60,"NARNAUL","GEN","B. LAL","BJS",10330,1,32.43
"Haryana",1967,60,"NARNAUL","GEN","R. S. C. MITTAL","INC",9776,2,30.69
"Haryana",1967,60,"NARNAUL","GEN","S. MANDAN","IND",5887,3,18.48
"Haryana",1967,60,"NARNAUL","GEN","D. PAL","SSP",5066,4,15.9
"Haryana",1967,60,"NARNAUL","GEN","C. PARKASH","IND",458,5,1.44
