"Year","PC_Name","PC_No","PC_Type","AC_Name","AC_No","AC_Type","CandID","Cand","Party","Votes_In_AC","State_Name"
1999,"Dibrugarh",13,"GEN","Margherita",124,"GEN",6,"Mansharam Patowari","IND",116,"Assam"
1999,"Dibrugarh",13,"GEN","Margherita",124,"GEN",3,"Biju Phukan","AGP",11311,"Assam"
1999,"Dibrugarh",13,"GEN","Margherita",124,"GEN",4,"Brij Pradhan","CPI(ML)(L)",688,"Assam"
1999,"Dibrugarh",13,"GEN","Margherita",124,"GEN",2,"Paban Singh Ghatowar","INC",41279,"Assam"
1999,"Lakhimpur",14,"GEN","Majuli",99,"GEN",1,"Udai Sankar Hazarika","BJP",15688,"Assam"
1999,"Lakhimpur",14,"GEN","Majuli",99,"GEN",3,"Ranee Narah","INC",18564,"Assam"
1999,"Lakhimpur",14,"GEN","Majuli",99,"GEN",4,"Sarbananda Sonowal","AGP",20020,"Assam"
1999,"Lakhimpur",14,"GEN","Majuli",99,"GEN",2,"Rafiqul Latif Baruah","JD(S)",74,"Assam"
1999,"Lakhimpur",14,"GEN","Majuli",99,"GEN",5,"Chinu Saikia","AJBP",115,"Assam"
1999,"Lakhimpur",14,"GEN","Majuli",99,"GEN",10,"Ranoj Pegu","IND",13643,"Assam"
1999,"Lakhimpur",14,"GEN","Majuli",99,"GEN",6,"Balin Kuli","NCP",617,"Assam"
1999,"Lakhimpur",14,"GEN","Majuli",99,"GEN",7,"Minu Buragohain","SP",52,"Assam"
1999,"Lakhimpur",14,"GEN","Majuli",99,"GEN",8,"Isak Karkoria","IND",54,"Assam"
1999,"Lakhimpur",14,"GEN","Majuli",99,"GEN",9,"Sidananda Kaman","IND",53,"Assam"
1999,"Lakhimpur",14,"GEN","Naoboicha",110,"GEN",5,"Chinu Saikia","AJBP",106,"Assam"
1999,"Lakhimpur",14,"GEN","Naoboicha",110,"GEN",4,"Sarbananda Sonowal","AGP",18406,"Assam"
1999,"Lakhimpur",14,"GEN","Naoboicha",110,"GEN",8,"Isak Karkoria","IND",604,"Assam"
1999,"Lakhimpur",14,"GEN","Naoboicha",110,"GEN",9,"Sidananda Kaman","IND",76,"Assam"
1999,"Lakhimpur",14,"GEN","Naoboicha",110,"GEN",7,"Minu Buragohain","SP",86,"Assam"
1999,"Lakhimpur",14,"GEN","Naoboicha",110,"GEN",3,"Ranee Narah","INC",46036,"Assam"
1999,"Lakhimpur",14,"GEN","Naoboicha",110,"GEN",10,"Ranoj Pegu","IND",2404,"Assam"
1999,"Lakhimpur",14,"GEN","Naoboicha",110,"GEN",6,"Balin Kuli","NCP",490,"Assam"
1999,"Lakhimpur",14,"GEN","Naoboicha",110,"GEN",2,"Rafiqul Latif Baruah","JD(S)",147,"Assam"
1999,"Lakhimpur",14,"GEN","Naoboicha",110,"GEN",1,"Udai Sankar Hazarika","BJP",23560,"Assam"
1999,"Lakhimpur",14,"GEN","Lakhimpur",111,"GEN",7,"Minu Buragohain","SP",131,"Assam"
1999,"Lakhimpur",14,"GEN","Lakhimpur",111,"GEN",2,"Rafiqul Latif Baruah","JD(S)",159,"Assam"
1999,"Lakhimpur",14,"GEN","Lakhimpur",111,"GEN",6,"Balin Kuli","NCP",718,"Assam"
1999,"Lakhimpur",14,"GEN","Lakhimpur",111,"GEN",8,"Isak Karkoria","IND",108,"Assam"
1999,"Lakhimpur",14,"GEN","Lakhimpur",111,"GEN",1,"Udai Sankar Hazarika","BJP",24240,"Assam"
1999,"Lakhimpur",14,"GEN","Lakhimpur",111,"GEN",3,"Ranee Narah","INC",25356,"Assam"
1999,"Lakhimpur",14,"GEN","Lakhimpur",111,"GEN",9,"Sidananda Kaman","IND",62,"Assam"
1999,"Lakhimpur",14,"GEN","Lakhimpur",111,"GEN",10,"Ranoj Pegu","IND",8958,"Assam"
1999,"Lakhimpur",14,"GEN","Lakhimpur",111,"GEN",4,"Sarbananda Sonowal","AGP",23279,"Assam"
1999,"Lakhimpur",14,"GEN","Lakhimpur",111,"GEN",5,"Chinu Saikia","AJBP",298,"Assam"
1999,"Lakhimpur",14,"GEN","Dhakuakhana",112,"GEN",9,"Sidananda Kaman","IND",83,"Assam"
1999,"Lakhimpur",14,"GEN","Dhakuakhana",112,"GEN",8,"Isak Karkoria","IND",131,"Assam"
1999,"Lakhimpur",14,"GEN","Dhakuakhana",112,"GEN",10,"Ranoj Pegu","IND",21591,"Assam"
1999,"Lakhimpur",14,"GEN","Dhakuakhana",112,"GEN",4,"Sarbananda Sonowal","AGP",22138,"Assam"
1999,"Lakhimpur",14,"GEN","Dhakuakhana",112,"GEN",5,"Chinu Saikia","AJBP",151,"Assam"
1999,"Lakhimpur",14,"GEN","Dhakuakhana",112,"GEN",6,"Balin Kuli","NCP",442,"Assam"
1999,"Lakhimpur",14,"GEN","Dhakuakhana",112,"GEN",7,"Minu Buragohain","SP",172,"Assam"
1999,"Lakhimpur",14,"GEN","Dhakuakhana",112,"GEN",2,"Rafiqul Latif Baruah","JD(S)",86,"Assam"
1999,"Lakhimpur",14,"GEN","Dhakuakhana",112,"GEN",3,"Ranee Narah","INC",25877,"Assam"
1999,"Lakhimpur",14,"GEN","Dhakuakhana",112,"GEN",1,"Udai Sankar Hazarika","BJP",21166,"Assam"
1999,"Lakhimpur",14,"GEN","Dhemaji",113,"GEN",2,"Rafiqul Latif Baruah","JD(S)",113,"Assam"
1999,"Lakhimpur",14,"GEN","Dhemaji",113,"GEN",3,"Ranee Narah","INC",25053,"Assam"
1999,"Lakhimpur",14,"GEN","Dhemaji",113,"GEN",1,"Udai Sankar Hazarika","BJP",27169,"Assam"
1999,"Lakhimpur",14,"GEN","Dhemaji",113,"GEN",4,"Sarbananda Sonowal","AGP",33996,"Assam"
1999,"Lakhimpur",14,"GEN","Dhemaji",113,"GEN",9,"Sidananda Kaman","IND",90,"Assam"
1999,"Lakhimpur",14,"GEN","Dhemaji",113,"GEN",10,"Ranoj Pegu","IND",12732,"Assam"
1999,"Lakhimpur",14,"GEN","Dhemaji",113,"GEN",5,"Chinu Saikia","AJBP",108,"Assam"
1999,"Lakhimpur",14,"GEN","Dhemaji",113,"GEN",6,"Balin Kuli","NCP",1245,"Assam"
1999,"Lakhimpur",14,"GEN","Dhemaji",113,"GEN",7,"Minu Buragohain","SP",287,"Assam"
1999,"Lakhimpur",14,"GEN","Dhemaji",113,"GEN",8,"Isak Karkoria","IND",93,"Assam"
1999,"Lakhimpur",14,"GEN","Jonai",114,"GEN",1,"Udai Sankar Hazarika","BJP",26474,"Assam"
1999,"Lakhimpur",14,"GEN","Jonai",114,"GEN",4,"Sarbananda Sonowal","AGP",29895,"Assam"
1999,"Lakhimpur",14,"GEN","Jonai",114,"GEN",2,"Rafiqul Latif Baruah","JD(S)",223,"Assam"
1999,"Lakhimpur",14,"GEN","Jonai",114,"GEN",6,"Balin Kuli","NCP",1142,"Assam"
1999,"Lakhimpur",14,"GEN","Jonai",114,"GEN",7,"Minu Buragohain","SP",99,"Assam"
1999,"Lakhimpur",14,"GEN","Jonai",114,"GEN",5,"Chinu Saikia","AJBP",219,"Assam"
1999,"Lakhimpur",14,"GEN","Jonai",114,"GEN",3,"Ranee Narah","INC",18713,"Assam"
1999,"Lakhimpur",14,"GEN","Jonai",114,"GEN",9,"Sidananda Kaman","IND",89,"Assam"
1999,"Lakhimpur",14,"GEN","Jonai",114,"GEN",10,"Ranoj Pegu","IND",26822,"Assam"
1999,"Lakhimpur",14,"GEN","Jonai",114,"GEN",8,"Isak Karkoria","IND",111,"Assam"
1999,"Lakhimpur",14,"GEN","Chabua",121,"GEN",10,"Ranoj Pegu","IND",588,"Assam"
1999,"Lakhimpur",14,"GEN","Chabua",121,"GEN",9,"Sidananda Kaman","IND",80,"Assam"
1999,"Lakhimpur",14,"GEN","Chabua",121,"GEN",1,"Udai Sankar Hazarika","BJP",12601,"Assam"
1999,"Lakhimpur",14,"GEN","Chabua",121,"GEN",2,"Rafiqul Latif Baruah","JD(S)",128,"Assam"
1999,"Lakhimpur",14,"GEN","Chabua",121,"GEN",6,"Balin Kuli","NCP",182,"Assam"
1999,"Lakhimpur",14,"GEN","Chabua",121,"GEN",8,"Isak Karkoria","IND",200,"Assam"
1999,"Lakhimpur",14,"GEN","Chabua",121,"GEN",3,"Ranee Narah","INC",32138,"Assam"
1999,"Lakhimpur",14,"GEN","Chabua",121,"GEN",4,"Sarbananda Sonowal","AGP",24246,"Assam"
1999,"Lakhimpur",14,"GEN","Chabua",121,"GEN",5,"Chinu Saikia","AJBP",67,"Assam"
1999,"Lakhimpur",14,"GEN","Chabua",121,"GEN",7,"Minu Buragohain","SP",148,"Assam"
1999,"Lakhimpur",14,"GEN","Doom Dooma",125,"GEN",2,"Rafiqul Latif Baruah","JD(S)",153,"Assam"
1999,"Lakhimpur",14,"GEN","Doom Dooma",125,"GEN",1,"Udai Sankar Hazarika","BJP",17153,"Assam"
1999,"Lakhimpur",14,"GEN","Doom Dooma",125,"GEN",3,"Ranee Narah","INC",37340,"Assam"
1999,"Lakhimpur",14,"GEN","Doom Dooma",125,"GEN",4,"Sarbananda Sonowal","AGP",6752,"Assam"
1999,"Lakhimpur",14,"GEN","Doom Dooma",125,"GEN",6,"Balin Kuli","NCP",180,"Assam"
1999,"Lakhimpur",14,"GEN","Doom Dooma",125,"GEN",7,"Minu Buragohain","SP",118,"Assam"
1999,"Lakhimpur",14,"GEN","Doom Dooma",125,"GEN",10,"Ranoj Pegu","IND",132,"Assam"
1999,"Lakhimpur",14,"GEN","Doom Dooma",125,"GEN",5,"Chinu Saikia","AJBP",53,"Assam"
1999,"Lakhimpur",14,"GEN","Doom Dooma",125,"GEN",9,"Sidananda Kaman","IND",78,"Assam"
1999,"Lakhimpur",14,"GEN","Doom Dooma",125,"GEN",8,"Isak Karkoria","IND",561,"Assam"
1999,"Lakhimpur",14,"GEN","Sadiya",126,"GEN",10,"Ranoj Pegu","IND",3087,"Assam"
1999,"Lakhimpur",14,"GEN","Sadiya",126,"GEN",6,"Balin Kuli","NCP",510,"Assam"
1999,"Lakhimpur",14,"GEN","Sadiya",126,"GEN",8,"Isak Karkoria","IND",168,"Assam"
1999,"Lakhimpur",14,"GEN","Sadiya",126,"GEN",9,"Sidananda Kaman","IND",90,"Assam"
1999,"Lakhimpur",14,"GEN","Sadiya",126,"GEN",3,"Ranee Narah","INC",26808,"Assam"
1999,"Lakhimpur",14,"GEN","Sadiya",126,"GEN",4,"Sarbananda Sonowal","AGP",22616,"Assam"
1999,"Lakhimpur",14,"GEN","Sadiya",126,"GEN",5,"Chinu Saikia","AJBP",105,"Assam"
1999,"Lakhimpur",14,"GEN","Sadiya",126,"GEN",7,"Minu Buragohain","SP",140,"Assam"
1999,"Lakhimpur",14,"GEN","Sadiya",126,"GEN",1,"Udai Sankar Hazarika","BJP",16374,"Assam"
1999,"Lakhimpur",14,"GEN","Sadiya",126,"GEN",2,"Rafiqul Latif Baruah","JD(S)",204,"Assam"
1999,"Bagaha",1,"GEN","Dhanaha",1,"GEN",1,"Purnamasi Ram","RJD",26693,"Bihar"
1999,"Bagaha",1,"GEN","Dhanaha",1,"GEN",3,"Surendra Kumar Swatantra","BSP",2031,"Bihar"
1999,"Bagaha",1,"GEN","Dhanaha",1,"GEN",4,"Kanchan Baitha","CVP",5511,"Bihar"
1999,"Bagaha",1,"GEN","Dhanaha",1,"GEN",6,"Bisundayal Baitha","RLD",368,"Bihar"
1999,"Bagaha",1,"GEN","Dhanaha",1,"GEN",7,"Lal Bihari Ram","IND",401,"Bihar"
1999,"Bagaha",1,"GEN","Dhanaha",1,"GEN",5,"Nand Jee Ram","CPI(ML)(L)",1083,"Bihar"
1999,"Bagaha",1,"GEN","Dhanaha",1,"GEN",2,"Mahendra Baitha","JD(U)",20834,"Bihar"
1999,"Bagaha",1,"GEN","Dhanaha",1,"GEN",8,"Bishwanath Ram","IND",279,"Bihar"
1999,"Bagaha",1,"GEN","Bagha",2,"GEN",4,"Kanchan Baitha","CVP",2384,"Bihar"
1999,"Bagaha",1,"GEN","Bagha",2,"GEN",6,"Bisundayal Baitha","RLD",854,"Bihar"
1999,"Bagaha",1,"GEN","Bagha",2,"GEN",3,"Surendra Kumar Swatantra","BSP",816,"Bihar"
1999,"Bagaha",1,"GEN","Bagha",2,"GEN",5,"Nand Jee Ram","CPI(ML)(L)",1598,"Bihar"
1999,"Bagaha",1,"GEN","Bagha",2,"GEN",2,"Mahendra Baitha","JD(U)",69550,"Bihar"
1999,"Bagaha",1,"GEN","Bagha",2,"GEN",1,"Purnamasi Ram","RJD",51546,"Bihar"
1999,"Bagaha",1,"GEN","Bagha",2,"GEN",7,"Lal Bihari Ram","IND",1246,"Bihar"
1999,"Bagaha",1,"GEN","Bagha",2,"GEN",8,"Bishwanath Ram","IND",785,"Bihar"
1999,"Bagaha",1,"GEN","Ramnagar",3,"GEN",2,"Mahendra Baitha","JD(U)",48220,"Bihar"
1999,"Bagaha",1,"GEN","Ramnagar",3,"GEN",3,"Surendra Kumar Swatantra","BSP",1443,"Bihar"
1999,"Bagaha",1,"GEN","Ramnagar",3,"GEN",4,"Kanchan Baitha","CVP",3012,"Bihar"
1999,"Bagaha",1,"GEN","Ramnagar",3,"GEN",8,"Bishwanath Ram","IND",548,"Bihar"
1999,"Bagaha",1,"GEN","Ramnagar",3,"GEN",1,"Purnamasi Ram","RJD",32918,"Bihar"
1999,"Bagaha",1,"GEN","Ramnagar",3,"GEN",6,"Bisundayal Baitha","RLD",491,"Bihar"
1999,"Bagaha",1,"GEN","Ramnagar",3,"GEN",7,"Lal Bihari Ram","IND",883,"Bihar"
1999,"Bagaha",1,"GEN","Ramnagar",3,"GEN",5,"Nand Jee Ram","CPI(ML)(L)",1824,"Bihar"
1999,"Bagaha",1,"GEN","Shikarpur",4,"GEN",1,"Purnamasi Ram","RJD",26770,"Bihar"
1999,"Bagaha",1,"GEN","Shikarpur",4,"GEN",8,"Bishwanath Ram","IND",535,"Bihar"
1999,"Bagaha",1,"GEN","Shikarpur",4,"GEN",6,"Bisundayal Baitha","RLD",485,"Bihar"
1999,"Bagaha",1,"GEN","Shikarpur",4,"GEN",2,"Mahendra Baitha","JD(U)",44107,"Bihar"
1999,"Bagaha",1,"GEN","Shikarpur",4,"GEN",7,"Lal Bihari Ram","IND",868,"Bihar"
1999,"Bagaha",1,"GEN","Shikarpur",4,"GEN",5,"Nand Jee Ram","CPI(ML)(L)",4683,"Bihar"
1999,"Bagaha",1,"GEN","Shikarpur",4,"GEN",4,"Kanchan Baitha","CVP",24492,"Bihar"
1999,"Bagaha",1,"GEN","Shikarpur",4,"GEN",3,"Surendra Kumar Swatantra","BSP",595,"Bihar"
1999,"Bagaha",1,"GEN","Sikta",5,"GEN",8,"Bishwanath Ram","IND",451,"Bihar"
1999,"Bagaha",1,"GEN","Sikta",5,"GEN",3,"Surendra Kumar Swatantra","BSP",429,"Bihar"
1999,"Bagaha",1,"GEN","Sikta",5,"GEN",7,"Lal Bihari Ram","IND",659,"Bihar"
1999,"Bagaha",1,"GEN","Sikta",5,"GEN",6,"Bisundayal Baitha","RLD",422,"Bihar"
1999,"Bagaha",1,"GEN","Sikta",5,"GEN",5,"Nand Jee Ram","CPI(ML)(L)",17117,"Bihar"
1999,"Bagaha",1,"GEN","Sikta",5,"GEN",2,"Mahendra Baitha","JD(U)",30382,"Bihar"
1999,"Bagaha",1,"GEN","Sikta",5,"GEN",4,"Kanchan Baitha","CVP",17702,"Bihar"
1999,"Bagaha",1,"GEN","Sikta",5,"GEN",1,"Purnamasi Ram","RJD",29101,"Bihar"
1999,"Bagaha",1,"GEN","Lauria",6,"GEN",2,"Mahendra Baitha","JD(U)",48404,"Bihar"
1999,"Bagaha",1,"GEN","Lauria",6,"GEN",4,"Kanchan Baitha","CVP",3460,"Bihar"
1999,"Bagaha",1,"GEN","Lauria",6,"GEN",5,"Nand Jee Ram","CPI(ML)(L)",1903,"Bihar"
1999,"Bagaha",1,"GEN","Lauria",6,"GEN",1,"Purnamasi Ram","RJD",39719,"Bihar"
1999,"Bagaha",1,"GEN","Lauria",6,"GEN",6,"Bisundayal Baitha","RLD",489,"Bihar"
1999,"Bagaha",1,"GEN","Lauria",6,"GEN",7,"Lal Bihari Ram","IND",633,"Bihar"
1999,"Bagaha",1,"GEN","Lauria",6,"GEN",3,"Surendra Kumar Swatantra","BSP",961,"Bihar"
1999,"Bagaha",1,"GEN","Lauria",6,"GEN",8,"Bishwanath Ram","IND",584,"Bihar"
1999,"Bettiah",2,"GEN","Chanpatia",7,"GEN",8,"Rais Lal","IND",399,"Bihar"
1999,"Bettiah",2,"GEN","Chanpatia",7,"GEN",9,"Ram Kumar Das","IND",157,"Bihar"
1999,"Bettiah",2,"GEN","Chanpatia",7,"GEN",10,"Ram Lakhan Prasad","IND",95,"Bihar"
1999,"Bettiah",2,"GEN","Chanpatia",7,"GEN",1,"Triveni Tiwary","CPI",6708,"Bihar"
1999,"Bettiah",2,"GEN","Chanpatia",7,"GEN",2,"Dr Madan Prasad Jaiswal","BJP",60336,"Bihar"
1999,"Bettiah",2,"GEN","Chanpatia",7,"GEN",3,"Mataur Rahman","RJD",31814,"Bihar"
1999,"Bettiah",2,"GEN","Chanpatia",7,"GEN",4,"Dharmesh Prasad Verma","SJP(R)",2190,"Bihar"
1999,"Bettiah",2,"GEN","Chanpatia",7,"GEN",5,"Sanjay Kumar Ojha","AJBP",223,"Bihar"
1999,"Bettiah",2,"GEN","Chanpatia",7,"GEN",6,"Daroga Chaudhary","IND",61,"Bihar"
1999,"Bettiah",2,"GEN","Chanpatia",7,"GEN",7,"Nafish Ahmad","IND",428,"Bihar"
1999,"Bettiah",2,"GEN","Bettiah",8,"GEN",2,"Dr Madan Prasad Jaiswal","BJP",82715,"Bihar"
1999,"Bettiah",2,"GEN","Bettiah",8,"GEN",3,"Mataur Rahman","RJD",53672,"Bihar"
1999,"Bettiah",2,"GEN","Bettiah",8,"GEN",4,"Dharmesh Prasad Verma","SJP(R)",2023,"Bihar"
1999,"Bettiah",2,"GEN","Bettiah",8,"GEN",1,"Triveni Tiwary","CPI",3947,"Bihar"
1999,"Bettiah",2,"GEN","Bettiah",8,"GEN",5,"Sanjay Kumar Ojha","AJBP",164,"Bihar"
1999,"Bettiah",2,"GEN","Bettiah",8,"GEN",6,"Daroga Chaudhary","IND",67,"Bihar"
1999,"Bettiah",2,"GEN","Bettiah",8,"GEN",10,"Ram Lakhan Prasad","IND",155,"Bihar"
1999,"Bettiah",2,"GEN","Bettiah",8,"GEN",7,"Nafish Ahmad","IND",505,"Bihar"
1999,"Bettiah",2,"GEN","Bettiah",8,"GEN",9,"Ram Kumar Das","IND",108,"Bihar"
1999,"Bettiah",2,"GEN","Bettiah",8,"GEN",8,"Rais Lal","IND",471,"Bihar"
1999,"Bettiah",2,"GEN","Nautan",9,"GEN",1,"Triveni Tiwary","CPI",5251,"Bihar"
1999,"Bettiah",2,"GEN","Nautan",9,"GEN",10,"Ram Lakhan Prasad","IND",77,"Bihar"
1999,"Bettiah",2,"GEN","Nautan",9,"GEN",2,"Dr Madan Prasad Jaiswal","BJP",58057,"Bihar"
1999,"Bettiah",2,"GEN","Nautan",9,"GEN",8,"Rais Lal","IND",476,"Bihar"
1999,"Bettiah",2,"GEN","Nautan",9,"GEN",9,"Ram Kumar Das","IND",124,"Bihar"
1999,"Bettiah",2,"GEN","Nautan",9,"GEN",7,"Nafish Ahmad","IND",592,"Bihar"
1999,"Bettiah",2,"GEN","Nautan",9,"GEN",5,"Sanjay Kumar Ojha","AJBP",245,"Bihar"
1999,"Bettiah",2,"GEN","Nautan",9,"GEN",3,"Mataur Rahman","RJD",36033,"Bihar"
1999,"Bettiah",2,"GEN","Nautan",9,"GEN",4,"Dharmesh Prasad Verma","SJP(R)",1912,"Bihar"
1999,"Bettiah",2,"GEN","Nautan",9,"GEN",6,"Daroga Chaudhary","IND",71,"Bihar"
1999,"Bettiah",2,"GEN","Raxaul",10,"GEN",2,"Dr Madan Prasad Jaiswal","BJP",47482,"Bihar"
1999,"Bettiah",2,"GEN","Raxaul",10,"GEN",3,"Mataur Rahman","RJD",51120,"Bihar"
1999,"Bettiah",2,"GEN","Raxaul",10,"GEN",4,"Dharmesh Prasad Verma","SJP(R)",2288,"Bihar"
1999,"Bettiah",2,"GEN","Raxaul",10,"GEN",5,"Sanjay Kumar Ojha","AJBP",128,"Bihar"
1999,"Bettiah",2,"GEN","Raxaul",10,"GEN",6,"Daroga Chaudhary","IND",26,"Bihar"
1999,"Bettiah",2,"GEN","Raxaul",10,"GEN",7,"Nafish Ahmad","IND",328,"Bihar"
1999,"Bettiah",2,"GEN","Raxaul",10,"GEN",8,"Rais Lal","IND",305,"Bihar"
1999,"Bettiah",2,"GEN","Raxaul",10,"GEN",9,"Ram Kumar Das","IND",82,"Bihar"
1999,"Bettiah",2,"GEN","Raxaul",10,"GEN",10,"Ram Lakhan Prasad","IND",189,"Bihar"
1999,"Bettiah",2,"GEN","Raxaul",10,"GEN",1,"Triveni Tiwary","CPI",3327,"Bihar"
1999,"Bettiah",2,"GEN","Sugauli",11,"GEN",10,"Ram Lakhan Prasad","IND",67,"Bihar"
1999,"Bettiah",2,"GEN","Sugauli",11,"GEN",1,"Triveni Tiwary","CPI",2441,"Bihar"
1999,"Bettiah",2,"GEN","Sugauli",11,"GEN",2,"Dr Madan Prasad Jaiswal","BJP",49877,"Bihar"
1999,"Bettiah",2,"GEN","Sugauli",11,"GEN",3,"Mataur Rahman","RJD",64909,"Bihar"
1999,"Bettiah",2,"GEN","Sugauli",11,"GEN",7,"Nafish Ahmad","IND",381,"Bihar"
1999,"Bettiah",2,"GEN","Sugauli",11,"GEN",8,"Rais Lal","IND",356,"Bihar"
1999,"Bettiah",2,"GEN","Sugauli",11,"GEN",9,"Ram Kumar Das","IND",69,"Bihar"
1999,"Bettiah",2,"GEN","Sugauli",11,"GEN",5,"Sanjay Kumar Ojha","AJBP",178,"Bihar"
1999,"Bettiah",2,"GEN","Sugauli",11,"GEN",4,"Dharmesh Prasad Verma","SJP(R)",1442,"Bihar"
1999,"Bettiah",2,"GEN","Sugauli",11,"GEN",6,"Daroga Chaudhary","IND",32,"Bihar"
1999,"Bettiah",2,"GEN","Adapur",13,"GEN",7,"Nafish Ahmad","IND",305,"Bihar"
1999,"Bettiah",2,"GEN","Adapur",13,"GEN",4,"Dharmesh Prasad Verma","SJP(R)",2046,"Bihar"
1999,"Bettiah",2,"GEN","Adapur",13,"GEN",5,"Sanjay Kumar Ojha","AJBP",122,"Bihar"
1999,"Bettiah",2,"GEN","Adapur",13,"GEN",6,"Daroga Chaudhary","IND",29,"Bihar"
1999,"Bettiah",2,"GEN","Adapur",13,"GEN",1,"Triveni Tiwary","CPI",1643,"Bihar"
1999,"Bettiah",2,"GEN","Adapur",13,"GEN",2,"Dr Madan Prasad Jaiswal","BJP",44560,"Bihar"
1999,"Bettiah",2,"GEN","Adapur",13,"GEN",3,"Mataur Rahman","RJD",65829,"Bihar"
1999,"Bettiah",2,"GEN","Adapur",13,"GEN",8,"Rais Lal","IND",286,"Bihar"
1999,"Bettiah",2,"GEN","Adapur",13,"GEN",9,"Ram Kumar Das","IND",56,"Bihar"
1999,"Bettiah",2,"GEN","Adapur",13,"GEN",10,"Ram Lakhan Prasad","IND",61,"Bihar"
1999,"Motihari",3,"GEN","Motihari",12,"GEN",4,"Prabhat Kumar Singh","AJBP",1985,"Bihar"
1999,"Motihari",3,"GEN","Motihari",12,"GEN",5,"Ajay Kumar Singh","IND",191,"Bihar"
1999,"Motihari",3,"GEN","Motihari",12,"GEN",6,"Abhay Kumar","IND",529,"Bihar"
1999,"Motihari",3,"GEN","Motihari",12,"GEN",1,"Rama Devi","RJD",70023,"Bihar"
1999,"Motihari",3,"GEN","Motihari",12,"GEN",7,"Ramdeo Ram","IND",174,"Bihar"
1999,"Motihari",3,"GEN","Motihari",12,"GEN",8,"Sudhir Kumar Singh","IND",106,"Bihar"
1999,"Motihari",3,"GEN","Motihari",12,"GEN",9,"Suresh Ram","IND",76,"Bihar"
1999,"Motihari",3,"GEN","Motihari",12,"GEN",3,"Poonam Kumar Mishra","BJC(R)",407,"Bihar"
1999,"Motihari",3,"GEN","Motihari",12,"GEN",2,"Radha Mohan Singh","BJP",63606,"Bihar"
1999,"Motihari",3,"GEN","Madhuban",16,"GEN",1,"Rama Devi","RJD",56984,"Bihar"
1999,"Motihari",3,"GEN","Madhuban",16,"GEN",5,"Ajay Kumar Singh","IND",191,"Bihar"
1999,"Motihari",3,"GEN","Madhuban",16,"GEN",9,"Suresh Ram","IND",92,"Bihar"
1999,"Motihari",3,"GEN","Madhuban",16,"GEN",7,"Ramdeo Ram","IND",178,"Bihar"
1999,"Motihari",3,"GEN","Madhuban",16,"GEN",4,"Prabhat Kumar Singh","AJBP",1750,"Bihar"
1999,"Motihari",3,"GEN","Madhuban",16,"GEN",3,"Poonam Kumar Mishra","BJC(R)",369,"Bihar"
1999,"Motihari",3,"GEN","Madhuban",16,"GEN",6,"Abhay Kumar","IND",684,"Bihar"
1999,"Motihari",3,"GEN","Madhuban",16,"GEN",8,"Sudhir Kumar Singh","IND",291,"Bihar"
1999,"Motihari",3,"GEN","Madhuban",16,"GEN",2,"Radha Mohan Singh","BJP",48219,"Bihar"
1999,"Motihari",3,"GEN","Pipra",17,"GEN",5,"Ajay Kumar Singh","IND",151,"Bihar"
1999,"Motihari",3,"GEN","Pipra",17,"GEN",7,"Ramdeo Ram","IND",130,"Bihar"
1999,"Motihari",3,"GEN","Pipra",17,"GEN",6,"Abhay Kumar","IND",569,"Bihar"
1999,"Motihari",3,"GEN","Pipra",17,"GEN",1,"Rama Devi","RJD",47817,"Bihar"
1999,"Motihari",3,"GEN","Pipra",17,"GEN",4,"Prabhat Kumar Singh","AJBP",1860,"Bihar"
1999,"Motihari",3,"GEN","Pipra",17,"GEN",3,"Poonam Kumar Mishra","BJC(R)",424,"Bihar"
1999,"Motihari",3,"GEN","Pipra",17,"GEN",2,"Radha Mohan Singh","BJP",42773,"Bihar"
1999,"Motihari",3,"GEN","Pipra",17,"GEN",8,"Sudhir Kumar Singh","IND",91,"Bihar"
1999,"Motihari",3,"GEN","Pipra",17,"GEN",9,"Suresh Ram","IND",80,"Bihar"
1999,"Motihari",3,"GEN","Kesariya",18,"GEN",6,"Abhay Kumar","IND",646,"Bihar"
1999,"Motihari",3,"GEN","Kesariya",18,"GEN",1,"Rama Devi","RJD",50578,"Bihar"
1999,"Motihari",3,"GEN","Kesariya",18,"GEN",2,"Radha Mohan Singh","BJP",54743,"Bihar"
1999,"Motihari",3,"GEN","Kesariya",18,"GEN",5,"Ajay Kumar Singh","IND",149,"Bihar"
1999,"Motihari",3,"GEN","Kesariya",18,"GEN",7,"Ramdeo Ram","IND",177,"Bihar"
1999,"Motihari",3,"GEN","Kesariya",18,"GEN",9,"Suresh Ram","IND",98,"Bihar"
1999,"Motihari",3,"GEN","Kesariya",18,"GEN",4,"Prabhat Kumar Singh","AJBP",1764,"Bihar"
1999,"Motihari",3,"GEN","Kesariya",18,"GEN",3,"Poonam Kumar Mishra","BJC(R)",480,"Bihar"
1999,"Motihari",3,"GEN","Kesariya",18,"GEN",8,"Sudhir Kumar Singh","IND",96,"Bihar"
1999,"Motihari",3,"GEN","Harsidhi",19,"GEN",4,"Prabhat Kumar Singh","AJBP",2398,"Bihar"
1999,"Motihari",3,"GEN","Harsidhi",19,"GEN",1,"Rama Devi","RJD",51015,"Bihar"
1999,"Motihari",3,"GEN","Harsidhi",19,"GEN",3,"Poonam Kumar Mishra","BJC(R)",377,"Bihar"
1999,"Motihari",3,"GEN","Harsidhi",19,"GEN",7,"Ramdeo Ram","IND",170,"Bihar"
