"state","sa_no","year","parties_contested","parties_represented"
"West_Bengal",3,"1962",15,9
"West_Bengal",4,"1967",11,10
"West_Bengal",5,"1969",27,17
"West_Bengal",6,"1971",26,17
"West_Bengal",7,"1972",21,10
"West_Bengal",8,"1977",16,12
"West_Bengal",9,"1982",13,8
"West_Bengal",10,"1987",12,8
"West_Bengal",11,"1991",36,10
"West_Bengal",12,"1996",33,9
"West_Bengal",13,"2001",36,9
"West_Bengal",14,"2006",37,13
"West_Bengal",15,"2011",56,11
"West_Bengal",16,"2016",56,9
