"state","sa_no","year","parties_contested","parties_represented"
"Arunachal_Pradesh",1,"1978",4,3
"Arunachal_Pradesh",2,"1980",4,3
"Arunachal_Pradesh",3,"1984",5,4
"Arunachal_Pradesh",4,"1990",4,4
"Arunachal_Pradesh",5,"1995",5,4
"Arunachal_Pradesh",6,"1999",6,4
"Arunachal_Pradesh",7,"2004",5,5
"Arunachal_Pradesh",8,"2009",7,6
"Arunachal_Pradesh",9,"2014",8,4
